1,2,3,4,5,6,7,8,9
0.404082255,0.35183549,0.535712107,0.152041128,0.5,0,0.534082255,0.22,0
0.397617052,0.358808526,0.544638366,0.152382948,0.5,0,0.529404263,0.22,0
0.399006987,0.36,0.550331004,0.150993013,0.5,0,0.528344978,0.221324017,0
0.401384567,0.359653858,0.55,0.149653858,0.5,0,0.529653858,0.22,0
0.434322804,0.341484206,0.530129813,0.145677196,0.5,0,0.528515794,0.22,0
0.434763303,0.342144954,0.53167156,0.145236697,0.5,0,0.527855046,0.22,0
0.43,0.38,0.38,0.12,0.5,0,0.5,0.22,0
0.42,0.42,0.42,0.2,0.5,0,0.49,0.22,0
0.43,0.45,0.37,0.12,0.5,0,0.48,0.22,0
0.46,0.4,0.38,0.18,0.5,0,0.49,0.22,0
0.46,0.41,0.43,0.18,0.5,0,0.54,0.22,0
0.437709537,0.415572616,0.424427384,0.191145232,0.5,0,0.512136921,0.22,0
0.466404986,0.406404986,0.431239888,0.18,0.5,0,0.515619944,0.22,0
0.460593745,0.41,0.431781234,0.18,0.5,0,0.539406255,0.22,0
0.522854933,0.417856867,0.414286267,0.164286267,0.5,0,0.524286267,0.22,0
0.467143613,0.41,0.45143084,0.18,0.5,0,0.532856387,0.22,0
0.442075023,0.429874961,0.374025008,0.144150047,0.5,0,0.484025008,0.22,0
0.458553512,0.412289298,0.45084281,0.184578595,0.5,0,0.52084281,0.22,0
0.468112372,0.408112372,0.444898978,0.18,0.5,0,0.522449489,0.22,0
0.433275512,0.382183675,0.38,0.126551024,0.5,0,0.498908163,0.22,0
0.416745034,0.42488245,0.42,0.19511755,0.5,0,0.498137416,0.226509933,0
0.460681993,0.41,0.432045978,0.18,0.5,0,0.539318007,0.22,0
0.43,0.44804786,0.370278877,0.12,0.5,0,0.480557754,0.22,0
0.419699923,0.387357198,0.38147144,0.12,0.5,0,0.49852856,0.22,0
0.454162596,0.409729007,0.378054199,0.168325191,0.5,0,0.488054199,0.22,0
0.46,0.403746736,0.39873368,0.18,0.5,0,0.50873368,0.22,0
0.464073081,0.41,0.442219244,0.18,0.5,0,0.535926919,0.22,0
0.462186495,0.41,0.436559484,0.18,0.5,0,0.537813505,0.22,0
0.43,0.440282094,0.371388272,0.12,0.5,0,0.482776545,0.22,0
0.396287163,0.410514865,0.401029731,0.190514865,0.5,0,0.499485135,0.22,0
0.420042071,0.387112807,0.381422561,0.12,0.5,0,0.498577439,0.22,0
0.445923412,0.413519147,0.426480853,0.187038294,0.5,0,0.522404265,0.22,0
0.471378112,0.402844528,0.384266792,0.177155472,0.5,0,0.494266792,0.22,0
0.450223954,0.404888023,0.389776046,0.184888023,0.5,0,0.49,0.22,0
0.46,0.406807871,0.414039356,0.18,0.5,0,0.524039356,0.22,0
0.431404568,0.417719086,0.429123655,0.195438173,0.5,0,0.499123655,0.22,0
0.468478058,0.381739806,0.43,0.196956116,0.5,0,0.54,0.22,0
0.435126076,0.44145654,0.371708692,0.130252152,0.5,0,0.481708692,0.22,0
0.39,0.44,0.35,0.16,0.5,0,0.55,0.22,0
0.43,0.44,0.3,0.18,0.5,0,0.51,0.22,0
0.42,0.44,0.33,0.17,0.5,0,0.54,0.27,0
0.39,0.46,0.33,0.18,0.5,0,0.53,0.22,0
0.37,0.4,0.38,0.18,0.5,0,0.51,0.22,0
0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,0
0.371193706,0.396418883,0.377612589,0.175225178,0.5,0,0.513581117,0.22,0
0.429553398,0.44,0.300558253,0.179776699,0.5,0,0.510446602,0.22,0
0.39,0.471372889,0.318627111,0.183790963,0.5,0,0.526209037,0.254118667,0
0.376773982,0.379678055,0.366452037,0.152904073,0.5,0,0.530321945,0.22,0
0.422833556,0.44,0.321499333,0.172833556,0.5,0,0.531499333,0.255832222,0
0.392081805,0.440520451,0.351040902,0.157918195,0.5,0,0.546356841,0.22,0
0.419719196,0.430280804,0.306224643,0.197831518,0.5,0,0.506224643,0.22,0
0.401750081,0.452166612,0.33,0.176083306,0.5,0,0.533916694,0.239583469,0
0.372045207,0.393864379,0.375909586,0.171819172,0.5,0,0.516135621,0.22,0
0.413290446,0.44,0.334473036,0.167763482,0.5,0,0.542236518,0.25881741,0
0.398811782,0.448811782,0.411682476,0.168811782,0.5,0,0.541188218,0.255247129,0
0.36752616,0.41484304,0.3923692,0.18247384,0.5,0,0.50257848,0.22,0
0.407257879,0.448494747,0.33,0.174247374,0.5,0,0.535752626,0.248763132,0
0.379728029,0.370815912,0.360543941,0.141087883,0.5,0,0.539184088,0.22,0
0.368627259,0.391763555,0.390981927,0.181372741,0.5,0,0.511372741,0.22,0
0.371509902,0.444622525,0.386980197,0.136887377,0.5,0,0.554622525,0.22,0
0.385127928,0.45,0.382819819,0.184872072,0.5,0,0.525127928,0.289744145,0
0.411683486,0.496139143,0.33,0.165544343,0.5,0,0.537227829,0.22,0
0.399583545,0.475972574,0.33,0.17361097,0.5,0,0.533194515,0.22,0
0.42,0.24,0.34,0.16,0.5,0,0.5,0.22,0
0.37,0.34,0.32,0.22,0.5,0,0.56,0.22,0
0.33,0.28,0.31,0.24,0.5,0,0.53,0.22,0
0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,0
0.39,0.33,0.33,0.23,0.5,0,0.47,0.22,0
0.4,0.36,0.32,0.16,0.5,0,0.51,0.27,0
0.375224871,0.347837306,0.322612435,0.222612435,0.5,0,0.549550258,0.230449742,0
0.357942406,0.323199606,0.304228402,0.117942406,0.5,0,0.515257199,0.243714004,0
0.36695461,0.348257684,0.338257684,0.148696926,0.5,0,0.548696926,0.22,0
0.3320888,0.3438816,0.3279112,0.1779112,0.5,0,0.5540296,0.2438816,0
0.42,0.255472796,0.336131801,0.187077392,0.5,0,0.457449812,0.235472796,0
0.332586849,0.343217535,0.327413151,0.177413151,0.5,0,0.554195616,0.243217535,0
0.325794703,0.29772627,0.296760486,0.085794703,0.5,0,0.521931568,0.22,0
0.42503363,0.227415924,0.342516815,0.166292038,0.5,0,0.5,0.223775223,0
0.410026262,0.269921214,0.336675421,0.183272055,0.5,0,0.490026262,0.22,0
0.424210118,0.244210118,0.34,0.158195664,0.5,0,0.501202891,0.22,0
0.377332413,0.35099862,0.323666207,0.223666207,0.5,0,0.54900138,0.234664827,0
0.385453259,0.27948199,0.325194254,0.16,0.5,0,0.529611492,0.22,0
0.349162301,0.328883069,0.324022685,0.109162301,0.5,0,0.529720767,0.22,0
0.399624537,0.263286244,0.331267659,0.16,0.5,0,0.517464683,0.22,0
0.364361463,0.342255415,0.322255415,0.216616878,0.5,0,0.558872293,0.22451083,0
0.378959528,0.353439293,0.324479764,0.224479764,0.5,0,0.546560707,0.237919057,0
0.306411473,0.310313661,0.339059018,0.15515683,0.5,0,0.545470491,0.234529509,0
0.331912238,0.344117016,0.328087762,0.178087762,0.5,0,0.553970746,0.244117016,0
0.356852244,0.322245714,0.303819592,0.116852244,0.5,0,0.515393469,0.243032653,0
0.399971284,0.360028716,0.320028716,0.16020101,0.5,0,0.510028716,0.269971284,0
0.42,0.258148807,0.335462798,0.191760413,0.5,0,0.45009078,0.238148807,0
0.374468192,0.346702287,0.322234096,0.222234096,0.5,0,0.551063617,0.228936383,0
0.420947584,0.237631039,0.340473792,0.161184481,0.5,0,0.5,0.220710688,0
0.304647402,0.309921645,0.340235065,0.154960822,0.5,0,0.544882467,0.235117533,0
0.55,0.44,0.5,0.09,0.5,0,0.55,0.22,0
0.535654344,0.468691313,0.514345656,0.094781885,0.5,0,0.516526802,0.22,0
0.84,0.63,0.38,0.23,0.5,0,0.53,0.22,0
0.86,0.68,0.39,0.24,0.5,0,0.54,0.22,0
0.818203582,0.640898209,0.377275448,0.227275448,0.5,0,0.532724552,0.22,0
0.813087612,0.63,0.427096679,0.270368582,0.5,0,0.516543806,0.22,0
0.834721448,0.65893454,0.415278552,0.26106546,0.5,0,0.527360724,0.22,0
0.880651546,0.65590653,0.393441924,0.233116151,0.5,0,0.54,0.22,0
0.866463146,0.623384214,0.386615786,0.226692107,0.5,0,0.533307893,0.22,0
0.847212613,0.664655135,0.40022991,0.222097658,0.5,0,0.537442523,0.22,0
0.81,0.82,0.41,0.36,0.5,0,0.39,0.22,0
0.82309755,0.813451225,0.436195099,0.37309755,0.5,0,0.396548775,0.246195099,0
0.81,0.800916689,0.381375034,0.363180552,0.5,0,0.428166621,0.22,0
0.813542287,0.818228857,0.417084573,0.363542287,0.5,0,0.391771143,0.227084573,0
0.825054297,0.822509049,0.450144791,0.36,0.5,0,0.382472852,0.22,0
0.81,0.818081058,0.407121588,0.360319824,0.5,0,0.393837883,0.22,0
0.48,0.46,0.38,0.29,0.5,0,0.53,0.22,0
0.51,0.47,0.41,0.44,0.5,0,0.5,0.22,0
0.51,0.46,0.41,0.36,0.5,0,0.49,0.22,0
0.505858795,0.46,0.405858795,0.350337188,0.5,0,0.495521607,0.22,0
0.471551991,0.434655974,0.354655974,0.315344026,0.5,0,0.538448009,0.22,0
0.500132218,0.490198327,0.366578521,0.296710739,0.5,0,0.53335537,0.22,0
0.484000703,0.461333568,0.384000703,0.310003514,0.5,0,0.525999297,0.22,0
0.505708826,0.461417652,0.416007644,0.433134122,0.5,0,0.49828353,0.22,0
0.507659547,0.47351068,0.411170227,0.438829773,0.5,0,0.5,0.236383172,0
0.491680502,0.446260376,0.382520753,0.341680502,0.5,0,0.512899373,0.22,0
0.493994758,0.438008238,0.376001498,0.29,0.5,0,0.526001498,0.22,0
0.488886515,0.46,0.388886515,0.310735202,0.5,0,0.518151313,0.22,0
0.51,0.460669718,0.41,0.365357747,0.5,0,0.490669718,0.22,0
0.471517309,0.463393076,0.376606924,0.284910385,0.5,0,0.528303462,0.22,0
0.509203789,0.414108332,0.37165606,0.29,0.5,0,0.52165606,0.22,0
0.475292983,0.445878949,0.365878949,0.304121051,0.5,0,0.534707017,0.22,0
0.54,0.55,0.42,0.22,0.5,0,0.48,0.22,0
0.49,0.56,0.37,0.2,0.5,0,0.53,0.22,0
0.529817556,0.537781067,0.415927022,0.215927022,0.5,0,0.48,0.228145956,0
0.485412264,0.569175472,0.365412264,0.202293868,0.5,0,0.527706132,0.22,0
0.505346944,0.556930611,0.385346944,0.206138778,0.5,0,0.514653056,0.22,0
0.530980855,0.539177026,0.416392342,0.216392342,0.5,0,0.48,0.227215316,0
0.49,0.555845184,0.368615061,0.193075306,0.5,0,0.528615061,0.226924694,0
0.503791393,0.557241721,0.383791393,0.205516557,0.5,0,0.516208607,0.22,0
0.509908843,0.513890612,0.407963537,0.207963537,0.5,0,0.48,0.244072925,0
0.49,0.559922772,0.369845544,0.200231684,0.5,0,0.530308912,0.22,0
0.526538347,0.552692331,0.406538347,0.214615339,0.5,0,0.493461653,0.22,0
0.53,0.51,0.36,0.13,0.5,0,0.52,0.22,0
0.57,0.5,0.4,0.08,0.5,0,0.47,0.22,0
0.548296709,0.505425823,0.378296709,0.107129114,0.5,0,0.497129114,0.22,0
0.570592195,0.495854638,0.395262444,0.081776584,0.5,0,0.471184389,0.22,0
0.574218955,0.470467316,0.366248361,0.092656865,0.5,0,0.47843791,0.22,0
0.544030488,0.506492378,0.374030488,0.11246189,0.5,0,0.50246189,0.22,0
0.42,0.52,0.4,0.17,0.5,0,0.5,0.26,0
0.37,0.51,0.39,0.18,0.5,0,0.51,0.27,0
0.45,0.5,0.43,0.16,0.5,0,0.52,0.28,0
0.414633438,0.518926688,0.398926688,0.171073312,0.5,0,0.501073312,0.261073312,0
0.373014168,0.491914994,0.383971665,0.183014168,0.5,0,0.513014168,0.279042503,0
0.400988345,0.51,0.39,0.204790676,0.5,0,0.497604662,0.263802331,0
0.377313524,0.511462705,0.391462705,0.178537295,0.5,0,0.508537295,0.268537295,0
0.435683327,0.485683327,0.427136665,0.162863335,0.5,0,0.525726669,0.274273331,0
0.42,0.514096239,0.394096239,0.199518805,0.5,0,0.494096239,0.26,0
0.432798856,0.511467429,0.412798856,0.165733715,0.5,0,0.508532571,0.268532571,0
0.405569987,0.517113997,0.397113997,0.172886003,0.5,0,0.502886003,0.262886003,0
0.388691617,0.51,0.408691617,0.148847305,0.5,0,0.472616766,0.257538922,0
0.418728113,0.522543774,0.398728113,0.173815661,0.5,0,0.501271887,0.254912452,0
0.417168973,0.508675891,0.394337946,0.158675891,0.5,0,0.502831027,0.285479245,0
0.44,0.59,0.36,0.16,0.5,0,0.52,0.22,0
0.47,0.54,0.37,0.14,0.5,0,0.5,0.22,0
0.46,0.59,0.38,0.12,0.5,0,0.5,0.22,0
0.43,0.6,0.4,0.12,0.5,0,0.49,0.29,0
0.485325317,0.54402405,0.376361391,0.145325317,0.5,0,0.529349366,0.277012025,0
0.45930697,0.541881364,0.43,0.146039545,0.5,0,0.538613939,0.28930697,0
0.459844922,0.59,0.379844922,0.120310155,0.5,0,0.500155078,0.22,0
0.49,0.534834682,0.372086706,0.159669365,0.5,0,0.510330635,0.279669365,0
0.478591282,0.535704359,0.365704359,0.144295641,0.5,0,0.508591282,0.241478205,0
0.429788818,0.598310542,0.4,0.121055911,0.5,0,0.490211182,0.289366453,0
0.443448932,0.583102136,0.339306409,0.163448932,0.5,0,0.516551068,0.22,0
0.449295302,0.59,0.369295302,0.141409396,0.5,0,0.510704698,0.22,0
0.459351393,0.590216202,0.380432405,0.12,0.5,0,0.499783798,0.221513416,0
0.470136509,0.590182012,0.430091006,0.13,0.5,0,0.559499467,0.300091006,0
0.440788761,0.588422477,0.355267431,0.160788761,0.5,0,0.519211239,0.22,0
0.437875238,0.592124762,0.36849905,0.15150095,0.5,0,0.513625713,0.234873337,0
0.49,0.5376283,0.379070749,0.165256599,0.5,0,0.504743401,0.285256599,0
0.489713838,0.530143081,0.36671436,0.13671436,0.5,0,0.506571279,0.22,0
0.467022692,0.55488654,0.372977308,0.134045384,0.5,0,0.5,0.22,0
0.431647572,0.599450809,0.398901619,0.12,0.5,0,0.490549191,0.286155665,0
0.444539379,0.59,0.364539379,0.150921243,0.5,0,0.515460621,0.22,0
0.46278364,0.59,0.393918199,0.12278364,0.5,0,0.516701839,0.242269118,0
0.445287155,0.606551638,0.410919397,0.122183879,0.5,0,0.481264483,0.296551638,0
0.433660992,0.598779669,0.397559338,0.12,0.5,0,0.491220331,0.281457684,0
0.49,0.46,0.34,0.21,0.5,0,0.55,0.22,0
0.54,0.44,0.35,0.19,0.5,0,0.51,0.27,0
0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,0
0.523961313,0.456038687,0.347922625,0.203961313,0.5,0,0.515941969,0.259903282,0
0.494129749,0.46,0.34,0.208623417,0.5,0,0.544493667,0.224129749,0
0.531776243,0.448223757,0.345888121,0.194111879,0.5,0,0.51,0.261776243,0
0.521774088,0.458225912,0.343548176,0.201774088,0.5,0,0.512661132,0.25443522,0
0.48464459,0.461785137,0.341785137,0.214462841,0.5,0,0.547322295,0.22,0
0.550491824,0.466229561,0.334262263,0.205737737,0.5,0,0.504754088,0.243770439,0
0.510116656,0.443527761,0.333411104,0.203294448,0.5,0,0.506705552,0.273061135,0
0.451864721,0.44728824,0.314576481,0.190932361,0.5,0,0.524576481,0.22,0
0.527898824,0.452101176,0.355797648,0.207898824,0.5,0,0.521848236,0.26974706,0
0.544682517,0.451706294,0.342976224,0.197023776,0.5,0,0.507658741,0.258293706,0
0.491253973,0.46,0.34,0.209582009,0.5,0,0.548328036,0.221253973,0
0.502937564,0.492343911,0.327062436,0.248812693,0.5,0,0.543531218,0.22,0
0.493365239,0.468413097,0.336634761,0.220095717,0.5,0,0.548317381,0.22,0
0.482718713,0.457572904,0.335145809,0.206359357,0.5,0,0.545145809,0.22,0
0.485681064,0.425913616,0.357275744,0.272956808,0.5,0,0.512956808,0.22,0
0.47,0.41,0.46,0.18,0.5,0,0.53,0.22,0
0.454121915,0.381419447,0.466351234,0.173648766,0.5,0,0.536351234,0.22,0
0.87,0.83,0.57,0.36,0.5,0,0.36,0.22,0
0.8,0.81,0.55,0.35,0.5,0,0.42,0.22,0
0.787916991,0.797916991,0.556041504,0.374166018,0.5,0,0.41597233,0.246179853,0
0.840709232,0.821631209,0.561631209,0.355815605,0.5,0,0.385106372,0.22,0
0.810892942,0.81,0.513690192,0.360892942,0.5,0,0.412738038,0.234523923,0
0.835702335,0.795702335,0.549421401,0.329132101,0.5,0,0.353140467,0.22,0
0.788514141,0.779371043,0.527028282,0.392114816,0.5,0,0.404685521,0.22,0
0.799940515,0.809583607,0.549643092,0.349881031,0.5,0,0.420356908,0.22,0
0.55,0.42,0.34,0.3,0.5,0,0.52,0.22,0
