1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,0,1,12,16,3,0,0,0,0,7,11,8,12,0,0,0,2,14,1,0,14,1,0,0,4,14,0,0,11,7,0,0,3,13,0,0,5,8,0,0,0,13,4,0,9,7,0,0,0,10,13,8,14,1,0,0,0,1,9,14,6,0,0,0
0,0,1,9,13,1,0,0,0,0,11,11,13,9,0,0,0,2,15,0,4,16,4,0,0,8,9,0,0,13,6,0,0,5,12,0,0,9,8,0,0,0,15,3,0,8,8,0,0,0,6,14,4,11,7,0,0,0,0,11,16,13,2,0,0
0,0,2,12,15,5,0,0,0,0,11,9,9,15,3,0,0,0,15,1,0,15,4,0,0,4,10,0,0,13,3,0,0,3,14,0,0,12,8,0,0,0,15,3,0,13,5,0,0,0,10,13,5,16,2,0,0,0,1,13,16,8,0,0,0
0,0,12,16,10,0,0,0,0,3,16,6,14,9,0,0,0,7,14,0,3,15,3,0,0,9,12,0,0,8,10,0,0,8,12,0,0,4,12,0,0,7,13,0,0,5,12,0,0,2,16,6,2,13,9,0,0,0,9,16,16,13,0,0,0
0,0,15,16,13,2,0,0,0,3,15,2,10,15,2,0,0,8,12,0,0,10,8,0,0,8,12,0,0,4,12,0,0,9,12,0,0,4,12,0,0,8,12,0,0,9,8,0,0,6,15,4,11,14,2,0,0,0,12,16,15,3,0,0,0
0,0,8,16,12,1,0,0,0,3,15,5,13,13,0,0,0,10,12,0,1,15,6,0,0,12,9,0,0,7,12,0,0,12,10,0,0,5,12,0,0,8,14,0,0,7,12,0,0,3,16,9,5,15,5,0,0,0,9,16,16,11,0,0,0
0,0,8,16,14,4,0,0,0,1,15,7,9,15,2,0,0,8,11,0,0,12,9,0,0,9,5,0,0,6,12,0,0,9,8,0,0,4,12,0,0,8,12,0,0,9,12,0,0,3,16,6,7,15,5,0,0,0,8,16,16,12,0,0,0
0,0,5,14,11,3,0,0,0,2,16,14,16,14,0,0,0,4,13,4,2,13,4,0,0,8,9,0,0,8,8,0,0,8,10,0,0,7,8,0,0,4,13,0,0,9,8,0,0,0,14,9,4,14,6,0,0,0,4,16,16,8,0,0,0
0,0,4,13,16,7,0,0,0,1,15,13,16,15,1,0,0,5,13,0,7,14,4,0,0,6,9,0,0,8,7,0,0,5,11,0,0,8,8,0,0,4,13,0,0,8,8,0,0,0,14,12,6,16,4,0,0,0,3,16,15,5,0,0,0
0,0,7,14,9,3,0,0,0,0,15,7,15,15,1,0,0,4,12,0,3,13,6,0,0,4,12,0,0,8,8,0,0,5,8,0,0,5,8,0,0,4,12,0,0,8,7,0,0,2,15,6,6,15,2,0,0,0,6,15,16,8,0,0,0
0,0,6,14,9,1,0,0,0,0,14,9,13,12,0,0,0,2,13,0,2,15,2,0,0,5,8,0,0,8,4,0,0,8,8,0,0,5,8,0,0,6,11,0,0,6,5,0,0,0,15,7,4,13,3,0,0,0,5,12,16,11,0,0,0
0,0,8,12,7,0,0,0,0,0,14,8,15,14,0,0,0,3,14,0,6,15,2,0,0,5,11,0,0,9,8,0,0,8,8,0,0,5,8,0,0,5,11,0,0,8,8,0,0,1,15,2,2,14,5,0,0,0,6,15,16,12,1,0,0
0,0,9,13,6,0,0,0,0,0,15,16,15,5,0,0,0,4,13,1,3,14,0,0,0,5,11,0,0,10,7,0,0,8,8,0,0,8,6,0,0,4,12,0,0,7,7,0,0,2,13,4,7,16,0,0,0,0,8,16,13,8,0,0,0
0,0,10,13,16,5,0,0,0,0,15,15,10,12,0,0,0,3,14,1,0,14,2,0,0,6,12,0,0,9,7,0,0,4,12,0,0,4,8,0,0,0,12,0,0,11,6,0,0,0,16,10,14,16,2,0,0,0,8,13,10,1,0,0,0
0,0,5,16,11,3,0,0,0,0,14,15,10,15,2,0,0,5,13,6,0,11,8,0,0,8,8,0,0,5,8,0,0,8,7,0,0,8,5,0,0,4,10,0,1,13,1,0,0,0,14,9,13,10,0,0,0,0,5,13,9,1,0,0,0
0,0,5,14,15,4,0,0,0,1,16,2,3,13,2,0,0,7,12,4,0,5,4,0,0,0,13,3,0,1,7,0,0,2,12,0,0,1,8,0,0,0,13,0,0,2,12,0,0,0,14,1,0,13,4,0,0,0,6,16,15,9,1,0,0
0,0,8,12,11,1,0,0,0,0,13,12,6,12,0,0,0,1,14,4,0,12,0,0,0,2,16,1,0,5,4,0,0,5,11,0,0,8,4,0,0,4,12,0,0,9,5,0,0,2,15,6,8,14,0,0,0,0,5,15,12,3,0,0,0
0,0,5,13,14,12,1,0,0,0,9,16,7,7,7,0,0,0,16,4,0,1,8,0,0,4,12,0,0,4,8,0,0,4,8,0,0,6,5,0,0,5,8,0,0,11,2,0,0,1,14,5,11,8,0,0,0,0,4,14,11,0,0,0,0
0,0,4,10,14,3,0,0,0,0,16,11,10,12,0,0,0,4,12,0,0,10,3,0,0,5,11,0,0,7,4,0,0,6,8,0,0,10,4,0,0,3,9,0,0,10,3,0,0,0,13,9,11,13,0,0,0,0,2,14,12,3,0,0,0
0,2,6,16,11,0,0,0,0,9,16,8,10,10,0,0,0,7,11,0,0,11,1,0,0,8,13,0,0,7,5,0,0,6,13,0,0,8,7,0,0,2,14,0,0,14,4,0,0,0,12,7,12,12,0,0,0,0,2,13,14,4,0,0,0
0,0,5,16,16,6,0,0,0,1,15,13,10,15,1,0,0,5,16,9,0,12,7,0,0,8,11,0,0,7,12,0,0,12,9,0,0,4,12,0,0,9,13,0,0,6,13,0,0,1,15,10,4,11,11,0,0,0,6,16,16,13,1,0,0
0,0,4,12,9,0,0,0,0,0,8,15,9,9,0,0,0,0,15,6,0,12,2,0,0,3,12,0,0,8,7,0,0,7,11,0,0,5,8,0,0,6,12,0,0,7,8,0,0,3,16,7,5,15,4,0,0,0,5,13,13,8,0,0,0
0,0,3,12,13,1,0,0,0,1,14,11,10,8,0,0,0,4,16,3,0,12,2,0,0,4,13,1,0,9,6,0,0,6,12,0,0,5,8,0,0,3,13,0,0,4,9,0,0,0,15,8,4,13,8,0,0,0,5,15,15,9,0,0,0
0,0,7,16,16,4,0,0,0,5,15,14,8,13,0,0,0,8,12,0,0,12,6,0,0,8,8,0,0,6,12,0,0,12,8,0,0,4,12,0,0,8,10,0,0,7,11,0,0,2,16,7,6,14,7,0,0,0,6,15,15,8,0,0,0
0,0,0,10,15,6,0,0,0,0,7,16,10,12,2,0,0,1,15,5,1,11,4,0,0,3,14,0,0,5,6,0,0,7,10,0,0,3,8,0,0,4,12,0,0,4,11,0,0,0,15,4,0,10,8,0,0,0,2,12,13,13,1,0,0
0,0,0,8,16,5,0,0,0,0,9,13,7,14,0,0,0,0,15,2,0,9,4,0,0,3,13,0,0,4,8,0,0,4,7,0,0,4,8,0,0,3,12,0,0,4,9,0,0,0,11,10,1,7,9,0,0,0,1,9,15,14,3,0,0
0,0,4,14,15,6,0,0,0,2,16,12,15,14,0,0,0,7,9,0,0,12,4,0,0,8,6,0,0,6,7,0,0,5,8,0,0,4,8,0,0,2,14,1,0,7,7,0,0,0,12,16,16,16,2,0,0,0,2,11,15,8,0,0,0
0,0,0,12,15,4,0,0,0,0,7,9,8,15,0,0,0,2,12,0,0,9,4,0,0,5,11,0,0,4,8,0,0,8,4,0,0,8,6,0,0,2,12,0,1,14,5,0,0,0,13,15,16,12,1,0,0,0,2,10,12,1,0,0,0
0,0,3,14,10,1,0,0,0,0,12,9,9,12,0,0,0,2,16,5,0,8,6,0,0,4,8,1,0,3,7,0,0,5,7,0,0,4,8,0,0,2,12,0,0,7,5,0,0,0,12,7,5,13,2,0,0,0,3,14,15,6,0,0,0
0,0,4,14,8,0,0,0,0,0,15,13,15,8,0,0,0,3,14,0,1,14,5,0,0,4,12,0,0,9,8,0,0,4,12,0,0,8,8,0,0,4,13,0,0,14,6,0,0,0,15,10,10,13,1,0,0,0,5,15,12,3,0,0,0
0,0,1,13,14,2,0,0,0,0,7,16,10,12,0,0,0,3,15,10,0,12,3,0,0,7,9,0,0,8,7,0,0,5,9,0,0,8,7,0,0,1,13,0,0,11,2,0,0,0,13,7,5,10,0,0,0,0,3,14,15,3,0,0,0
0,0,3,10,13,5,0,0,0,0,15,12,5,14,1,0,0,4,12,1,0,10,4,0,0,5,8,0,0,8,7,0,0,5,8,0,0,8,8,0,0,4,11,0,0,11,5,0,0,1,14,6,7,12,0,0,0,0,4,15,14,4,0,0,0
0,0,2,14,12,2,0,0,0,0,12,13,7,13,0,0,0,5,16,1,0,12,3,0,0,6,12,2,0,4,8,0,0,7,8,0,0,7,8,0,0,1,14,1,0,9,6,0,0,0,9,11,7,16,1,0,0,0,2,12,16,8,0,0,0
0,0,2,8,15,7,0,0,0,0,11,15,6,14,3,0,0,0,16,6,0,4,9,0,0,8,4,0,0,4,8,0,0,6,7,0,0,5,8,0,0,3,13,0,0,13,1,0,0,0,10,11,8,11,0,0,0,0,1,13,11,2,0,0,0
0,0,4,15,10,0,0,0,0,3,16,9,10,7,0,0,0,7,15,3,1,11,2,0,0,8,6,0,0,6,7,0,0,8,5,0,0,4,8,0,0,4,10,0,0,7,8,0,0,0,13,6,5,15,3,0,0,0,4,15,14,6,0,0,0
0,0,4,14,15,8,1,0,0,0,14,14,12,15,7,0,0,3,15,1,0,9,7,0,0,6,12,0,0,8,8,0,0,8,11,0,0,9,8,0,0,8,12,0,0,14,5,0,0,3,16,9,14,11,0,0,0,0,6,14,11,0,0,0,0
0,0,3,15,12,2,0,0,0,1,16,14,13,11,0,0,0,5,16,12,0,11,5,0,0,4,11,11,0,3,8,0,0,6,8,0,0,4,8,0,0,4,11,0,0,9,7,0,0,0,15,13,9,13,5,0,0,0,3,12,14,12,0,0,0
0,0,5,15,10,0,0,0,0,1,15,12,13,10,0,0,0,5,16,2,1,11,3,0,0,5,14,2,0,4,8,0,0,4,12,0,0,4,8,0,0,3,14,2,0,9,9,0,0,0,12,12,7,14,9,0,0,0,5,16,16,10,0,0,0
0,0,3,14,13,2,0,0,0,0,16,14,14,11,0,0,0,7,15,2,1,16,1,0,0,5,12,0,0,12,8,0,0,8,10,0,0,11,8,0,0,1,15,0,0,8,11,0,0,0,11,10,7,15,6,0,0,0,3,12,16,11,1,0,0
0,0,6,15,8,0,0,0,0,2,15,7,16,5,0,0,0,6,11,1,10,14,2,0,0,7,7,0,0,10,6,0,0,7,5,0,0,8,8,0,0,4,10,0,0,10,7,0,0,0,12,8,4,15,2,0,0,0,2,12,12,8,0,0,0
0,0,2,13,11,5,0,0,0,2,15,10,15,16,0,0,0,4,13,1,0,11,4,0,0,6,6,0,0,6,6,0,0,5,8,0,0,6,7,0,0,0,12,0,0,11,6,0,0,0,10,8,2,16,1,0,0,0,2,11,13,6,0,0,0
0,0,3,13,10,0,0,0,0,0,11,11,11,5,0,0,0,2,16,6,0,10,1,0,0,2,14,1,0,6,5,0,0,3,11,0,0,2,9,0,0,2,14,0,0,4,9,0,0,0,12,9,7,12,9,0,0,0,2,11,15,12,4,0,0
0,0,1,11,13,1,0,0,0,0,11,13,9,11,0,0,0,2,16,2,0,10,2,0,0,5,12,0,0,5,7,0,0,8,8,0,0,4,8,0,0,2,12,0,0,7,7,0,0,0,13,5,8,16,2,0,0,0,2,15,14,5,0,0,0
0,0,3,15,10,1,0,0,0,0,11,14,10,7,0,0,0,2,16,3,0,11,1,0,0,4,15,0,0,7,5,0,0,3,12,0,0,3,9,0,0,2,11,0,0,7,9,0,0,0,11,8,9,16,4,0,0,0,2,10,16,9,0,0,0
0,0,2,15,15,6,0,0,0,0,9,13,4,15,3,0,0,0,14,7,0,8,4,0,0,0,15,4,0,5,8,0,0,4,13,0,0,7,6,0,0,2,12,0,0,12,5,0,0,0,15,9,12,14,0,0,0,0,3,13,13,0,0,0,0
0,0,4,15,7,0,0,0,0,2,15,5,13,5,0,0,0,5,11,0,2,13,2,0,0,5,8,0,0,6,8,0,0,7,8,0,0,5,8,0,0,3,11,0,0,9,7,0,0,0,14,10,6,15,2,0,0,0,6,12,13,6,0,0,0
0,0,5,14,12,2,0,0,0,1,16,11,5,11,0,0,0,4,14,0,0,9,4,0,0,8,10,0,0,5,8,0,0,8,8,0,0,8,8,0,0,4,11,0,0,10,5,0,0,2,16,11,12,14,0,0,0,0,5,14,14,3,0,0,0
0,0,2,13,16,4,0,0,0,0,12,12,10,13,0,0,0,4,16,2,0,15,2,0,0,5,16,1,0,8,8,0,0,8,12,0,0,8,8,0,0,5,15,1,0,9,8,0,0,1,15,11,8,16,3,0,0,0,4,15,14,5,0,0,0
0,0,4,16,13,2,0,0,0,0,11,7,2,13,0,0,0,3,16,4,0,9,1,0,0,5,13,2,0,5,7,0,0,4,8,0,0,4,8,0,0,4,14,0,0,6,8,0,0,0,13,10,1,14,3,0,0,0,4,12,16,10,0,0,0
0,0,2,14,9,1,0,0,0,1,14,10,11,10,0,0,0,4,14,1,0,12,3,0,0,7,8,0,0,3,6,0,0,7,7,0,0,1,9,0,0,3,12,0,0,5,8,0,0,0,11,5,3,12,6,0,0,0,2,14,16,9,0,0,0
0,0,2,12,14,4,0,0,0,0,9,15,13,13,0,0,0,2,15,3,1,14,4,0,0,4,13,0,0,12,6,0,0,5,9,0,0,12,8,0,0,5,9,0,0,13,5,0,0,1,13,9,13,14,1,0,0,0,4,9,16,6,0,0,0
0,0,1,11,15,2,0,0,0,0,11,14,10,13,0,0,0,2,15,4,0,15,3,0,0,3,13,0,0,9,7,0,0,6,9,0,0,10,8,0,0,2,12,0,0,11,8,0,0,0,13,5,6,16,3,0,0,0,2,14,16,11,1,0,0
0,0,3,14,13,1,0,0,0,0,12,15,11,9,0,0,0,1,16,4,0,15,0,0,0,5,13,0,0,13,6,0,0,7,9,0,0,13,8,0,0,4,12,0,0,13,9,0,0,3,13,4,10,16,5,0,0,0,3,8,13,15,2,0,0
0,0,3,11,12,4,0,0,0,2,15,10,16,12,0,0,0,5,11,0,11,14,4,0,0,8,8,0,0,5,8,0,0,6,8,0,0,4,8,0,0,4,10,0,0,10,5,0,0,1,14,5,7,14,0,0,0,0,7,15,10,1,0,0,0
0,0,5,15,12,1,0,0,0,0,14,14,14,13,0,0,0,3,13,0,1,14,3,0,0,4,11,0,0,10,8,0,0,5,15,0,0,5,8,0,0,2,15,2,0,7,8,0,0,0,12,14,13,16,4,0,0,0,4,14,16,8,0,0,0
0,0,3,12,7,0,0,0,0,0,14,11,11,6,0,0,0,4,12,0,2,16,0,0,0,5,9,0,0,10,7,0,0,6,8,0,0,8,8,0,0,3,12,0,0,3,10,0,0,1,13,5,3,13,5,0,0,0,3,13,16,9,1,0,0
0,0,3,14,16,6,0,0,0,1,13,5,4,13,0,0,0,5,12,0,0,9,4,0,0,5,9,0,0,5,8,0,0,8,7,0,0,3,8,0,0,6,9,0,0,2,9,0,0,0,15,3,1,9,8,0,0,0,5,15,14,9,0,0,0
0,0,4,14,5,0,0,0,0,0,13,7,11,4,2,0,0,2,13,0,6,14,4,0,0,3,9,0,3,14,7,0,0,5,8,0,4,11,8,0,0,4,8,0,0,1,12,0,0,1,14,2,0,10,7,0,0,0,3,15,16,13,2,0,0
0,0,4,14,10,0,0,0,0,3,16,9,8,7,0,0,0,8,16,0,2,11,0,0,0,6,14,0,0,6,6,0,0,5,14,0,0,3,9,0,0,0,15,1,0,5,13,0,0,0,12,9,2,13,10,0,0,0,2,14,15,10,1,0,0
0,0,7,11,4,0,0,0,0,0,15,16,15,5,0,0,0,3,16,5,3,10,2,0,0,4,16,2,0,7,7,0,0,8,10,0,0,6,8,0,0,5,9,0,0,10,6,0,0,0,15,4,10,14,2,0,0,0,7,16,10,2,0,0,0
0,0,2,12,6,0,0,0,0,1,12,10,11,3,0,0,0,1,16,7,3,13,1,0,0,2,16,1,0,9,5,0,0,2,16,2,0,2,10,0,0,0,14,8,0,7,13,0,0,0,10,7,7,16,5,0,0,0,2,13,12,6,0,0,0
0,0,4,12,12,6,0,0,0,3,16,9,8,15,0,0,0,9,16,3,0,8,6,0,0,6,14,0,0,6,8,0,0,4,11,0,0,9,5,0,0,4,10,0,0,15,2,0,0,0,15,5,9,14,0,0,0,0,7,14,13,2,0,0,0
0,0,2,11,11,2,0,0,0,0,13,13,11,12,0,0,0,7,13,1,0,12,1,0,0,7,9,0,0,7,5,0,0,6,10,0,0,7,8,0,0,2,13,0,0,10,7,0,0,0,10,10,6,16,3,0,0,0,2,11,15,9,0,0,0
0,0,6,11,7,2,0,0,0,0,15,16,15,12,0,0,0,3,16,7,0,10,3,0,0,4,8,0,0,2,8,0,0,8,5,0,0,5,8,0,0,5,7,0,0,12,5,0,0,0,14,5,13,13,1,0,0,0,7,16,11,0,0,0,0
0,0,2,13,13,2,0,0,0,0,9,16,6,13,0,0,0,1,14,1,0,9,4,0,0,4,9,0,0,6,7,0,0,8,8,0,0,4,8,0,0,4,9,0,0,4,8,0,0,0,15,8,4,12,7,0,0,0,2,10,16,15,2,0,0
0,0,0,10,15,3,0,0,0,2,11,15,12,12,0,0,0,5,16,4,0,10,4,0,0,7,14,0,0,6,6,0,0,7,11,0,0,9,5,0,0,0,16,1,0,11,5,0,0,0,9,13,8,15,2,0,0,0,1,11,16,8,0,0,0
0,0,3,14,13,1,0,0,0,0,13,16,15,9,0,0,0,6,16,3,0,13,0,0,0,6,13,0,0,7,6,0,0,8,8,0,0,4,8,0,0,0,14,0,0,2,12,0,0,0,12,11,8,15,8,0,0,0,2,14,16,13,3,0,0
0,0,1,13,13,2,0,0,0,0,5,15,13,13,0,0,0,1,13,5,0,14,1,0,0,3,16,7,0,8,8,0,0,4,9,0,0,8,8,0,0,2,13,1,0,7,11,0,0,0,14,14,9,16,7,0,0,0,3,12,16,9,0,0,0
0,0,2,14,15,3,0,0,0,0,11,14,14,13,0,0,0,0,16,4,1,13,4,0,0,3,16,4,0,7,8,0,0,5,13,0,0,4,8,0,0,3,13,1,0,8,9,0,0,0,12,11,10,15,6,0,0,0,4,15,15,8,0,0,0
0,0,2,13,13,3,0,0,0,0,11,12,12,12,0,0,0,2,15,0,1,15,4,0,0,7,9,0,0,13,5,0,0,6,11,0,0,11,8,0,0,5,12,0,0,16,4,0,0,0,15,9,8,15,1,0,0,0,5,15,13,2,0,0,0
0,0,7,10,13,10,0,0,0,0,14,11,4,11,3,0,0,2,15,1,0,5,8,0,0,7,9,0,0,3,8,0,0,5,12,0,0,4,8,0,0,5,11,0,0,8,4,0,0,0,12,2,2,12,0,0,0,0,6,15,14,2,0,0,0
0,0,4,16,16,6,0,0,0,3,11,11,5,15,2,0,0,8,16,8,0,13,7,0,0,11,16,3,0,10,11,0,0,9,16,0,0,4,12,0,0,6,16,2,0,7,11,0,0,1,16,10,5,15,5,0,0,0,4,15,16,10,0,0,0
0,0,10,16,15,3,0,0,0,6,16,6,9,14,1,0,0,8,16,3,0,13,6,0,0,11,14,0,0,7,10,0,0,8,12,0,0,4,12,0,0,8,13,0,0,9,9,0,0,4,16,8,9,16,3,0,0,0,10,16,15,6,0,0,0
0,0,7,12,12,6,0,0,0,0,16,11,15,15,2,0,0,4,12,0,1,10,6,0,0,8,10,0,0,10,6,0,0,4,12,0,0,8,8,0,0,3,13,0,0,9,7,0,0,2,15,4,5,15,2,0,0,0,9,16,16,9,0,0,0
0,0,6,15,10,0,0,0,0,0,16,9,16,7,0,0,0,4,10,0,6,15,0,0,0,8,8,0,0,11,3,0,0,8,8,0,0,8,5,0,0,7,10,0,0,5,6,0,0,1,15,4,1,12,4,0,0,0,8,16,16,11,0,0,0
0,0,7,14,10,2,0,0,0,1,16,12,15,8,0,0,0,7,13,0,5,13,2,0,0,8,12,0,0,10,6,0,0,8,12,0,0,8,8,0,0,6,13,0,0,10,8,0,0,0,14,10,6,14,6,0,0,0,5,16,16,9,0,0,0
0,0,1,13,14,11,0,0,0,0,10,12,12,16,4,0,0,0,15,0,2,9,6,0,0,5,13,0,0,6,9,0,0,5,12,0,0,5,7,0,0,1,13,2,0,9,4,0,0,0,12,11,7,11,0,0,0,0,2,15,12,3,0,0,0
0,0,5,15,7,0,0,0,0,1,16,16,10,7,0,0,0,8,13,0,3,16,3,0,0,9,10,0,0,9,7,0,0,8,12,0,0,8,8,0,0,4,14,0,0,5,12,0,0,2,15,5,6,14,6,0,0,0,6,13,15,10,2,0,0
0,0,3,12,15,3,0,0,0,0,15,16,6,11,0,0,0,7,16,5,0,12,1,0,0,5,14,0,0,9,7,0,0,8,10,0,0,13,8,0,0,4,12,0,2,15,6,0,0,1,14,8,13,12,0,0,0,0,3,15,10,3,0,0,0
0,0,2,12,11,1,0,0,0,1,16,13,9,8,0,0,0,4,14,1,0,11,1,0,0,6,9,0,0,7,5,0,0,4,9,0,0,6,7,0,0,2,12,0,0,10,6,0,0,0,10,9,13,16,2,0,0,0,2,12,14,3,0,0,0
0,0,1,14,11,0,0,0,0,0,11,10,8,8,0,0,0,3,16,1,0,10,2,0,0,6,11,0,0,6,6,0,0,7,9,0,0,3,9,0,0,3,13,0,0,5,10,0,0,0,12,5,4,12,4,0,0,0,1,13,16,7,0,0,0
0,0,9,16,16,5,0,0,0,2,16,7,9,15,1,0,0,6,15,0,0,13,7,0,0,3,16,0,0,8,12,0,0,8,16,4,0,8,12,0,0,11,13,1,0,10,11,0,0,5,16,6,5,15,7,0,0,0,10,16,16,9,0,0,0
0,0,6,14,9,0,0,0,0,2,16,8,13,8,0,0,0,6,12,0,2,12,2,0,0,4,9,0,0,7,7,0,0,6,12,0,0,4,8,0,0,6,15,0,0,3,9,0,0,0,15,6,4,8,11,0,0,0,6,14,16,12,1,0,0
0,0,5,15,14,1,0,0,0,0,15,5,8,9,0,0,0,4,14,0,0,11,2,0,0,8,16,0,0,6,7,0,0,8,12,2,0,4,8,0,0,4,10,0,0,4,9,0,0,0,14,2,1,10,5,0,0,0,6,14,13,8,0,0,0
0,0,5,15,15,6,0,0,0,0,13,11,16,16,4,0,0,3,14,0,8,11,7,0,0,8,7,0,0,7,8,0,0,7,7,0,0,5,8,0,0,9,9,0,1,11,4,0,0,7,13,8,14,12,0,0,0,0,6,15,10,1,0,0,0
0,0,5,13,9,7,0,0,0,0,14,16,16,16,6,0,0,2,14,7,6,10,10,0,0,5,11,0,0,8,8,0,0,4,12,0,0,8,8,0,0,4,15,1,0,9,7,0,0,0,14,9,6,16,2,0,0,0,5,15,16,7,0,0,0
0,0,4,14,11,3,0,0,0,1,14,15,16,14,0,0,0,3,16,2,3,11,4,0,0,6,11,0,0,6,6,0,0,7,13,0,0,8,7,0,0,2,15,0,0,14,3,0,0,0,12,6,11,13,0,0,0,0,4,12,13,2,0,0,0
0,0,6,15,13,1,0,0,0,1,16,10,5,12,0,0,0,8,16,5,0,9,1,0,0,7,15,0,0,7,5,0,0,5,14,0,0,5,9,0,0,2,14,0,1,12,6,0,0,0,10,11,15,16,3,0,0,0,2,11,11,4,0,0,0
0,0,3,12,10,0,0,0,0,0,10,11,5,10,0,0,0,1,16,7,0,10,2,0,0,2,16,2,0,6,6,0,0,3,15,10,0,7,7,0,0,0,12,7,0,10,5,0,0,0,13,2,6,15,1,0,0,0,3,15,14,7,0,0,0
0,0,2,13,12,1,0,0,0,0,15,12,9,10,0,0,0,2,16,2,0,9,1,0,0,4,16,1,0,4,5,0,0,2,16,4,0,2,9,0,0,0,14,0,0,6,8,0,0,0,12,7,5,15,4,0,0,0,2,13,15,6,0,0,0
0,0,3,15,14,3,0,0,0,0,13,8,2,11,0,0,0,3,16,7,0,10,1,0,0,4,14,0,0,7,5,0,0,2,12,0,0,5,7,0,0,2,13,0,0,10,5,0,0,0,13,3,6,14,1,0,0,0,3,15,14,4,0,0,0
0,0,1,12,15,2,0,0,0,0,11,13,8,10,0,0,0,4,16,13,1,10,0,0,0,8,15,3,0,6,3,0,0,8,12,0,0,8,5,0,0,2,16,8,0,8,8,0,0,0,10,11,7,15,4,0,0,0,0,13,15,6,0,0,0
0,0,5,15,8,0,0,0,0,0,13,8,12,5,0,0,0,1,16,1,6,15,2,0,0,1,16,1,2,16,6,0,0,3,14,0,0,11,9,0,0,3,16,1,0,7,10,0,0,0,15,4,2,15,6,0,0,0,5,14,15,10,1,0,0
0,0,4,14,15,2,0,0,0,4,16,7,8,9,0,0,0,6,14,0,0,12,2,0,0,3,16,0,0,7,7,0,0,0,14,0,0,4,8,0,0,0,11,4,0,5,9,0,0,0,6,15,8,14,7,0,0,0,1,13,15,10,0,0,0
0,0,3,12,15,2,0,0,0,5,16,12,9,13,0,0,0,7,15,2,0,12,4,0,0,6,12,0,0,7,6,0,0,6,13,0,0,7,7,0,0,0,16,0,0,10,7,0,0,0,10,10,8,16,1,0,0,0,2,10,16,6,0,0,0
