0.56,0.68,0.48,0.5,0.77,0.36,0.45,1.0
0.65,0.51,0.48,0.5,0.66,0.54,0.33,1.0
0.52,0.81,0.48,0.5,0.72,0.38,0.38,1.0
0.64,0.57,0.48,0.5,0.7,0.33,0.26,1.0
0.6,0.76,1.0,0.5,0.77,0.59,0.52,1.0
0.69,0.59,0.48,0.5,0.77,0.39,0.21,1.0
0.63,0.49,0.48,0.5,0.79,0.45,0.28,1.0
0.71,0.71,0.48,0.5,0.68,0.43,0.36,1.0
0.68,0.63,0.48,0.5,0.73,0.4,0.3,1.0
0.72,0.42,0.48,0.5,0.65,0.77,0.79,1.0
0.79,0.41,0.48,0.5,0.66,0.81,0.83,1.0
0.83,0.48,0.48,0.5,0.65,0.76,0.79,1.0
0.69,0.43,0.48,0.5,0.59,0.74,0.77,1.0
0.79,0.36,0.48,0.5,0.46,0.82,0.7,1.0
0.78,0.33,0.48,0.5,0.57,0.77,0.79,1.0
0.75,0.37,0.48,0.5,0.64,0.7,0.74,1.0
0.59,0.29,0.48,0.5,0.64,0.75,0.77,1.0
0.67,0.37,0.48,0.5,0.54,0.64,0.68,1.0
0.66,0.48,0.48,0.5,0.54,0.7,0.74,1.0
0.64,0.46,0.48,0.5,0.48,0.73,0.76,1.0
0.76,0.71,0.48,0.5,0.5,0.71,0.75,1.0
0.84,0.49,0.48,0.5,0.55,0.78,0.74,1.0
0.77,0.55,0.48,0.5,0.51,0.78,0.74,1.0
0.81,0.44,0.48,0.5,0.42,0.67,0.68,1.0
0.58,0.6,0.48,0.5,0.59,0.73,0.76,1.0
0.63,0.42,0.48,0.5,0.48,0.77,0.8,1.0
0.62,0.42,0.48,0.5,0.58,0.79,0.81,1.0
0.86,0.39,0.48,0.5,0.59,0.89,0.9,1.0
0.81,0.53,0.48,0.5,0.57,0.87,0.88,1.0
0.87,0.49,0.48,0.5,0.61,0.76,0.79,1.0
0.47,0.46,0.48,0.5,0.62,0.74,0.77,1.0
0.76,0.41,0.48,0.5,0.5,0.59,0.62,1.0
0.7,0.53,0.48,0.5,0.7,0.86,0.87,1.0
0.64,0.45,0.48,0.5,0.67,0.61,0.66,1.0
0.81,0.52,0.48,0.5,0.57,0.78,0.8,1.0
0.73,0.26,0.48,0.5,0.57,0.75,0.78,1.0
0.49,0.61,1.0,0.5,0.56,0.71,0.74,1.0
0.88,0.42,0.48,0.5,0.52,0.73,0.75,1.0
0.84,0.54,0.48,0.5,0.75,0.92,0.7,1.0
0.63,0.51,0.48,0.5,0.64,0.72,0.76,1.0
0.86,0.55,0.48,0.5,0.63,0.81,0.83,1.0
0.79,0.54,0.48,0.5,0.5,0.66,0.68,1.0
0.57,0.38,0.48,0.5,0.06,0.49,0.33,1.0
0.78,0.44,0.48,0.5,0.45,0.73,0.68,1.0
0.85,0.53,0.48,0.5,0.53,0.52,0.35,1.0
0.63,0.49,0.48,0.5,0.54,0.76,0.79,1.0
0.75,0.55,1.0,1.0,0.4,0.47,0.3,1.0
0.7,0.39,1.0,0.5,0.51,0.82,0.84,1.0
0.06,0.61,0.48,0.5,0.49,0.92,0.37,0.0
0.44,0.52,0.48,0.5,0.43,0.47,0.54,0.0
0.63,0.47,0.48,0.5,0.51,0.82,0.84,0.0
0.23,0.48,0.48,0.5,0.59,0.88,0.89,0.0
0.34,0.49,0.48,0.5,0.58,0.85,0.8,0.0
0.43,0.4,0.48,0.5,0.58,0.75,0.78,0.0
0.46,0.61,0.48,0.5,0.48,0.86,0.87,0.0
0.27,0.35,0.48,0.5,0.51,0.77,0.79,0.0
0.52,0.39,0.48,0.5,0.65,0.71,0.73,0.0
0.29,0.47,0.48,0.5,0.71,0.65,0.69,0.0
0.55,0.47,0.48,0.5,0.57,0.78,0.8,0.0
0.12,0.67,0.48,0.5,0.74,0.58,0.63,0.0
0.4,0.5,0.48,0.5,0.65,0.82,0.84,0.0
0.73,0.36,0.48,0.5,0.53,0.91,0.92,0.0
0.84,0.44,0.48,0.5,0.48,0.71,0.74,0.0
0.48,0.45,0.48,0.5,0.6,0.78,0.8,0.0
0.54,0.49,0.48,0.5,0.4,0.87,0.88,0.0
0.48,0.41,0.48,0.5,0.51,0.9,0.88,0.0
0.5,0.66,0.48,0.5,0.31,0.92,0.92,0.0
0.72,0.46,0.48,0.5,0.51,0.66,0.7,0.0
0.47,0.55,0.48,0.5,0.58,0.71,0.75,0.0
0.33,0.56,0.48,0.5,0.33,0.78,0.8,0.0
0.64,0.58,0.48,0.5,0.48,0.78,0.73,0.0
0.54,0.57,0.48,0.5,0.56,0.81,0.83,0.0
0.47,0.59,0.48,0.5,0.52,0.76,0.79,0.0
0.63,0.5,0.48,0.5,0.59,0.85,0.86,0.0
0.49,0.42,0.48,0.5,0.53,0.79,0.81,0.0
0.31,0.5,0.48,0.5,0.57,0.84,0.85,0.0
0.74,0.44,0.48,0.5,0.55,0.88,0.89,0.0
0.33,0.45,0.48,0.5,0.45,0.88,0.89,0.0
0.45,0.4,0.48,0.5,0.61,0.74,0.77,0.0
0.71,0.4,0.48,0.5,0.71,0.7,0.74,0.0
0.5,0.37,0.48,0.5,0.66,0.64,0.69,0.0
0.66,0.53,0.48,0.5,0.59,0.66,0.66,0.0
0.6,0.61,0.48,0.5,0.54,0.67,0.71,0.0
0.83,0.37,0.48,0.5,0.61,0.71,0.74,0.0
0.34,0.51,0.48,0.5,0.67,0.9,0.9,0.0
0.63,0.54,0.48,0.5,0.65,0.79,0.81,0.0
0.7,0.4,0.48,0.5,0.56,0.86,0.83,0.0
0.6,0.5,1.0,0.5,0.54,0.77,0.8,0.0
0.16,0.51,0.48,0.5,0.33,0.39,0.48,0.0
0.74,0.7,0.48,0.5,0.66,0.65,0.69,0.0
0.2,0.46,0.48,0.5,0.57,0.78,0.81,0.0
0.89,0.55,0.48,0.5,0.51,0.72,0.76,0.0
0.7,0.46,0.48,0.5,0.56,0.78,0.73,0.0
0.12,0.43,0.48,0.5,0.63,0.7,0.74,0.0
0.61,0.52,0.48,0.5,0.54,0.67,0.52,0.0
0.33,0.37,0.48,0.5,0.46,0.65,0.69,0.0
0.63,0.65,0.48,0.5,0.66,0.67,0.71,0.0
0.41,0.51,0.48,0.5,0.53,0.75,0.78,0.0
0.34,0.67,0.48,0.5,0.52,0.76,0.79,0.0
0.58,0.34,0.48,0.5,0.56,0.87,0.81,0.0
0.59,0.56,0.48,0.5,0.55,0.8,0.82,0.0
0.51,0.4,0.48,0.5,0.57,0.62,0.67,0.0
0.5,0.57,0.48,0.5,0.71,0.61,0.66,0.0
0.6,0.46,0.48,0.5,0.45,0.81,0.83,0.0
0.37,0.47,0.48,0.5,0.39,0.76,0.79,0.0
0.58,0.55,0.48,0.5,0.57,0.7,0.74,0.0
0.36,0.47,0.48,0.5,0.51,0.69,0.72,0.0
0.39,0.41,0.48,0.5,0.52,0.72,0.75,0.0
0.35,0.51,0.48,0.5,0.61,0.71,0.74,0.0
0.31,0.44,0.48,0.5,0.5,0.79,0.82,0.0
0.61,0.66,0.48,0.5,0.46,0.87,0.88,0.0
0.48,0.49,0.48,0.5,0.52,0.77,0.71,0.0
0.11,0.5,0.48,0.5,0.58,0.72,0.68,0.0
0.31,0.36,0.48,0.5,0.58,0.94,0.94,0.0
0.68,0.51,0.48,0.5,0.71,0.75,0.78,0.0
0.69,0.39,0.48,0.5,0.57,0.76,0.79,0.0
0.52,0.54,0.48,0.5,0.62,0.76,0.79,0.0
0.46,0.59,0.48,0.5,0.36,0.76,0.23,0.0
0.36,0.45,0.48,0.5,0.38,0.79,0.17,0.0
0.0,0.51,0.48,0.5,0.35,0.67,0.44,0.0
0.1,0.49,0.48,0.5,0.41,0.67,0.21,0.0
0.3,0.51,0.48,0.5,0.42,0.61,0.34,0.0
0.61,0.47,0.48,0.5,0.0,0.8,0.32,0.0
0.63,0.75,0.48,0.5,0.64,0.73,0.66,0.0
0.71,0.52,0.48,0.5,0.64,1.0,0.99,0.0
0.49,0.29,0.48,0.5,0.56,0.24,0.35,1.0
0.07,0.4,0.48,0.5,0.54,0.35,0.44,1.0
0.56,0.4,0.48,0.5,0.49,0.37,0.46,1.0
0.59,0.49,0.48,0.5,0.52,0.45,0.36,1.0
0.23,0.32,0.48,0.5,0.55,0.25,0.35,1.0
0.67,0.39,0.48,0.5,0.36,0.38,0.46,1.0
0.29,0.28,0.48,0.5,0.44,0.23,0.34,1.0
0.21,0.34,0.48,0.5,0.51,0.28,0.39,1.0
0.2,0.44,0.48,0.5,0.46,0.51,0.57,1.0
0.42,0.4,0.48,0.5,0.56,0.18,0.3,1.0
0.42,0.24,0.48,0.5,0.57,0.27,0.37,1.0
0.25,0.48,0.48,0.5,0.44,0.17,0.29,1.0
0.39,0.32,0.48,0.5,0.46,0.24,0.35,1.0
0.51,0.5,0.48,0.5,0.46,0.32,0.35,1.0
0.22,0.43,0.48,0.5,0.48,0.16,0.28,1.0
0.25,0.4,0.48,0.5,0.46,0.44,0.52,1.0
0.34,0.45,0.48,0.5,0.38,0.24,0.35,1.0
0.44,0.27,0.48,0.5,0.55,0.52,0.58,1.0
0.23,0.4,0.48,0.5,0.39,0.28,0.38,1.0
0.41,0.57,0.48,0.5,0.39,0.21,0.32,1.0
0.4,0.45,0.48,0.5,0.38,0.22,0.0,1.0
0.31,0.23,0.48,0.5,0.73,0.05,0.14,1.0
0.51,0.54,0.48,0.5,0.41,0.34,0.43,1.0
0.3,0.16,0.48,0.5,0.56,0.11,0.23,1.0
0.36,0.39,0.48,0.5,0.48,0.22,0.23,1.0
0.29,0.37,0.48,0.5,0.48,0.44,0.52,1.0
0.25,0.4,0.48,0.5,0.47,0.33,0.42,1.0
0.21,0.51,0.48,0.5,0.5,0.32,0.41,1.0
0.43,0.37,0.48,0.5,0.53,0.35,0.44,1.0
0.43,0.39,0.48,0.5,0.47,0.31,0.41,1.0
0.53,0.38,0.48,0.5,0.44,0.26,0.36,1.0
0.34,0.33,0.48,0.5,0.38,0.35,0.44,1.0
0.56,0.51,0.48,0.5,0.34,0.37,0.46,1.0
0.4,0.29,0.48,0.5,0.42,0.35,0.44,1.0
0.24,0.35,0.48,0.5,0.31,0.19,0.31,1.0
0.36,0.54,0.48,0.5,0.41,0.38,0.46,1.0
0.29,0.52,0.48,0.5,0.42,0.29,0.39,1.0
0.65,0.47,0.48,0.5,0.59,0.3,0.4,1.0
0.32,0.42,0.48,0.5,0.35,0.28,0.38,1.0
0.38,0.46,0.48,0.5,0.48,0.22,0.29,1.0
0.33,0.45,0.48,0.5,0.52,0.32,0.41,1.0
0.3,0.37,0.48,0.5,0.59,0.41,0.49,1.0
0.4,0.5,0.48,0.5,0.45,0.39,0.47,1.0
0.28,0.38,0.48,0.5,0.5,0.33,0.42,1.0
0.61,0.45,0.48,0.5,0.48,0.35,0.41,1.0
0.17,0.38,0.48,0.5,0.45,0.42,0.5,1.0
0.44,0.35,0.48,0.5,0.55,0.55,0.61,1.0
0.43,0.4,0.48,0.5,0.39,0.28,0.39,1.0
0.42,0.35,0.48,0.5,0.58,0.15,0.27,1.0
0.23,0.33,0.48,0.5,0.43,0.33,0.43,1.0
0.37,0.52,0.48,0.5,0.42,0.42,0.36,1.0
0.29,0.3,0.48,0.5,0.45,0.03,0.17,1.0
0.22,0.36,0.48,0.5,0.35,0.39,0.47,1.0
0.23,0.58,0.48,0.5,0.37,0.53,0.59,1.0
0.47,0.47,0.48,0.5,0.22,0.16,0.26,1.0
0.54,0.47,0.48,0.5,0.28,0.33,0.42,1.0
0.51,0.37,0.48,0.5,0.35,0.36,0.45,1.0
0.4,0.35,0.48,0.5,0.45,0.33,0.42,1.0
0.44,0.34,0.48,0.5,0.3,0.33,0.43,1.0
0.42,0.38,0.48,0.5,0.54,0.34,0.43,1.0
0.44,0.56,0.48,0.5,0.5,0.46,0.54,1.0
0.52,0.36,0.48,0.5,0.41,0.28,0.38,1.0
0.36,0.41,0.48,0.5,0.48,0.47,0.54,1.0
0.18,0.3,0.48,0.5,0.46,0.24,0.35,1.0
0.47,0.29,0.48,0.5,0.51,0.33,0.43,1.0
0.24,0.43,0.48,0.5,0.54,0.52,0.59,1.0
0.25,0.37,0.48,0.5,0.41,0.33,0.42,1.0
0.52,0.57,0.48,0.5,0.42,0.47,0.54,1.0
0.25,0.37,0.48,0.5,0.43,0.26,0.36,1.0
0.35,0.48,0.48,0.5,0.56,0.4,0.48,1.0
0.26,0.26,0.48,0.5,0.34,0.25,0.35,1.0
0.44,0.51,0.48,0.5,0.47,0.26,0.36,1.0
0.37,0.5,0.48,0.5,0.42,0.36,0.45,1.0
0.44,0.42,0.48,0.5,0.42,0.25,0.2,1.0
0.24,0.43,0.48,0.5,0.37,0.28,0.38,1.0
0.42,0.3,0.48,0.5,0.48,0.26,0.36,1.0
0.48,0.42,0.48,0.5,0.45,0.25,0.35,1.0
0.41,0.48,0.48,0.5,0.51,0.44,0.51,1.0
0.44,0.28,0.48,0.5,0.43,0.27,0.37,1.0
0.29,0.41,0.48,0.5,0.48,0.38,0.46,1.0
0.34,0.28,0.48,0.5,0.41,0.35,0.44,1.0
0.41,0.43,0.48,0.5,0.45,0.31,0.41,1.0
0.29,0.47,0.48,0.5,0.41,0.23,0.34,1.0
0.34,0.55,0.48,0.5,0.58,0.31,0.41,1.0
0.36,0.56,0.48,0.5,0.43,0.45,0.53,1.0
0.4,0.46,0.48,0.5,0.52,0.49,0.56,1.0
0.5,0.49,0.48,0.5,0.49,0.46,0.53,1.0
0.52,0.44,0.48,0.5,0.37,0.36,0.42,1.0
0.5,0.51,0.48,0.5,0.27,0.23,0.34,1.0
0.53,0.42,0.48,0.5,0.16,0.29,0.39,1.0
0.34,0.46,0.48,0.5,0.52,0.35,0.44,1.0
0.4,0.42,0.48,0.5,0.37,0.27,0.27,1.0
0.41,0.43,0.48,0.5,0.5,0.24,0.25,1.0
0.3,0.45,0.48,0.5,0.36,0.21,0.32,1.0
0.31,0.47,0.48,0.5,0.29,0.28,0.39,1.0
0.64,0.76,0.48,0.5,0.45,0.35,0.38,1.0
0.35,0.37,0.48,0.5,0.3,0.34,0.43,1.0
0.57,0.54,0.48,0.5,0.37,0.28,0.33,1.0
0.65,0.55,0.48,0.5,0.34,0.37,0.28,1.0
0.51,0.46,0.48,0.5,0.58,0.31,0.41,1.0
0.38,0.4,0.48,0.5,0.63,0.25,0.35,1.0
0.24,0.57,0.48,0.5,0.63,0.34,0.43,1.0
0.38,0.26,0.48,0.5,0.54,0.16,0.28,1.0
0.33,0.47,0.48,0.5,0.53,0.18,0.29,1.0
0.24,0.34,0.48,0.5,0.38,0.3,0.4,1.0
0.26,0.5,0.48,0.5,0.44,0.32,0.41,1.0
0.44,0.49,0.48,0.5,0.39,0.38,0.4,1.0
0.43,0.32,0.48,0.5,0.33,0.45,0.52,1.0
0.49,0.43,0.48,0.5,0.49,0.3,0.4,1.0
0.47,0.28,0.48,0.5,0.56,0.2,0.25,1.0
0.32,0.33,0.48,0.5,0.6,0.06,0.2,1.0
0.34,0.35,0.48,0.5,0.51,0.49,0.56,1.0
0.35,0.34,0.48,0.5,0.46,0.3,0.27,1.0
0.38,0.3,0.48,0.5,0.43,0.29,0.39,1.0
0.38,0.44,0.48,0.5,0.43,0.2,0.31,1.0
0.41,0.51,0.48,0.5,0.58,0.2,0.31,1.0
0.34,0.42,0.48,0.5,0.41,0.34,0.43,1.0
0.51,0.49,0.48,0.5,0.53,0.14,0.26,1.0
0.25,0.51,0.48,0.5,0.37,0.42,0.5,1.0
0.29,0.28,0.48,0.5,0.5,0.42,0.5,1.0
0.25,0.26,0.48,0.5,0.39,0.32,0.42,1.0
0.24,0.41,0.48,0.5,0.49,0.23,0.34,1.0
0.17,0.39,0.48,0.5,0.53,0.3,0.39,1.0
0.04,0.31,0.48,0.5,0.41,0.29,0.39,1.0
0.61,0.36,0.48,0.5,0.49,0.35,0.44,1.0
0.34,0.51,0.48,0.5,0.44,0.37,0.46,1.0
0.28,0.33,0.48,0.5,0.45,0.22,0.33,1.0
0.4,0.46,0.48,0.5,0.42,0.35,0.44,1.0
0.23,0.34,0.48,0.5,0.43,0.26,0.37,1.0
0.37,0.44,0.48,0.5,0.42,0.39,0.47,1.0
0.0,0.38,0.48,0.5,0.42,0.48,0.55,1.0
0.39,0.31,0.48,0.5,0.38,0.34,0.43,1.0
0.3,0.44,0.48,0.5,0.49,0.22,0.33,1.0
0.27,0.3,0.48,0.5,0.71,0.28,0.39,1.0
0.17,0.52,0.48,0.5,0.49,0.37,0.46,1.0
0.36,0.42,0.48,0.5,0.53,0.32,0.41,1.0
0.3,0.37,0.48,0.5,0.43,0.18,0.3,1.0
0.26,0.4,0.48,0.5,0.36,0.26,0.37,1.0
0.4,0.41,0.48,0.5,0.55,0.22,0.33,1.0
0.22,0.34,0.48,0.5,0.42,0.29,0.39,1.0
0.44,0.35,0.48,0.5,0.44,0.52,0.59,1.0
0.27,0.42,0.48,0.5,0.37,0.38,0.43,1.0
0.16,0.43,0.48,0.5,0.54,0.27,0.37,1.0
0.22131371468427546,0.51,0.48,0.5,0.36941595943989136,0.48635012307529,0.41868628531572455,0.0
0.11524582425434837,0.4632792302195614,0.48,0.5,0.6062291212717418,0.7095083514913032,0.7114749455260903,0.0
0.003322984072603603,0.51,0.48,0.5,0.3495846269909245,0.6641847778729437,0.4408307460181509,0.0
0.5796666152552175,0.34144466722739086,0.48,0.5,0.5601111282482609,0.8689998457656525,0.8098888717517392,0.0
0.5152181780457196,0.4600623365844913,0.48,0.5,0.584906495123263,0.78,0.8,0.0
0.36667421274747575,0.4944457021245793,0.48,0.5,0.611119914872055,0.8366628936262621,0.8177828084983172,0.0
0.47,0.5861911595876667,0.48,0.5,0.5257132606185,0.7552389494845834,0.7861911595876667,0.0
0.12110692747909779,0.4970356424930326,0.48,0.5,0.3818574300278696,0.5715010050975436,0.30498117365594,0.0
0.27588068924566644,0.41117896613150035,0.48,0.5,0.5842649138442917,0.9144105169342498,0.9186754307785415,0.0
0.8363809050470848,0.5564342913943499,0.48,0.5,0.5035657086056502,0.7328685827886996,0.7535657086056502,0.0
0.5295838711387881,0.6331946237129294,0.48,0.5,0.47072215051482824,0.8646389247425859,0.8746389247425859,0.0
0.6405898931483774,0.4766186832177359,0.48,0.5,0.5272085763661133,0.8438272595838492,0.8598560496532077,0.0
0.381769715995682,0.4969616193326137,0.48,0.5,0.6287313353282956,0.829115142002159,0.8278464773304547,0.0
0.6851683269944878,0.4211881042935888,0.48,0.5,0.5663564312880767,0.8578811895706411,0.8363564312880766,0.0
0.5946887115101475,0.5834435575507375,0.48,0.5,0.5289007982043363,0.8164104902855163,0.8340661345304424,0.0
0.5106178319998513,0.66,0.48,0.5,0.32447886181797914,0.9151737127273404,0.9161389701818723,0.0
0.3338135426797509,0.37953385669937717,0.48,0.5,0.45332630031043597,0.6604872423693149,0.6995338566993772,0.0
0.5841778037873441,0.46791109810632797,0.48,0.5,0.43681483648945335,0.825822196212656,0.8431851635105466,0.0
0.5659003430291875,0.54,0.48,0.5,0.6325182753715966,0.7725182753715966,0.7983455169143978,0.0
0.29557267431719636,0.49106875628424224,0.48,0.5,0.6147328109289394,0.7076335945355302,0.74,0.0
0.5718697685478696,0.5636260462904261,0.48,0.5,0.5536260462904261,0.8036260462904261,0.823626046290426,0.0
0.36208938966846865,0.51,0.48,0.5,0.593880813775375,0.7180595931123125,0.7480595931123125,0.0
0.32625366908387293,0.48374633091612707,0.48,0.5,0.4024975539440847,0.6887610072516188,0.26561460426236,0.0
0.49391538388948353,0.55,0.48,0.5,0.577825874191865,0.707825874191865,0.7478258741918651,0.0
0.48,0.4833740543069051,0.48,0.5,0.5332518913861898,0.7716564864232738,0.7249083778094635,0.0
0.6271538027434953,0.5042692958847571,0.48,0.5,0.5871538027434953,0.8464422534293691,0.8571538027434953,0.0
0.06868656384120918,0.5037557669235264,0.48,0.5,0.49361736075889184,0.7012211653823678,0.5898615938353655,0.0
0.4008339160313993,0.46416958015699633,0.48,0.5,0.5254169580156997,0.7362508740470989,0.7662508740470989,0.0
0.5337157866354251,0.4564298221961875,0.48,0.5,0.55914385775695,0.7827140355607626,0.8027140355607626,0.0
0.6143169650550049,0.5909107132599936,0.48,0.5,0.5519308042125041,0.6676138391574993,0.6980691957874959,0.0
0.5175864405663241,0.392413559433676,0.48,0.5,0.6306915245305922,0.6882779650969162,0.7155186433979441,0.0
0.63,0.49619112412570265,0.48,0.5,0.5798429976685404,0.8461911241257026,0.8574607494171351,0.0
0.17456180193035034,0.4892396996782749,0.48,0.5,0.6266279680608086,0.6948926325826416,0.6835867667739084,0.0
0.6813462736325914,0.5050960140953101,0.48,0.5,0.5615383018232115,0.66,0.6742308490883943,0.0
0.017829330133901068,0.5397155502231684,0.48,0.5,0.3916017703124358,0.7442888755579211,0.4191991148437821,0.0
0.5846371284972454,0.517923350086547,0.8668551136427936,0.5,0.5451209571675849,0.7802419143351698,0.8076814357513773,0.0
0.5631921030744665,0.47840394846276674,0.48,0.5,0.4193267525620555,0.8468078969255335,0.8606732474379445,0.0
0.35679668314252355,0.49970746292932194,0.48,0.5,0.37019502471378535,0.7666016584287382,0.7933008292143692,0.0
0.05183422725159991,0.5963903787526665,0.48,0.5,0.4709465302537331,0.8859759468816664,0.37952673487313343,0.0
0.73160777236551,0.3945980569086225,0.48,0.5,0.6919935230287416,0.7018006476971258,0.74,0.0
0.5900538116058307,0.5602690580291536,0.48,0.5,0.5497578477737619,0.8001883406204076,0.820161434817492,0.0
0.35321453594308666,0.5366072679715433,0.48,0.5,0.40004454902134245,0.6598886274466438,0.3034150065391279,0.0
0.6673996211429967,0.4288604167427037,0.48,0.5,0.5174799242285993,0.8536596590286969,0.8699196969143973,0.0
0.28658373772272805,0.3551824180383525,0.48,0.5,0.5172553852536935,0.767927032784659,0.7889635163923295,0.0
0.4766074247717133,0.588112164350939,0.48,0.5,0.5237756712981219,0.7647195891226524,0.7937756712981219,0.0
0.5152830270136786,0.39471697298632147,0.48,0.5,0.6122642161094283,0.6675472431231069,0.7016981620820713,0.0
0.732445463268101,0.37956370614480806,0.48,0.5,0.5348909265362021,0.902663610195697,0.912663610195697,0.0
0.4915245594163964,0.4759302586868919,0.48,0.5,0.6057622797081982,0.7742377202918018,0.7971188601459009,0.0
0.48572118821174964,0.5971394058941252,0.48,0.5,0.5057211882117496,0.8439242573676565,0.8571394058941252,0.0
0.6272063418547976,0.4762857308267052,0.48,0.5,0.5127936581452024,0.8186031709273988,0.8386031709273988,0.0
0.4508074251071219,0.4177846866381008,0.48,0.5,0.49832297004284876,0.8961076566809496,0.8819461716595252,0.0
0.31,0.4489698407860182,0.48,0.5,0.5104648142503546,0.7974748673216818,0.824484920393009,0.0
0.3686700303080387,0.4693350151540193,0.48,0.5,0.391994954537942,0.7639899090758839,0.7933249242299033,0.0
0.6031057967408328,0.5820478293325054,0.48,0.5,0.54,0.67,0.6509898619241781,0.0
0.12042785471672046,0.4956744040879779,0.48,0.5,0.407162797956011,0.6751069636791801,0.21113488081759557,0.0
0.11111541700468539,0.5827384442641678,0.48,0.5,0.47125768043161537,0.8978499859646364,0.3359230553302097,0.0
0.11038378615424475,0.4973134969202867,0.48,0.5,0.5819189307712237,0.7192324276915104,0.6823027169254686,0.0
0.21509835969032684,0.4700655731268846,0.48,0.5,0.5800655731268846,0.8303278656344227,0.8502622925075383,0.0
