1,2,3,4,5,6,7,8,9,10,11
178.1436692,470.1784496,83745.00348,2.64809411,0.370536486,0.536070698,20.25913848,31082.77135,44831.99162,1543.850647,0
143.3317019,490.3414906,69733.68899,3.466795912,0.231861158,0.3383859,12.89508619,16438.34941,23900.59574,1256.925685,0
162.1990726,233.7167412,35079.90591,1.856706907,0.279715968,0.411981079,35.41516684,9759.860384,13745.18924,413.8260311,0
128.3594916,364.9745815,46913.38836,2.839787877,0.396393686,0.559450676,13.75213537,18527.33973,26035.75581,1350.248134,0
185.1870506,470.1742602,87007.72909,2.546418591,0.377879563,0.528307488,22.26546097,32921.79459,45963.50005,1478.154677,0
172.8807062,471.1399117,81450.03798,2.726027994,0.341798234,0.448949936,16.019087,27858.1959,36523.43362,1739.910152,0
137.4296362,519.8518192,71020.33932,3.819514601,0.30381015,0.413707501,16.93940647,21779.43784,29616.04377,1275.193983,0
184.5156678,210.7033555,37588.48074,1.309223463,0.275737792,0.369124461,42.74884384,10338.38732,13458.7738,299.3872243,0
52.53906859,432.9684333,22706.80602,8.257469699,0.227578527,0.354735581,10.09146824,5046.610435,7685.660369,562.52918,0
60.30941275,411.6796146,23709.04729,7.383244074,0.188783453,0.279361332,10.27090763,4481.286626,6594.443607,454.4132512,0
83,314.8047521,26128.79442,3.792657025,0.292461777,0.598881198,9.124090921,7652.367779,15643.27271,838.8047521,0
61.8565543,416.5191396,24468.11323,7.416086518,0.183407107,0.227023231,37.39219138,4478.864794,5520.739201,308.0054932,0
83,323.3392246,26837.15564,3.895828807,0.288176998,0.652374572,7.951535197,7737.129781,17513.80035,980.0087069,0
83,314.5536463,26107.95264,3.789643755,0.296339061,0.628369238,9.00467728,7745.978626,16397.40697,860.8713332,0
90.39776378,297.513555,25862.47174,3.492373566,0.328542196,0.66782953,12.78706538,8449.212433,17271.58646,826.0701489,0
163.5177886,450.6054634,73875.47873,2.772029442,0.198142308,0.315078352,11.37590827,15761.56208,24607.98575,1307.9551,0
53.02343265,407.7815023,21570.00357,7.711591405,0.246753647,0.456268544,8.900012419,5200.07922,9360.358777,656.3698785,0
157.0022598,291.7144422,45634.09491,1.874466069,0.219548517,0.257944669,51.45267822,9997.335684,11734.95371,277.4784632,0
140.790193,534.3030545,74650.60373,3.879968646,0.371302251,0.490487942,20.9253336,27722.42927,36706.75525,1322.765676,0
160.7124475,505.5264648,80195.63121,3.281563152,0.374253696,0.507458752,21.52669054,30055.54662,40860.5453,1392.493566,0
83,322.6538059,26780.26589,3.887541471,0.288737795,0.647576641,8.054971113,7736.132809,17350.1722,968.4188994,0
83,314.5600006,26108.48005,3.789720008,0.296319998,0.62787995,9.007600298,7745.67997,16384.95873,860.5599683,0
140.5809289,528.0714804,73755.63385,3.81565328,0.367223817,0.499152337,19.76657387,27046.33237,36879.66594,1380.080711,0
185.5955744,468.8639731,86962.67786,2.548934012,0.251422898,0.32223175,14.61941322,20876.69209,26767.22731,1350.765189,0
52.04939975,458.4312129,23856.05878,8.809326479,0.195260384,0.257781151,11.38909066,4647.285498,6098.153999,414.8940255,0
66.51193723,420.74991,24302.48883,7.796045228,0.187619038,0.251833342,11.07095138,4553.059403,6121.589696,415.1964626,0
130.6139874,477.699371,62575.3706,3.647460993,0.380048591,0.512106264,18.03004113,23584.17378,31509.10796,1314.176201,0
259.854656,465.7166366,120785.4005,1.92506221,0.156723961,0.226948826,7.961184259,15323.52461,23335.3765,2097.437363,0
185.7712844,210.6076807,37829.1518,1.292908209,0.274280468,0.365390654,43.05116823,10367.07677,13474.70957,305.6010094,0
174.3089325,251.9679443,43148.03972,1.485192049,0.228844409,0.266993158,52.13668008,9761.689103,11359.06693,189.5904023,0
240.618149,466.9004216,112084.8763,2.100262397,0.197564545,0.273116442,9.726503711,18123.47219,26060.74563,2020.935254,0
213.293773,467.612181,99612.88258,2.290928142,0.305139504,0.43462831,18.0386479,27438.19905,39413.18056,1664.192104,0
150.2512112,420.1947736,64287.50271,2.788293681,0.375577672,0.555288836,15.44151067,23794.40954,35502.7865,1522.884084,0
185.8371587,469.0271402,87162.34981,2.524510471,0.377470766,0.527697269,22.20247278,32946.47613,45988.69543,1484.731781,0
97.46209797,289.9428563,26104.41288,3.361791397,0.300494798,0.655850538,8.202640772,7852.776732,17134.93794,1045.892658,0
153.1519664,441.1572773,67527.15277,2.882493076,0.114549151,0.215404092,6.410430754,7699.240462,14532.56375,1223.546219,0
139.1662428,536.6487604,74198.60425,3.928747299,0.371061666,0.489104577,20.87631437,27532.24666,36368.16163,1317.08185,0
53.40057113,454.6794739,24042.49541,8.659116044,0.190778989,0.245019297,15.19631966,4588.792575,5878.709155,386.9280028,0
166.707861,471.8938208,78666.36108,2.831638831,0.359672468,0.546362925,17.30298207,28267.27538,42938.22178,1635.337112,0
213.165751,467.6186906,99554.81915,2.29201199,0.305481258,0.435070963,18.05858896,27464.36655,39444.70002,1663.332837,0
53.114366,403.0529678,21356.58299,7.609109513,0.265548156,0.468644469,8.566930089,5515.765476,9550.774585,735.9813502,0
256.6071822,465.9164811,119316.5931,1.954639203,0.163618598,0.234742763,8.259202437,15796.20692,23795.46861,2084.522409,0
163.1567989,224.2491427,33660.99891,1.544866855,0.408534047,0.75589331,8.076542794,13684.52278,24053.47526,1938.172755,0
199.8098368,466.2455564,93102.4911,2.355171172,0.144067811,0.186448138,13.12317507,12365.34139,16063.51366,854.0141235,0
174.9861636,459.9886793,80689.77869,2.64448721,0.289889309,0.424201678,16.94328308,24563.71372,35588.08607,1396.226835,0
147.0072078,245.9902672,34546.91466,1.775302314,0.466339822,0.746210816,10.53389542,15550.91993,24285.41006,1506.971536,0
193.8094431,201.2465316,38643.73185,1.082748835,0.273699684,0.341487709,45.8614433,10573.34048,13090.44681,245.4996328,0
176.6933529,470.5511078,83139.07528,2.665477476,0.347753397,0.454546823,17.28767719,28986.44626,37885.75957,1694.277329,0
171.2596476,253.5842393,41024.19285,1.641420888,0.320004122,0.419666418,34.29857487,13290.33436,17514.8197,648.1718538,0
170.1830811,491.8466607,82831.62423,2.99709338,0.375656753,0.515526328,21.81256337,31164.66305,42835.1724,1425.640784,0
182.3625256,469.5456212,85618.5976,2.580381465,0.374544399,0.532273727,21.34971286,32121.45379,45530.63423,1510.099796,0
52.35383523,442.6005678,23141.5487,8.46622769,0.215353126,0.318059377,10.58233663,4895.552634,7085.133832,506.6813233,0
167.6609771,471.7923779,79099.85493,2.81476339,0.354847557,0.523331077,16.85424367,28036.31916,41300.79073,1664.876545,0
193.1245342,201.9774518,38568.78626,1.099846927,0.273747897,0.340906772,45.64769674,10554.42772,13050.99401,247.8051324,0
162.5997418,279.8168304,45285.44173,1.732983843,0.206058957,0.233447909,54.82346466,9301.233089,10530.87903,170.2860608,0
178.3661249,470.2723125,83875.09494,2.639688908,0.353189906,0.467928999,18.18679212,29710.89591,39368.11432,1655.942972,0
101.2617387,295.41788,28135.50829,3.337990263,0.293995233,0.616695356,14.86608054,8233.669569,16758.25846,782.1139539,0
130.6056128,356.9013285,46835.05089,2.729551963,0.369296015,0.530312972,12.36127333,16675.41971,24055.61458,1342.555038,0
83,314.5397333,26106.79787,3.789521778,0.297460267,0.671,8.696026667,7770.605689,17512.00018,894.1619555,0
176.3099735,219.0530094,36656.77453,1.509183278,0.274633423,0.384088049,40.00428586,10054.89669,13540.23539,337.8912824,0
154.0788223,515.1083678,78349.27221,3.480817596,0.373270937,0.501807886,21.32645334,29278.67541,39477.43445,1369.275878,0
208.0926509,469.450334,97537.44081,2.400424419,0.265649145,0.352933926,12.44364879,22665.03621,30837.8631,2057.926583,0
159.934241,282.0873405,45122.99273,1.763965092,0.199651941,0.227643975,53.86874558,9035.062854,10246.12572,177.3434247,0
83,314.6316374,26114.4259,3.790579649,0.290211286,0.603209065,9.047920448,7587.969106,15749.91137,838.6316374,0
277.9171841,463.2835089,128735.7601,1.711816906,0.059881402,0.106541048,6.158225325,7811.594017,14190.06007,1749.926138,0
157.7558033,290.278,45665.74374,1.85273105,0.214885967,0.249914721,52.44994588,9796.657643,11386.06309,249.4560661,0
279.5129731,466.2039558,130183.0208,1.758182583,0.11198724,0.185204381,5.328669729,11865.95887,21073.2983,2690.429284,0
83,320.0468278,26563.88671,3.856065836,0.284015609,0.64520292,8.155239174,7548.514099,17151.84366,932.2297331,0
199.3102408,466.4403383,92933.85467,2.351526531,0.211110057,0.294023056,16.94030705,18707.97918,26040.16761,941.9352466,0
83,314,26062,3.783,0.292825868,0.65418407,8.756467665,7636.50241,17047.69627,871.8308366,0
133.2540189,540.7299057,71930.62389,4.069057444,0.354712913,0.466996331,19.8006985,25558.17264,33659.63202,1288.118513,0
281.2523548,463.247257,130272.2588,1.687673171,0.060280173,0.108389892,5.870748114,7950.511126,14559.72024,1816.810811,0
151.8407794,301.5535143,45417.31273,2.02334252,0.251485178,0.312946695,44.62178144,11371.90245,14124.71916,469.4210175,0
74.85593239,326.0756865,24156.84984,4.577187007,0.293794857,0.626020748,8.05388371,7039.874642,15095.1552,884.3369364,0
83,314.2811623,26085.33647,3.786373947,0.297156513,0.649350504,8.879334653,7758.785372,16931.20308,874.2230478,0
83,325.598946,27024.71252,3.923150892,0.286328135,0.668192622,7.610522699,7740.416649,18053.25746,1018.218541,0
149.6298245,458.8508777,68360.69827,3.09040811,0.155084045,0.258009859,8.579372668,10738.84838,17801.6138,1237.431496,0
164.2694096,475.8174788,78039.06854,2.909220532,0.359559897,0.543742418,17.300185,28021.7404,42416.49995,1623.235999,0
275.4212132,465.0775934,127881.523,1.805313593,0.153184493,0.230897874,7.023017157,16575.57075,26314.08765,2833.878003,0
185.4659374,468.8878536,86906.68149,2.550701169,0.252401999,0.323470124,14.63305922,20954.31737,26864.8474,1355.295661,0
255.5899432,466.2356238,118901.1423,1.981623716,0.189517695,0.270415661,8.747034862,18774.23615,28110.04799,2623.116477,0
147.7769236,309.3002393,45246.63079,2.140559359,0.276630285,0.356252158,39.24352236,12454.15803,16006.28436,620.5456526,0
113.7639988,310.0187019,34530.05592,3.073000552,0.252039742,0.493208059,26.67561848,8323.518315,15031.84781,681.8016236,0
194.0311063,467.4555565,90673.16685,2.419140061,0.277302282,0.387220084,19.06211303,24383.2518,34009.4272,1155.740193,0
150.5493395,454.2533025,68160.24399,3.035456139,0.143874718,0.246275096,7.949285927,9906.731046,16911.17294,1234.585378,0
159.9293173,278.0511843,41912.55642,1.921559198,0.34069429,0.458255224,28.73850267,14450.79007,19517.98925,833.5623297,0
78.940845,320.8787762,25183.82009,4.189157948,0.299059155,0.600998543,8.791487122,7516.863328,15088.95036,861.9552214,0
83,314.4309306,26097.76724,3.788171167,0.287602098,0.608226736,8.959609455,7513.306176,15873.54676,838.4309306,0
232.1384325,466.653978,108159.7342,2.131387338,0.254833845,0.369470505,15.10335263,23586.3826,34773.56152,1790.674903,0
181.9687796,469.6718701,85460.26302,2.584147981,0.364898534,0.496750237,20.12321903,31271.14563,42560.66685,1573.382134,0
160.8559559,232.2825948,34364.86191,1.621184651,0.40791009,0.743531153,8.403340507,13948.69076,24126.08831,1900.072354,0
151.0728867,512.4871575,76631.6344,3.491434806,0.355922393,0.460294183,18.4711592,27204.78913,35157.82272,1502.709986,0
52.69701364,424.7552909,22336.10899,8.079465631,0.2380029,0.3860087,9.672913861,5175.414621,8197.718212,610.1496116,0
208.1208075,468.900258,97386.57877,2.396238184,0.266558901,0.351110062,12.70875974,22853.58523,30664.86898,1891.695827,0
52.64960284,427.2206523,22447.38213,8.132897598,0.234873787,0.376621362,9.798552472,5136.751117,8044.01241,595.8552565,0
222.3700517,464.1103197,103213.4618,2.115196121,0.052330959,0.075846944,10.83057475,5374.343559,8049.858581,703.468289,0
83,314.4550484,26099.76902,3.788460581,0.296634855,0.635961273,8.959322267,7750.612725,16590.56017,865.702628,0
164.6258333,475.0312501,78103.51832,2.895582086,0.359444583,0.544413333,17.26307501,28036.41666,42499.80873,1626.894583,0
63.84077165,390.7192909,23597.29687,6.753523043,0.187416475,0.292689364,9.740064649,4427.860584,6873.42096,477.5379563,0
243.4774017,463.6820464,112874.6308,1.966432513,0.063446328,0.09861582,9.324987397,7471.318627,12037.39118,1313.182691,0
52.66027332,426.6657872,22422.33851,8.120871965,0.227324623,0.382365621,9.829700294,4989.62839,8145.953991,565.3984673,0
204.4122023,465.3977522,95090.47075,2.292433663,0.109307841,0.142483436,12.63871555,9609.493396,12597.81135,693.173562,0
153.8617321,507.4406753,77279.04495,3.396016452,0.35386396,0.456974128,18.15110598,27279.62314,35199.32339,1533.520088,0
168.4417054,494.3619812,82346.94132,3.049399147,0.375398771,0.514042934,21.75999962,30960.72861,42472.09557,1419.545969,0
152.5931039,501.5740355,75927.71773,3.356010936,0.363337525,0.52176349,18.51589448,27540.95134,39687.33519,1503.382155,0
158.5028254,508.7181411,79580.61973,3.347933653,0.373926345,0.505576481,21.45999269,29796.77533,40399.83909,1384.759889,0
258.2771066,465.8137165,120071.887,1.939430044,0.16007322,0.230734944,8.105954754,15553.14299,23558.87885,2091.16357,0
156.4451937,292.7763495,45610.69814,1.890533944,0.222995364,0.263880905,50.71543604,10145.68935,11992.87532,298.1943593,0
254.2278083,464.449232,118099.168,1.88846379,0.053347696,0.093809296,7.729527171,6321.603449,11631.48381,1549.732312,0
180.4611789,477.0005193,85692.36147,2.688369773,0.377179434,0.524281745,22.12280966,32368.34251,44978.15581,1461.614126,0
198.6379862,466.569618,92645.97456,2.360136561,0.219539096,0.305890936,17.2105017,19430.67875,27054.98767,969.1615586,0
173.5808179,470.8628773,81718.64122,2.721327873,0.366201777,0.540177264,19.07964142,29959.39736,44076.38344,1580.353457,0
111.2406666,311.3295238,33917.18113,3.143129525,0.254825238,0.507790953,25.10689236,8275.738856,15287.52362,709.9515242,0
177.1061915,470.4823014,83320.72425,2.659112881,0.349095122,0.457849532,17.50957792,29165.23976,38251.60335,1684.816445,0
252.1535504,466.1905507,117302.2497,1.99520151,0.173074001,0.245431479,8.667908795,16444.45014,24426.44545,2066.810658,0
161.0468328,283.5102356,45568.91058,1.765846755,0.20303708,0.228999034,55.17979432,9240.165991,10421.0422,167.7258594,0
138.0435131,327.8545531,44837.82755,2.421307419,0.336855763,0.459973813,26.36196189,15046.28691,20512.85343,982.5068561,0
164.2100245,500.474409,81169.12349,3.176506301,0.374771855,0.510438169,21.63226555,30465.15176,41589.79011,1404.735086,0
130.6837467,301.2292225,38639.57702,2.602763403,0.233362098,0.3954251,37.19442798,8643.89484,13317.45985,493.047553,0
143.4582781,291.9790103,39491.09741,2.192754678,0.530002356,0.678089998,17.31971644,19110.673,25225.09512,1206.657314,0
136.2168132,525.915934,71284.73472,3.891995211,0.318595039,0.429185432,17.77047896,22876.98486,30790.51842,1278.947959,0
163.9585896,276.584976,45037.39691,1.704227685,0.208703201,0.237340824,54.51166417,9354.668862,10626.98997,172.5263234,0
51.58523877,454.8822718,23487.14412,8.814191749,0.177794428,0.232031692,10.75372862,4239.003095,5510.381167,385.0685956,0
83,314,26062,3.783,0.288830103,0.641197835,8.761462371,7531.863328,16712.30179,859.3440725,0
279.6112122,464.7192682,129959.6985,1.707809565,0.054157805,0.108121215,5.258695838,7076.354659,14485.22649,2224.012732,0
193.0698072,467.6404217,90261.50898,2.431452085,0.289355494,0.404190711,19.44848133,25416.68533,35460.58218,1194.672808,0
173.0142911,470.9478563,81467.04668,2.730420628,0.365663577,0.540687138,18.93319425,29819.91847,43982.56661,1584.885671,0
145.1404545,528.0193435,75861.42649,3.749299682,0.371946734,0.49419372,21.05664705,28231.89322,37613.78476,1337.991591,0
138.6052897,532.429508,73398.3918,3.891250532,0.367862995,0.495433487,19.97227278,26964.98252,36417.88933,1359.801356,0
83,321.6739276,26698.93599,3.875726626,0.284557976,0.652253686,7.989817357,7601.12366,17424.38288,957.5853724,0
186.7741445,468.6468681,87471.75812,2.53286824,0.242521592,0.310973303,14.49535321,20170.97671,25879.73299,1309.577264,0
190.1125314,214.3810064,40263.24224,1.150753727,0.259597358,0.312268333,48.51039482,10383.15495,12476.85121,215.6449842,0
261.8102686,464.5298965,121642.113,1.834499258,0.053589689,0.098084513,6.991447256,6547.060647,12483.94595,1751.151498,0
177.8295927,470.3617345,83639.02079,2.647960446,0.351446176,0.463636742,17.89840608,29478.53277,38892.6574,1668.2385,0
61.17571505,406.5376913,23681.63302,7.228762812,0.18844811,0.282630925,10.14068283,4468.180311,6662.881489,460.0861341,0
174.6262836,485.4287014,84068.31561,2.86363274,0.376315005,0.519311279,21.94668226,31685.01144,43761.58013,1441.191993,0
50.90909539,444.9091571,22696.73252,8.731364186,0.154636517,0.206000173,9.504553742,3639.094889,4813.277352,360.7274342,0
173.0682905,471.1164637,81534.49779,2.722839062,0.341329274,0.446276861,15.98907352,27851.79459,36351.74713,1742.606676,0
89.11711763,303.7316254,26066.12138,3.601312739,0.312965009,0.597541489,10.00264966,8147.853805,15565.11153,827.7316254,0
136.7126604,330.3914911,44781.93174,2.459694202,0.345090414,0.474155713,24.60066149,15400.70963,21129.03824,1031.997942,0
146.0223269,516.0683965,74739.56664,3.607439785,0.365463365,0.509394968,19.20002832,27270.38993,38151.5127,1435.935061,0
131.4295455,518.4772755,68241.05265,3.939634679,0.374135795,0.494979544,19.5775626,25413.47058,33489.07911,1301.127272,0
166.4556476,270.6460273,44581.5826,1.651384539,0.213562341,0.244494558,53.93869059,9452.86398,10803.60621,176.6430947,0
166.6181589,471.9072762,78626.52437,2.83307855,0.359587251,0.546443657,17.27979407,28245.19072,42923.36711,1636.054729,0
137.875378,328.1750608,44830.76587,2.426157067,0.337896099,0.461765504,26.13944552,15091.06341,20590.7,988.7593821,0
178.831958,463.1352384,82974.87979,2.601717315,0.320655664,0.460794995,18.81024144,27515.41918,39270.14285,1425.827798,0
83,324.3954992,26924.82643,3.908612282,0.287604501,0.671,7.710450083,7745.14496,18059.8165,1006.681949,0
84.09062644,323.8646682,27033.45516,3.891940446,0.28930632,0.670747434,7.710379488,7816.207303,18126.36089,1020.85562,0
132.6586319,322.242699,41997.10521,2.481662206,0.415504867,0.610924244,12.4484054,17189.11734,24947.90431,1393.002848,0
128.7870151,386.3507528,49883.39359,2.992948144,0.393294141,0.550472684,14.56336107,19486.27477,27073.6758,1343.407759,0
201.8496198,460.2151125,93079.13581,2.309428239,0.062666501,0.09494585,10.8817353,5517.261816,8200.796776,565.4602331,0
154.3925998,296.6891066,45524.48919,1.949738448,0.235695788,0.285753858,47.99895635,10692.32075,12943.22627,374.5251934,0
193.2859541,469.8131721,90676.88869,2.531349464,0.298054436,0.38671371,14.07014283,25012.8552,32766.62536,1832.698756,0
152.5680213,216.4385154,31659.5814,1.501551409,0.48604099,0.798641344,9.791924017,14916.03391,24028.65936,1551.140283,0
137.3645575,535.1664172,73174.03823,3.938726784,0.368264408,0.493097991,20.10145489,26913.89355,36127.88643,1347.065605,0
56.50726289,440.6595316,24198.86557,8.202432356,0.188070591,0.23840762,23.35098722,4548.405582,5747.192538,357.9322131,0
173.4781507,470.8782774,81673.04673,2.722975681,0.366104243,0.540269664,19.05310196,29934.1207,44059.38176,1581.174794,0
157.2267594,443.5760798,69828.35655,2.838852007,0.109558321,0.204612202,6.669034741,7501.088308,13989.66752,1169.759648,0
83,314,26062,3.783,0.293708712,0.657053314,8.75536411,7659.621894,17121.80001,874.5897248,0
195.8038213,200.8449656,39224.35111,1.030313728,0.270672301,0.32857311,47.20447453,10606.96108,12879.3946,225.0279215,0
52.61944841,428.7886829,22518.15459,8.166881646,0.22514049,0.374057751,9.93421208,4965.970351,8009.435471,555.1718258,0
154.5253774,288.0618708,44365.39322,1.930695682,0.207683306,0.25216443,52.13451545,9094.200082,10715.0084,213.8496235,0
142.6441311,319.0846251,45031.05351,2.288608344,0.308389439,0.410948478,32.45059225,13821.08484,18382.7673,811.4213747,0
226.2150022,467.9509488,105599.0111,2.242781951,0.243336018,0.328951127,11.30072499,22030.99512,30770.30269,2310.927322,0
83,314.1077925,26070.94678,3.78429351,0.297676622,0.662699975,8.799584566,7766.933751,17270.83442,882.7181658,0
170.736769,471.4079039,80484.73024,2.762474927,0.347158077,0.479501042,16.36211696,27931.35776,38485.67217,1709.091054,0
170.4596546,471.3310518,80332.53262,2.771422543,0.363236672,0.542986311,18.27282072,29190.96697,43559.51881,1605.322763,0
83,314.7918149,26127.72064,3.792501779,0.295624555,0.610030253,9.114234853,7734.7847,15930.83462,849.20107,0
