1,2,3,4,5,6,7,8,9,10,11,12,13,14
12.2,3.03,2.32,19,96,1.25,0.49,0.4,0.73,5.5,0.66,1.83,510,0
12.21365326,3.098266279,2.325119971,19.1706657,95.31733721,1.339599491,0.526693125,0.408533285,0.756453183,5.683465625,0.651466715,1.808666788,510.8533285,0
12.3323475,3.691737508,2.369630313,20.65434377,89.38262492,2.118530479,0.84568391,0.482717188,0.986423284,7.278419552,0.577282812,1.623207029,518.2717188,0
13.88,5.04,2.23,20,80,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415,0
13.59145821,4.351138971,2.242997378,19.87002622,81.55968535,1.086578499,0.384191085,0.420795805,0.669602098,6.199737531,0.577400524,1.407984267,429.2971157,0
13.73371197,4.721924193,2.2635523,20.2684184,84.29469445,1.047104601,0.476893385,0.378526528,0.757841337,5.691834288,0.56657908,1.348789288,423.7235981,0
12.7,3.55,2.36,21.5,106,1.7,1.2,0.17,0.84,5,0.78,1.29,600,0
12.85,3.27,2.58,22,106,1.65,0.6,0.6,0.96,5.58,0.87,2.11,570,0
12.81686975,3.173984273,2.532763983,21.24593532,100.9187064,1.618699302,0.844309447,0.35292657,0.794268357,4.796748255,0.774918706,1.808291949,600,0
12.71722342,3.477415607,2.390756099,21.80756099,105.384878,1.776275125,1.126185363,0.214288782,0.836309268,4.990158048,0.793532683,1.395800979,598.7697561,0
12.84263158,3.093157975,2.54684212,22.36842088,104.5263165,1.557894779,0.690263117,0.539210554,0.936052642,5.602105253,0.831315807,1.971842168,568.1578956,0
12.97566357,3.332831783,2.503423765,21.5091267,102.4657122,1.64410952,0.576438081,0.596073014,0.944292054,5.603561919,0.858219041,2.053058697,571.9634932,0
12.87,4.61,2.48,21.5,86,1.7,0.65,0.47,0.86,7.65,0.54,1.86,625,0
12.88186845,4.573867161,2.477362567,21.5,86.15824601,1.706066097,0.652901177,0.469472513,0.870285991,7.670308238,0.540263743,1.85367016,625.6593584,0
12.92769861,4.331911616,2.495134062,21.59458789,86.28376366,1.785129097,0.692564549,0.474729394,0.995260677,8.037810332,0.542837637,1.852432969,624.5270606,0
12.81241519,4.070942192,2.443209704,20.86016877,85.84004219,1.747987342,0.638802954,0.490794515,0.922383545,7.298092825,0.573591139,1.804014768,628.9989452,0
12.9477224,4.125407305,2.273204717,20.63513757,93.38996069,1.693204717,0.641698821,0.617799214,1.312123977,7.588031445,0.65069489,1.518996069,713.3011792,0
12.95786358,4.431376243,2.462620391,21.54827669,86.38621353,1.666206316,0.652896601,0.464206797,0.876414075,7.836348028,0.555448541,1.842620391,624.0344662,0
14.34,1.68,2.7,25,98,2.8,1.31,0.53,2.7,13,0.57,1.96,660,0
13.58,2.58,2.69,24.5,105,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750,0
14.16,2.51,2.48,20,91,1.68,0.7,0.44,1.24,9.7,0.62,1.71,660,0
14.13,4.1,2.74,24.5,96,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560,0
13.57417814,2.57947074,2.681002584,24.38091656,104.5765922,1.546030552,0.831002584,0.38947074,1.516183311,8.579023258,0.73894148,1.817730202,750.7938896,0
14.16028767,1.636790478,2.655808443,24.26347406,96.72335503,2.721437233,1.238311475,0.536874242,2.557604985,12.25856389,0.587676623,1.915808443,659.0179654,0
14.01367914,4.007306818,2.640036764,23.59124331,94.5459893,1.971846925,0.709109625,0.563635027,1.264576871,8.563870317,0.646350268,1.639985294,563.6350268,0
14.11271449,2.011713984,2.614000078,23.66904883,98,2.595238282,1.211714375,0.546380937,2.530047774,12.49219094,0.567952383,1.867857227,663.0714258,0
14.01848458,2.092378474,2.618456234,23.48561577,99.86385751,2.471495114,1.167880865,0.499712315,2.289951348,11.2013775,0.595628041,1.91107374,663.4947328,0
13.48,1.67,2.64,22.5,89,2.6,1.1,0.52,2.29,11.75,0.57,1.78,620,0
13.61890571,1.506622139,2.522681733,22.04469555,92.87747228,2.484767525,1.022350367,0.557582842,2.128641139,10.02499352,0.640927307,1.782681733,656.0595941,0
12.82,3.37,2.3,19.5,88,1.48,0.66,0.4,0.97,10.26,0.72,1.75,685,0
12.7206468,3.211888125,2.384579902,19.84052003,85.58513001,1.824460998,0.620959101,0.523933099,1.021799297,6.737286016,0.627122698,1.714795503,635.3717498,0
13.17,5.19,2.32,22,93,1.74,0.63,0.61,1.55,7.9,0.6,1.48,725,0
13.71,5.65,2.45,20.5,95,1.68,0.61,0.52,1.06,7.7,0.64,1.74,740,0
13.56931727,5.560387029,2.458672223,20.54817902,94.4218518,1.65109259,0.596509875,0.52096358,1.034946911,7.32902157,0.650599384,1.694711724,738.0728393,0
13.69255661,5.238067557,2.482203188,21.0367198,96.34179949,1.662556607,0.640861388,0.502556607,1.124406375,7.828812751,0.653417995,1.748050797,741.3417995,0
13.45,3.7,2.6,23,111,1.7,0.92,0.43,1.46,10.68,0.85,1.56,695,0
13.44444493,3.697165782,2.597165782,22.94898408,110.9433156,1.69648557,0.917505888,0.429659894,1.454104827,10.6187809,0.848072732,1.562154005,694.7732626,0
13.36,2.56,2.35,20,89,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780,0
13.26749028,3.027174095,2.257490278,20.46254861,95.01313192,1.446254861,0.52312743,0.397752917,0.945282082,4.859922225,0.653745139,2.104586599,803.1274305,0
13.25989035,3.065553756,2.249890345,20.50054827,95.50712755,1.450054827,0.525027414,0.400032896,0.97036186,4.799122763,0.649945173,2.074566864,805.0274137,0
13.26624237,3.033476048,2.256242367,20.46878817,95.09424616,1.446878817,0.523439408,0.39812729,0.94940019,4.849938934,0.653121183,2.099657348,803.4394083,0
12.93722808,3.355178059,2.33233878,19.56737246,90.5601534,1.527160721,0.646525508,0.413474492,0.947093364,9.669817268,0.75233878,1.759432144,684.3262754,0
12.98954663,3.341053015,2.291729433,19.08647164,92.13528357,1.612329074,0.730299821,0.486840955,1.342175521,10.36751737,0.653835463,1.650753194,680.8647164,0
13.69,3.26,2.54,20,107,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680,0
13.65893169,3.268086273,2.531913727,19.936161,106.9574407,1.811273893,0.565958307,0.495744067,0.805958307,5.8544644,0.948083387,1.817020847,679.7872033,0
13.6840452,3.270917133,2.5414887,20.074435,107.0992467,1.826774483,0.5689322,0.498263183,0.8163757,5.999095999,0.957270717,1.813548967,680.372175,0
13.62487509,2.975049028,2.416294654,20.95558019,91.63705346,1.839263366,0.738223208,0.446370535,1.246370535,8.884571567,0.575406258,1.652665188,653.6294654,0
13.60877504,3.408912429,2.56030624,21.01531201,108.3537494,1.786003146,0.681837442,0.476309386,1.023368643,7.504499223,0.922771893,1.732006292,685.0765601,0
13.01472295,3.346833761,2.390897098,20,101.8153035,1.427440629,1.143535623,0.28187335,0.864591028,5.217941959,0.770949867,1.534696566,533.6411608,0
13.02164692,3.029838197,2.470823461,20.77463161,102.4507368,1.355330829,1.065073679,0.297544062,0.768029472,5.167610518,0.773198497,1.561646922,527.7867668,0
13.23,3.3,2.28,18.5,98,1.8,0.83,0.61,1.87,10.52,0.56,1.51,675,0
13.32520246,3.291721525,2.333810086,18.8104428,99.86265683,1.806208856,0.774120295,0.587234194,1.648550799,9.559696923,0.642784748,1.57415818,676.0348093,0
13.08,3.9,2.36,21.5,113,1.41,1.39,0.34,1.14,9.4,0.57,1.33,550,0
13.07777598,3.893908115,2.362127325,21.50483483,112.9323124,1.412320718,1.382360969,0.342514111,1.138259461,9.363061903,0.572900898,1.337542334,550.1933932,0
12.93,2.81,2.7,21,96,1.54,0.5,0.53,0.75,4.6,0.77,2.31,600,0
12.92781786,2.813636906,2.697817856,21.07273812,96.12123021,1.558911912,0.502424604,0.53,0.751454762,4.607758733,0.772909525,2.306120633,599.7575396,0
13.1086923,2.71825259,2.346086418,20.45650518,90.17388407,1.948261159,0.713042733,0.489131056,1.25,7.645205097,0.602174741,1.591303892,650,0
13.03119325,2.804047456,2.652379647,21.11905088,95.2856947,1.517380332,0.521429159,0.515713894,0.783334247,5.192873399,0.761666438,2.234997944,601.7857632,0
13.5,3.12,2.62,24,123,1.4,1.57,0.22,1.25,8.6,0.59,1.3,500,0
13.29427133,2.476438532,2.688576222,24.7912641,119.3074342,1.82200752,1.417022274,0.241100376,1.413527914,7.808735901,0.600550188,1.315825282,460.436795,0
12.79,2.67,2.48,22,112,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480,0
12.82970917,2.724836476,2.476218174,21.90545435,111.13018,1.492101843,1.339956323,0.249076382,1.271345478,10.73230532,0.483403643,1.476429104,480,0
13.01906545,2.118811263,2.673273973,24.50540335,114.8633181,1.99539726,1.302733638,0.254316591,1.474748858,8.151430746,0.573057839,1.369783866,440.6293759,0
12.93845236,2.312786516,2.605256676,23.62369766,113.8556545,1.814017803,1.322886911,0.249278272,1.399174085,9.083519621,0.54030877,1.405052094,454.4847511,0
12.37,1.13,2.16,19,87,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420,1
12.17,1.45,2.53,19,104,1.89,1.75,0.45,1.03,2.95,1.45,2.23,355,1
12.37,1.17,1.92,19.6,78,2.11,2,0.27,1.04,4.68,1.12,3.48,510,1
12,0.92,2,19,86,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278,1
12.08,1.13,2.51,24,78,2,1.58,0.4,1.4,2.2,1.31,2.72,630,1
12.16,1.61,2.31,22.8,90,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495,1
12.08,1.33,2.3,23.6,70,2.2,1.59,0.42,1.38,1.74,1.07,3.21,625,1
12.08,1.83,2.32,18.5,81,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480,1
12,1.51,2.42,22,86,1.45,1.25,0.5,1.63,3.6,1.05,2.65,450,1
12.69,1.53,2.26,20.7,80,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495,1
12.34,2.45,2.46,21,98,2.56,2.11,0.34,1.31,2.8,0.8,3.38,438,1
11.82,1.72,1.88,19.5,86,2.5,1.64,0.37,1.42,2.06,0.94,2.44,415,1
12.42,2.55,2.27,22,90,1.68,1.84,0.66,1.42,2.7,0.86,3.3,315,1
12.25,1.73,2.12,19,80,1.65,2.03,0.37,1.63,3.4,1,3.17,510,1
12.72,1.75,2.28,22.5,84,1.38,1.76,0.48,1.63,3.3,0.88,2.42,488,1
12.22,1.29,1.94,19,92,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312,1
12.52,2.43,2.17,21,88,2.55,2.27,0.26,1.22,2,0.9,2.78,325,1
11.41,0.74,2.5,21,88,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434,1
12.08,1.39,2.5,22.5,84,2.56,2.29,0.43,1.04,2.9,0.93,3.19,385,1
11.82,1.47,1.99,20.8,86,1.98,1.6,0.3,1.53,1.95,0.95,3.33,495,1
12.07,2.16,2.17,21,85,2.6,2.65,0.37,1.35,2.76,0.86,3.28,378,1
12.43,1.53,2.29,21.5,86,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352,1
12.37,1.63,2.3,24.5,88,2.22,2.45,0.4,1.9,2.12,0.89,2.78,342,1
13.86,1.51,2.67,25,86,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410,1
13.49,1.66,2.24,24,87,1.88,1.84,0.27,1.03,3.74,0.98,2.78,472,1
14.23,1.71,2.43,15.6,127,2.8,3.06,0.28,2.29,5.64,1.04,3.92,1065,1
13.16,2.36,2.67,18.6,101,2.8,3.24,0.3,2.81,5.68,1.03,3.17,1185,1
14.37,1.95,2.5,16.8,113,3.85,3.49,0.24,2.18,7.8,0.86,3.45,1480,1
14.2,1.76,2.45,15.2,112,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450,1
14.39,1.87,2.45,14.6,96,2.5,2.52,0.3,1.98,5.25,1.02,3.58,1290,1
14.06,2.15,2.61,17.6,121,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295,1
14.83,1.64,2.17,14,97,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045,1
13.86,1.35,2.27,16,98,2.98,3.15,0.22,1.85,7.22,1.01,3.55,1045,1
14.1,2.16,2.3,18,105,2.95,3.32,0.22,2.38,5.75,1.25,3.17,1510,1
14.12,1.48,2.32,16.8,95,2.2,2.43,0.26,1.57,5,1.17,2.82,1280,1
13.75,1.73,2.41,16,89,2.6,2.76,0.29,1.81,5.6,1.15,2.9,1320,1
14.75,1.73,2.39,11.4,91,3.1,3.69,0.43,2.81,5.4,1.25,2.73,1150,1
14.38,1.87,2.38,12,102,3.3,3.64,0.29,2.96,7.5,1.2,3,1547,1
13.63,1.81,2.7,17.2,112,2.85,2.91,0.3,1.46,7.3,1.28,2.88,1310,1
14.3,1.92,2.72,20,120,2.8,3.14,0.33,1.97,6.2,1.07,2.65,1280,1
13.83,1.57,2.62,20,115,2.95,3.4,0.4,1.72,6.6,1.13,2.57,1130,1
13.64,3.1,2.56,15.2,116,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845,1
14.06,1.63,2.28,16,126,3,3.17,0.24,2.1,5.65,1.09,3.71,780,1
13.71,1.86,2.36,16.6,101,2.61,2.88,0.27,1.69,3.8,1.11,4,1035,1
13.39,1.77,2.62,16.1,93,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195,1
13.3,1.72,2.14,17,94,2.4,2.19,0.27,1.35,3.95,1.02,2.77,1285,1
13.87,1.9,2.8,19.4,107,2.95,2.97,0.37,1.76,4.5,1.25,3.4,915,1
14.02,1.68,2.21,16,96,2.65,2.33,0.26,1.98,4.7,1.04,3.59,1035,1
13.73,1.5,2.7,22.5,101,3,3.25,0.29,2.38,5.7,1.19,2.71,1285,1
13.58,1.66,2.36,19.1,106,2.86,3.19,0.22,1.95,6.9,1.09,2.88,1515,1
13.68,1.83,2.36,17.2,104,2.42,2.69,0.42,1.97,3.84,1.23,2.87,990,1
13.76,1.53,2.7,19.5,132,2.95,2.74,0.5,1.35,5.4,1.25,3,1235,1
13.51,1.8,2.65,19,110,2.35,2.53,0.29,1.54,4.2,1.1,2.87,1095,1
14.22,3.99,2.51,13.2,128,3,3.04,0.2,2.08,5.1,0.89,3.53,760,1
13.88,1.89,2.59,15,101,3.25,3.56,0.17,1.7,5.43,0.88,3.56,1095,1
14.21,4.04,2.44,18.9,111,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080,1
14.38,3.59,2.28,16,102,3.25,3.17,0.27,2.19,4.9,1.04,3.44,1065,1
13.9,1.68,2.12,16,101,3.1,3.39,0.21,2.14,6.1,0.91,3.33,985,1
14.1,2.02,2.4,18.8,103,2.75,2.92,0.32,2.38,6.2,1.07,2.75,1060,1
13.94,1.73,2.27,17.4,108,2.88,3.54,0.32,2.08,8.9,1.12,3.1,1260,1
13.83,1.65,2.6,17.2,94,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265,1
13.82,1.75,2.42,14,111,3.88,3.74,0.32,1.87,7.05,1.01,3.26,1190,1
13.77,1.9,2.68,17.1,115,3,2.79,0.39,1.68,6.3,1.13,2.93,1375,1
13.74,1.67,2.25,16.4,118,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060,1
13.56,1.73,2.46,20.5,116,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120,1
14.22,1.7,2.3,16.3,118,3.2,3,0.26,2.03,6.38,0.94,3.31,970,1
13.29,1.97,2.68,16.8,102,3,3.23,0.31,1.66,6,1.07,2.84,1270,1
13.72,1.43,2.5,16.7,108,3.4,3.67,0.19,2.04,6.8,0.89,2.87,1285,1
11.84,2.89,2.23,18,112,1.72,1.32,0.43,0.95,2.65,0.96,2.52,500,1
11.62,1.99,2.28,18,98,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345,1
11.61,1.35,2.7,20,94,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680,1
11.46,3.74,1.82,19.5,107,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562,1
11.76,2.68,2.92,20,103,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607,1
12,3.43,2,19,87,2,1.64,0.37,1.87,1.28,0.93,3.05,564,1
11.45,2.4,2.42,20,96,2.9,2.79,0.32,1.83,3.25,0.8,3.39,625,1
13.05,3.86,2.32,22.5,85,1.65,1.59,0.61,1.62,4.8,0.84,2.01,515,1
13.05,5.8,2.13,21.5,86,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380,1
12.64,1.36,2.02,16.8,100,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450,1
12.67,0.98,2.24,18,99,2.2,1.94,0.3,1.46,2.62,1.23,3.16,450,1
12.6,1.34,1.9,18.5,88,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562,1
13.2,1.78,2.14,11.2,100,2.65,2.76,0.26,1.28,4.38,1.05,3.4,1050,1
13.28,1.64,2.84,15.5,110,2.6,2.68,0.34,1.36,4.6,1.09,2.78,880,1
13.07,1.5,2.1,15.5,98,2.4,2.64,0.28,1.37,3.7,1.18,2.69,1020,1
13.05,1.77,2.1,17,107,3,3,0.28,2.03,5.04,0.88,3.35,885,1
13.05,1.73,2.04,12.4,92,2.72,3.27,0.17,2.91,7.2,1.12,2.91,1150,1
11.65,1.67,2.62,26,88,1.92,1.61,0.4,1.34,2.6,1.36,3.21,562,1
11.79,2.13,2.78,28.5,92,2.13,2.24,0.58,1.76,3,0.97,2.44,466,1
13.67,1.25,1.92,18,94,2.1,1.79,0.32,0.73,3.8,1.23,2.46,630,1
13.34,0.94,2.36,17,110,2.53,1.3,0.55,0.42,3.17,1.02,1.93,750,1
13.11,1.01,1.7,15,78,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502,1
13.03,0.9,1.71,16,86,1.95,2.03,0.24,1.46,4.6,1.19,2.48,392,1
12.29,2.83,2.22,18,88,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290,1
12.29,3.17,2.21,18,88,2.85,2.99,0.45,2.81,2.3,1.42,2.83,406,1
12.72,1.81,2.2,18.8,86,2.2,2.53,0.26,1.77,3.9,1.16,3.14,714,1
12.51,1.73,1.98,20.5,85,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672,1
13.5,1.81,2.61,20,96,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845,1
13.48,1.81,2.41,20.5,100,2.7,2.98,0.26,1.86,5.1,1.04,3.47,920,1
12.21,1.19,1.75,16.8,151,1.85,1.28,0.14,2.5,2.85,1.28,3.07,718,1
12.47,1.52,2.2,19,162,2.5,2.27,0.32,3.28,2.6,1.16,2.63,937,1
12.29,1.61,2.21,20.4,103,1.1,1.02,0.37,1.46,3.05,0.906,1.82,870,1
11.96,1.09,2.3,21,101,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886,1
