1,2,3,4,5,6,7,8
0.544676443,0.41,0.145485336,0.873016178,0.304389783,0.196177957,0.308301324,0
0.527824254,0.427118191,0.122118191,0.863252108,0.288325024,0.174799692,0.287881809,0
0.540887591,0.436915693,0.139859489,0.882387591,0.306132792,0.168056204,0.301915693,0
0.522026934,0.423017956,0.121982044,0.854277395,0.278007367,0.173654581,0.287324241,0
0.536077828,0.41,0.158383258,0.873446109,0.328035973,0.200907195,0.263158597,0
0.516660421,0.418328337,0.126671663,0.802118454,0.276662295,0.158653677,0.276656674,0
0.537886958,0.417113042,0.159226084,0.901452169,0.302077392,0.20097913,0.322803476,0
0.529509107,0.421618169,0.125636384,0.86796546,0.287234563,0.180509107,0.294509107,0
0.545036475,0.410046897,0.145010422,0.872961961,0.303511985,0.195940076,0.310010422,0
0.527575152,0.426931364,0.121931364,0.863538575,0.287811252,0.17490556,0.288068636,0
0.538559625,0.435169719,0.130169719,0.850906431,0.310466726,0.170237159,0.279830281,0
0.542073194,0.434312651,0.13086476,0.857187349,0.292588705,0.164359186,0.299312651,0
0.534177584,0.431883188,0.126883188,0.855945778,0.301428767,0.172099527,0.283116812,0
0.535733656,0.41,0.158899516,0.873463317,0.328982447,0.201096489,0.261351692,0
0.531325204,0.428450111,0.12402513,0.863049889,0.286237621,0.171687361,0.293450111,0
0.540481642,0.433444532,0.129851954,0.858055468,0.291648243,0.165444335,0.298444532,0
0.544148517,0.41,0.146277224,0.873042574,0.305841578,0.196468316,0.305529714,0
0.532267999,0.419549,0.129084999,0.8688621,0.290131399,0.183267999,0.297267999,0
0.542538985,0.438154239,0.133154239,0.846330167,0.318674157,0.168545931,0.276845761,0
0.529628008,0.421528994,0.12578501,0.868004103,0.287359409,0.180628008,0.294628008,0
0.539168399,0.432728218,0.129016254,0.858771782,0.290872236,0.166339728,0.297728218,0
0.52750891,0.426881682,0.121881682,0.863614754,0.287674627,0.174933713,0.288118318,0
0.549985299,0.438628345,0.135899736,0.852871655,0.29726404,0.158964569,0.303628345,0
0.548595121,0.437870066,0.135015077,0.853629934,0.296442572,0.159912417,0.302870066,0
0.65,0.525,0.18,1.626,0.597,0.3445,0.53,0
0.64,0.54,0.175,1.571,0.627,0.271,0.475,0
0.649303018,0.525,0.181393964,1.651439837,0.611845713,0.35063344,0.51118149,0
0.650572585,0.523854829,0.181145171,1.626257663,0.59067293,0.341780219,0.534580684,0
0.64091141,0.538632885,0.175455705,1.576012757,0.624265769,0.277698866,0.480012757,0
0.640403859,0.538788422,0.176211578,1.590183324,0.633179049,0.280490697,0.468538249,0
0.643256547,0.534301042,0.179070684,1.580688229,0.604122754,0.275233512,0.496981696,0
0.640861959,0.538491572,0.176077449,1.573564328,0.620944737,0.272120547,0.480818224,0
0.64143351,0.535699469,0.179300531,1.639091743,0.648932709,0.304687494,0.452063834,0
0.64610395,0.530844075,0.178051975,1.604571724,0.60868815,0.315864032,0.508571724,0
0.642273352,0.536589972,0.176136676,1.583503436,0.620179944,0.287709137,0.487503436,0
0.650829386,0.523341228,0.181658772,1.626373224,0.587835285,0.340560416,0.536635088,0
0.6460332,0.530950201,0.1780166,1.604182597,0.608900401,0.315344017,0.508182597,0
0.64,0.537793268,0.174369505,1.562961191,0.626211881,0.273049108,0.469640794,0
0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,0
0.64516313,0.525,0.189673741,1.802545765,0.700025337,0.387064458,0.399404503,0
0.643985382,0.528043853,0.186956147,1.760305658,0.687976349,0.364656484,0.411233883,0
0.645,0.51213316,0.178741515,1.705726116,0.667472848,0.363892169,0.390174935,0
0.647407633,0.525,0.185184735,1.720621412,0.652217427,0.367312834,0.460006079,0
0.656828392,0.530174922,0.192957098,1.857661756,0.695589763,0.389904622,0.485191493,0
0.642426814,0.532719557,0.182280443,1.686273674,0.664130257,0.328030134,0.436170973,0
0.628901383,0.503901383,0.157439447,1.140265567,0.419583908,0.277900516,0.31865917,0
0.629158312,0.506105541,0.159868073,1.169825329,0.438125593,0.288610554,0.321815303,0
0.631623264,0.506623264,0.156350694,1.147288021,0.423340104,0.28285434,0.317026042,0
0.631760509,0.508255659,0.156993533,1.149695452,0.42976926,0.284090925,0.314501617,0
0.626281058,0.501281058,0.158487577,1.133505129,0.41596786,0.273131525,0.320231365,0
0.633042705,0.508042705,0.155782918,1.15095018,0.425298933,0.285437724,0.316174377,0
0.624680814,0.499680814,0.159127674,1.1293765,0.413759523,0.270219081,0.321191512,0
0.628835319,0.505890212,0.160137235,1.170589746,0.438685448,0.288589021,0.322192128,0
0.627485645,0.502485645,0.158005742,1.136612965,0.417630191,0.275323874,0.319508613,0
0.629465168,0.506310112,0.15961236,1.169099103,0.437593709,0.288631011,0.321457304,0
0.624136406,0.502757604,0.164052995,1.181710505,0.446830229,0.28827576,0.327674193,0
0.614726604,0.496484403,0.171894496,1.20398037,0.463140552,0.28764844,0.338652295,0
0.605,0.49,0.18,1.227,0.48,0.287,0.35,0
0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,0
0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,0
0.589902504,0.487170713,0.193585357,1.328807397,0.5305,0.249331677,0.42697572,0
0.586809151,0.492979004,0.195851144,1.320755719,0.527946568,0.257149232,0.41,0
0.584316043,0.490784735,0.193822897,1.316146869,0.53038229,0.253568396,0.415885513,0
0.583701675,0.49,0.192778995,1.303248004,0.523022617,0.258886211,0.40111598,0
0.584735225,0.49086095,0.193708575,1.316112572,0.530370857,0.253526477,0.416457125,0
0.613923029,0.496167823,0.185748265,1.313724479,0.529574826,0.250607697,0.456258676,0
0.604639971,0.482960008,0.191480004,1.347123963,0.5305,0.242384014,0.452239949,0
0.591087493,0.49,0.188347504,1.276806776,0.508103265,0.26863549,0.383390017,0
0.592495714,0.486429796,0.193214898,1.332030387,0.5305,0.248109163,0.431421224,0
0.590419455,0.494558511,0.196302432,1.323012159,0.526592705,0.258818998,0.41,0
0.60624624,0.49,0.18031156,1.229476903,0.479968844,0.289165343,0.34984422,0
0.595721571,0.485508122,0.192754061,1.336039667,0.5305,0.246588402,0.436951265,0
0.611436631,0.481018105,0.190509053,1.355571241,0.5305,0.239179874,0.463891367,0
0.594735662,0.49,0.193866488,1.314232975,0.518824822,0.277237006,0.395264338,0
0.60482403,0.489472089,0.18,1.224712384,0.481091017,0.286313715,0.348944177,0
0.597969293,0.484865916,0.192432958,1.338833264,0.5305,0.245528762,0.440804502,0
0.596152786,0.495384262,0.194326967,1.316769213,0.532855615,0.251173263,0.411346065,0
0.584541647,0.49198697,0.195567706,1.319338529,0.528796882,0.256100512,0.41,0
0.60231192,0.49,0.181612848,1.236623327,0.485429922,0.283451734,0.356451393,0
0.605114738,0.490076492,0.179904385,1.226728453,0.47980112,0.287007649,0.349866139,0
0.583621515,0.49,0.192827091,1.303534976,0.52318454,0.2587804,0.401308364,0
0.599014999,0.49,0.183591001,1.248426303,0.492089702,0.279099799,0.364364002,0
0.470882463,0.36764739,0.137843284,0.567530791,0.202343284,0.117706158,0.192059519,0
0.471890156,0.360335234,0.133445078,0.555666895,0.202423679,0.11230171,0.168780312,0
0.5,0.405,0.14,0.6735,0.265,0.124,0.25,0
0.498343837,0.404171918,0.140828082,0.674162465,0.260818188,0.125366335,0.249958596,0
0.495531056,0.397551759,0.14,0.673351035,0.250848343,0.125787578,0.233613871,0
0.498029491,0.401903486,0.139436997,0.663394105,0.261030832,0.122817695,0.244651476,0
0.494650323,0.398580387,0.138930065,0.65060338,0.254193651,0.11918529,0.241440516,0
0.503550782,0.407840626,0.137159374,0.700912038,0.267485548,0.131385627,0.255681251,0
0.496098522,0.400318226,0.139219704,0.656801672,0.257119014,0.120488669,0.243757634,0
0.495083231,0.396805385,0.14,0.673336108,0.249430231,0.125966708,0.231971847,0
0.495457077,0.397861121,0.138702022,0.650201296,0.255849256,0.121274246,0.23766921,0
0.501010753,0.405631721,0.140189516,0.675559409,0.265631721,0.124183199,0.250884409,0
0.645,0.485,0.155,1.489,0.5915,0.312,0.38,0
0.605,0.475,0.16,1.616,0.5495,0.332,0.34,0
0.644961955,0.48515218,0.15507609,1.48865379,0.591675007,0.311935323,0.38007609,0
0.610728277,0.482160346,0.164296207,1.643567331,0.571553865,0.340091191,0.34787638,0
0.608751625,0.476875812,0.16150065,1.600955985,0.546386152,0.330649415,0.347878412,0
0.620895647,0.49266183,0.167064732,1.619532366,0.566278739,0.336415458,0.407114954,0
0.607930343,0.475732586,0.159633707,1.60669616,0.55257686,0.330534828,0.342930343,0
0.619189861,0.501352599,0.166081369,1.597755893,0.580920406,0.3072691,0.39473232,0
0.630006312,0.481251578,0.156874211,1.536604959,0.575756628,0.319496844,0.365006312,0
0.644072227,0.48871109,0.156855545,1.480557269,0.595767754,0.310422787,0.381855545,0
0.624229299,0.479807325,0.157596338,1.554946974,0.569690764,0.32238535,0.359229299,0
0.638195,0.4915975,0.173278,1.48288805,0.52194815,0.3200498,0.4097095,0
0.644836763,0.486795603,0.155652946,1.491677081,0.59265898,0.31066146,0.383101496,0
0.63709198,0.483022995,0.155988502,1.514107962,0.583196579,0.31595401,0.37209198,0
0.61607016,0.47776754,0.15861623,1.580852242,0.561123668,0.32646492,0.35107016,0
0.606700153,0.475425038,0.159787481,1.610602013,0.551285161,0.331149923,0.341700153,0
0.642607463,0.484401866,0.155299067,1.496596307,0.588987836,0.313196269,0.377607463,0
0.614723109,0.477430777,0.158784611,1.585129129,0.559709264,0.327138446,0.349723109,0
0.623002094,0.490430367,0.162571728,1.527275392,0.582932461,0.317341152,0.365717278,0
0.616516299,0.487795888,0.165118355,1.618559178,0.561656093,0.335198972,0.388624373,0
0.612205134,0.481175829,0.161029305,1.580488984,0.562880963,0.326132963,0.350293048,0
0.609296697,0.476074174,0.159462913,1.602357988,0.554011531,0.329851652,0.344296697,0
0.613938523,0.491600115,0.163830796,1.604507613,0.569292444,0.316421431,0.374477161,0
0.643331127,0.484582782,0.155208609,1.494298672,0.589747683,0.312834436,0.378331127,0
0.624559224,0.491765049,0.162794175,1.519600969,0.585824273,0.316073204,0.367941748,0
0.594162307,0.475,0.182918847,1.136216855,0.501756986,0.252516587,0.317081153,0
0.59798285,0.475,0.181008575,1.15309092,0.507806179,0.262322648,0.318991425,0
0.597588117,0.475,0.181205942,1.151347516,0.507181185,0.2613095,0.318794058,0
0.592259666,0.475,0.183870167,1.127813525,0.498744471,0.247633143,0.316129833,0
0.6,0.475,0.18,1.162,0.511,0.2675,0.32,0
0.602087638,0.477087638,0.17850883,1.161642119,0.506049315,0.268782406,0.319701766,0
0.600240353,0.475080118,0.180053412,1.1627718,0.510829082,0.267975365,0.320133529,0
0.600160492,0.475160492,0.179759262,1.160868532,0.509114221,0.26711482,0.320160492,0
0.600202276,0.475202276,0.179696586,1.160573953,0.508623256,0.267014537,0.320202276,0
0.600084499,0.475253497,0.18,1.163098485,0.510476107,0.267829545,0.320506993,0
0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,0
0.572227047,0.445006203,0.152779156,0.84460608,0.31244603,0.151269852,0.317779156,0
0.566512545,0.447643206,0.146417074,0.843856794,0.30703014,0.147695992,0.312643206,0
0.570972584,0.455,0.151990861,0.826870756,0.345091386,0.150837468,0.283890336,0
0.565,0.455,0.165742858,0.888194289,0.346895713,0.156638571,0.307228574,0
0.577581867,0.455,0.157418133,0.84778462,0.319352639,0.141321155,0.32,0
0.573685795,0.455,0.152895265,0.829764847,0.336047352,0.147129414,0.294743178,0
0.567904292,0.455,0.150968097,0.823597912,0.355319026,0.155030801,0.271617169,0
0.569755096,0.455,0.165244904,0.884309554,0.333440828,0.150452389,0.32,0
0.577584976,0.455,0.157415024,0.84777011,0.319347043,0.141317528,0.32,0
0.569743475,0.455,0.165256525,0.884363781,0.333461744,0.150465945,0.32,0
0.579303596,0.454651798,0.156392809,0.844787213,0.319526629,0.140449932,0.318258989,0
0.568981531,0.440833397,0.151851866,0.847990689,0.311379646,0.15660177,0.316851866,0
0.57990983,0.455,0.15509017,0.836920794,0.315162306,0.138605198,0.32,0
0.565,0.455,0.164993752,0.884973135,0.347757185,0.156750937,0.304981257,0
0.573530337,0.455,0.161469663,0.866691762,0.326645394,0.14604794,0.32,0
0.568848768,0.440662701,0.151813934,0.848129142,0.311336024,0.156819882,0.316813934,0
0.57167423,0.444295438,0.152621208,0.845182589,0.31226439,0.152178051,0.317621208,0
0.573164913,0.455,0.161835087,0.868397074,0.327303157,0.146474268,0.32,0
0.57820072,0.45268664,0.15448592,0.838376392,0.314408808,0.14145596,0.31948592,0
0.573486229,0.455,0.152828743,0.829551977,0.336712571,0.147402154,0.293944915,0
0.578790645,0.453445114,0.15465447,0.837761185,0.31460264,0.140486798,0.31965447,0
0.567288163,0.455,0.167711837,0.895821905,0.337881306,0.153330476,0.32,0
0.571158326,0.455,0.163841674,0.877761143,0.330915012,0.148815286,0.32,0
0.574432453,0.452216227,0.166135093,0.902753806,0.351189054,0.154089131,0.306081133,0
0.57565183,0.455,0.15934817,0.856791461,0.322826706,0.143572865,0.32,0
0.572863427,0.455,0.162136573,0.869804007,0.327845831,0.146826002,0.32,0
0.571429272,0.455,0.152143091,0.827357891,0.343569092,0.150213328,0.28571709,0
0.575843796,0.452921898,0.163312407,0.885958824,0.342015324,0.15013737,0.309609491,0
0.569621286,0.441655939,0.152034653,0.847323516,0.311589851,0.155550744,0.317034653,0
0.57461673,0.451635456,0.153990637,0.825531587,0.311635456,0.137524282,0.315289639,0
0.573887051,0.447140494,0.153253443,0.842874932,0.31299146,0.148542702,0.318253443,0
0.576450243,0.455,0.158549757,0.853065532,0.321389562,0.142641383,0.32,0
0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,0
0.571423784,0.45,0.173576216,0.981697628,0.379288108,0.167639027,0.320628114,0
0.565,0.46129186,0.171258372,0.919209558,0.35370286,0.17084879,0.308674651,0
0.57,0.461960417,0.184568334,0.990902835,0.419947793,0.177982,0.299784167,0
0.569415084,0.453509496,0.175,0.955675475,0.380994357,0.172173686,0.292660336,0
0.572832997,0.45,0.172167003,1.007627136,0.378583502,0.168766397,0.345993937,0
0.566430162,0.453569838,0.171430162,0.920515591,0.352869234,0.159003341,0.312849188,0
0.568393694,0.451606306,0.173393694,0.9397582,0.367792073,0.163126757,0.303031531,0
0.565,0.47398052,0.173796104,0.944840651,0.377303768,0.200794028,0.285835063,0
0.56911858,0.45528852,0.175,0.955764426,0.381498414,0.175049774,0.29147432,0
0.565,0.465636436,0.172127287,0.9279856,0.36178377,0.181101988,0.300854416,0
0.57,0.452796108,0.177236886,0.963776479,0.389339,0.169184263,0.296118443,0
0.57,0.463410169,0.185728135,0.995194099,0.424789963,0.179373762,0.300364067,0
0.565996692,0.474019845,0.175,0.956700992,0.386805623,0.205332083,0.27898677,0
0.569284198,0.450715802,0.174284198,0.948485137,0.374559902,0.164996815,0.298579012,0
0.57,0.467134135,0.188707308,1.00621704,0.437228011,0.18294877,0.301853654,0
0.569743363,0.451539822,0.175,0.955576991,0.380436283,0.168989379,0.293973452,0
0.565,0.470701711,0.173140342,0.938217456,0.371205183,0.193056038,0.29173692,0
0.570972273,0.45,0.174027727,0.973389816,0.379513864,0.167277818,0.312500907,0
0.565,0.46179425,0.17135885,0.920224385,0.354637305,0.172034431,0.30777035,0
0.569101782,0.455389309,0.175,0.955769465,0.381526971,0.175212716,0.291407127,0
0.567038431,0.467769414,0.175,0.956388471,0.385034667,0.195227219,0.283153724,0
0.560505616,0.447151685,0.178797753,0.958823034,0.364524155,0.175424721,0.30639326,0
0.567202184,0.452797816,0.172202184,0.928081404,0.358736599,0.160624587,0.30898908,0
0.57,0.456710516,0.180368413,0.975363128,0.402413124,0.172942095,0.297684206,0
0.561451444,0.447435433,0.178419422,0.958491995,0.366065853,0.174535643,0.305258267,0
0.57,0.460909759,0.183727807,0.987792887,0.416438596,0.176973369,0.299363904,0
0.57,0.46608561,0.187868488,1.003113405,0.433725937,0.181942186,0.301434244,0
0.57,0.454604932,0.178683945,0.969130597,0.395380471,0.170920734,0.296841973,0
0.565,0.464108127,0.171821625,0.924898416,0.358941116,0.17749518,0.303605371,0
0.567751837,0.463488978,0.175,0.956174449,0.383821877,0.18830718,0.286007348,0
0.56671964,0.45328036,0.17171964,0.923352475,0.355069266,0.159611245,0.311401798,0
0.571625312,0.45,0.173374688,0.985405744,0.379187344,0.16780025,0.324255619,0
0.565,0.466087944,0.172217589,0.928897647,0.362623576,0.182167548,0.3000417,0
0.55559507,0.447946302,0.158243837,0.89709507,0.328010166,0.160702465,0.312946302,0
0.56124651,0.446554647,0.165308137,0.900212904,0.334774531,0.163506981,0.318123255,0
0.564160445,0.453111002,0.168950557,0.905093746,0.340383858,0.157679109,0.319580223,0
0.564021604,0.452798609,0.168777005,0.904861187,0.340116588,0.157956792,0.319510802,0
0.557282451,0.449211838,0.160353063,0.898782451,0.330520145,0.159858775,0.314211838,0
0.550978552,0.448768245,0.177789693,0.927220584,0.328445934,0.173916294,0.33090557,0
0.562916836,0.450312881,0.167396045,0.9030107,0.337989909,0.160166328,0.318958418,0
0.554317218,0.446987914,0.156646523,0.895817218,0.326109362,0.161341391,0.311987914,0
0.560912041,0.445802093,0.164890052,0.899652669,0.33413068,0.164175917,0.317956021,0
0.552284117,0.445463088,0.154105146,0.893784117,0.323085124,0.162357942,0.310463088,0
0.56044847,0.443621176,0.171137882,0.923226872,0.322997363,0.167606401,0.333654589,0
0.638765868,0.517978668,0.196851197,1.630493653,0.578744536,0.341691467,0.574936526,0
0.627464966,0.523286622,0.202159239,1.600666246,0.587305727,0.297532488,0.564834407,0
0.654393881,0.516212237,0.188787763,1.627977247,0.548447611,0.323629064,0.565151051,0
0.485,0.38,0.14,0.673,0.2175,0.13,0.195,0
0.482265502,0.375898253,0.138632751,0.648526241,0.214355327,0.126308427,0.189531004,0
0.484930775,0.380207676,0.140138451,0.673117683,0.217458465,0.130145373,0.195754556,0
0.480745263,0.39276421,0.148509473,0.680233052,0.214947158,0.138934947,0.24137663,0
0.484716071,0.379574107,0.139858036,0.67045884,0.217173482,0.129616696,0.194432143,0
0.486765451,0.384202852,0.1362187,0.605625671,0.238341837,0.116059271,0.214077653,0
0.478084414,0.389253243,0.147445886,0.657555179,0.211945886,0.135711036,0.23743181,0
0.478644398,0.390933194,0.148192531,0.664554976,0.212692531,0.137110995,0.240959708,0
0.472617385,0.384261651,0.146644266,0.63733854,0.200942835,0.129224734,0.233459591,0
0.489828069,0.388046781,0.14,0.673160936,0.232788884,0.128068772,0.212702919,0
0.485881934,0.380992175,0.139559033,0.677266354,0.218933142,0.131014224,0.197094592,0
0.483601009,0.384196972,0.142797982,0.675378284,0.216660606,0.132937881,0.210248999,0
0.481122103,0.374183155,0.138061052,0.638292825,0.213040419,0.12476484,0.187244207,0
0.482149374,0.388551879,0.145701253,0.677846065,0.215789624,0.135986315,0.226071826,0
0.478770397,0.391311191,0.148360529,0.666129964,0.212860529,0.137425993,0.241753502,0
0.480454027,0.393637919,0.149091946,0.680728154,0.214772416,0.139546544,0.244551107,0
0.487917737,0.377082263,0.135623395,0.615958249,0.208017356,0.112639467,0.187413885,0
0.481626475,0.390120574,0.14674705,0.678734992,0.215475885,0.137084402,0.231771421,0
0.485042594,0.38007099,0.14,0.67300142,0.217634882,0.129982962,0.195156179,0
0.481599402,0.39233433,0.14733433,0.659748135,0.21135451,0.133036125,0.240916543,0
0.48605755,0.37894245,0.138413676,0.652324904,0.214062964,0.12370758,0.192250371,0
0.488111689,0.376888311,0.135332466,0.612166477,0.20738701,0.111485449,0.186909608,0
0.486255351,0.382092252,0.14,0.673041845,0.221475279,0.12949786,0.199602954,0
0.480508833,0.393473501,0.148982334,0.680634984,0.2148053,0.139431451,0.243953721,0
0.493930916,0.39004728,0.135534542,0.716203304,0.232012738,0.140270553,0.216210924,0
0.540927082,0.427917967,0.165045574,0.852697528,0.361088151,0.187887502,0.226899737,0
0.543465445,0.430773625,0.163459097,0.849302468,0.361500635,0.184841467,0.230389986,0
0.537151907,0.431265836,0.175,0.899215206,0.36761393,0.209430381,0.226265836,0
0.539936459,0.423276852,0.175,0.901051586,0.365636308,0.193557187,0.234872918,0
0.54098007,0.427977579,0.165012456,0.852626656,0.361096761,0.187823916,0.226972596,0
0.536444597,0.430028045,0.175,0.897747539,0.367083448,0.209288919,0.225028045,0
0.543212174,0.441871304,0.175,0.911790261,0.37215913,0.210642435,0.236871304,0
0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,0
0.651820915,0.501936602,0.181473856,1.317242942,0.503725818,0.356841046,0.346705229,0
0.644429577,0.491140847,0.188003519,1.29791513,0.476090841,0.352649643,0.34328873,0
0.6509946,0.50049055,0.18250675,1.315941495,0.500730426,0.35679973,0.34649865,0
0.650065573,0.495065573,0.184934427,1.361714746,0.493690162,0.334971315,0.39565573,0
0.654007687,0.511017937,0.199007687,1.34253075,0.491911019,0.317166431,0.384033312,0
0.650931016,0.495931016,0.184068984,1.371148077,0.496199947,0.331293181,0.404310162,0
0.650243508,0.502234853,0.195243508,1.327474033,0.486515695,0.333603347,0.367721869,0
0.635,0.5,0.18,1.312,0.529,0.2485,0.485,0
0.633860196,0.499792763,0.180310856,1.312093257,0.529031086,0.24861398,0.483445722,0
0.635898765,0.5,0.18,1.316651106,0.528056297,0.251443454,0.483202471,0
0.630053519,0.506684506,0.192914437,1.317334225,0.537799471,0.245240634,0.414171127,0
0.630458113,0.495458113,0.182270943,1.322900528,0.529340642,0.246001962,0.481593585,0
0.630791292,0.495791292,0.182104354,1.322100899,0.529315653,0.246185211,0.481843469,0
0.629348557,0.494348557,0.182825721,1.325563462,0.529423858,0.245391707,0.480761418,0
0.636829702,0.501829702,0.181829702,1.31598875,0.52691414,0.251610493,0.479510894,0
0.628029305,0.493029305,0.183485348,1.328729668,0.529522802,0.244666118,0.479771979,0
0.633026512,0.498026512,0.196008837,1.362603829,0.518482326,0.258931519,0.445964651,0
0.635574357,0.508524786,0.192684402,1.317426239,0.538604594,0.244274488,0.414631196,0
0.631432975,0.496432975,0.181783512,1.32056086,0.529267527,0.246538136,0.482324731,0
0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,0
0.574293988,0.45,0.170706012,1.034509374,0.377853006,0.16993519,0.372291778,0
0.572394151,0.449289314,0.171184477,1.043970259,0.373757053,0.1725373,0.383578628,0
0.574061347,0.45,0.170938653,1.030228792,0.377969326,0.169749078,0.368104253,0
0.582352925,0.457352925,0.168949582,1.056743677,0.380861337,0.185836101,0.373445403,0
0.574049135,0.45,0.170950865,1.030004076,0.377975433,0.169739308,0.367884422,0
0.586912356,0.461912356,0.168298235,1.062475534,0.382945649,0.195345772,0.366280583,0
0.583696506,0.458696506,0.168757642,1.05843275,0.381475546,0.188638427,0.371334062,0
0.7,0.53,0.19,1.3185,0.548,0.233,0.42,0
0.678856417,0.517562598,0.19,1.328823043,0.543646909,0.234119366,0.432437402,0
0.676138165,0.527017271,0.198948188,1.347134201,0.519664072,0.26759966,0.414034541,0
0.683177795,0.527897224,0.196308327,1.338686647,0.528023631,0.257392198,0.415794449,0
0.668475715,0.526059464,0.201821607,1.356329142,0.510564912,0.278710213,0.412118929,0
0.680346768,0.516897846,0.185632615,1.360863632,0.530530461,0.268375817,0.430918462,0
0.698996655,0.529331103,0.189777034,1.320662767,0.547108137,0.234806022,0.420557414,0
0.673357213,0.526193888,0.170969438,1.333343839,0.550664279,0.327772201,0.366714425,0
0.697688319,0.528458879,0.189486293,1.323482957,0.545945172,0.237161026,0.421284267,0
0.69856635,0.529156677,0.19,1.319199958,0.547704837,0.233075899,0.420843323,0
0.691890261,0.525229565,0.19,1.322459461,0.546330348,0.233429339,0.424770435,0
0.681425562,0.527678195,0.196965414,1.340789326,0.525942854,0.259932936,0.41535639,0
0.671305818,0.526413227,0.200760318,1.352933018,0.513925659,0.274606564,0.412826454,0
0.689107238,0.528443891,0.182219456,1.324568825,0.549089276,0.271747111,0.398214476,0
0.674248632,0.526321233,0.171606165,1.332847191,0.550575137,0.324601296,0.368497263,0
0.691179501,0.528739929,0.183699644,1.323414278,0.54888205,0.264375774,0.402359003,0
0.684098736,0.524699579,0.190662553,1.318234979,0.545681066,0.235782721,0.418674895,0
0.698876566,0.529481492,0.189827164,1.318387657,0.547671611,0.233267896,0.421123434,0
0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,0
0.64201297,0.496948119,0.160974059,1.46181803,0.605240337,0.30692205,0.385974059,0
0.64,0.509578642,0.166308183,1.460179337,0.616135229,0.299248404,0.401119558,0
0.644916394,0.503361202,0.169916394,1.434322731,0.579593602,0.306941476,0.408026778,0
