1,2,3,4,5,6,7,8
0.74,0.7,0.48,0.5,0.66,0.65,0.69,0
0.63,0.65,0.48,0.5,0.66,0.67,0.71,0
0.63,0.75,0.48,0.5,0.64,0.73,0.66,0
0.711623277,0.639699463,0.48,0.5,0.635170367,0.65354709,0.679358729,0
0.63,0.652677763,0.48,0.5,0.659464447,0.671606658,0.708661119,0
0.662904604,0.650438674,0.48,0.5,0.593918232,0.661013628,0.701013628,0
0.631155226,0.645379096,0.48,0.5,0.657304472,0.669614925,0.708074623,0
0.63,0.717510909,0.48,0.5,0.646497818,0.710506545,0.676244546,0
0.700870838,0.674845539,0.48,0.5,0.626460719,0.65558988,0.69558988,0
0.29,0.47,0.48,0.5,0.71,0.65,0.69,0
0.2,0.46,0.48,0.5,0.57,0.78,0.81,0
0.12,0.43,0.48,0.5,0.63,0.7,0.74,0
0.11,0.5,0.48,0.5,0.58,0.72,0.68,0
0.115245824,0.46327923,0.48,0.5,0.606229121,0.709508351,0.711474946,0
0.295572674,0.491068756,0.48,0.5,0.614732811,0.707633595,0.74,0
0.174561802,0.4892397,0.48,0.5,0.626627968,0.694892633,0.683586767,0
0.110383786,0.497313497,0.48,0.5,0.581918931,0.719232428,0.682302717,0
0.221792895,0.395194161,0.48,0.5,0.531090609,0.75493528,0.756857615,0
0.110364753,0.497446728,0.48,0.5,0.581823765,0.719270494,0.682188519,0
0.094807654,0.533423161,0.48,0.5,0.552653777,0.780769384,0.585807454,0
0.118056651,0.636963066,0.48,0.5,0.708906415,0.607206886,0.639716745,0
0.168230173,0.490294971,0.48,0.5,0.622055125,0.697354933,0.68323501,0
0.230486356,0.41209287,0.48,0.5,0.543868838,0.775644806,0.801289613,0
0.6,0.5,1,0.5,0.54,0.77,0.8,0
0.584637128,0.51792335,0.866855114,0.5,0.545120957,0.780241914,0.807681436,0
0.46,0.59,0.48,0.5,0.36,0.76,0.23,0
0.36,0.45,0.48,0.5,0.38,0.79,0.17,0
0.326253669,0.483746331,0.48,0.5,0.402497554,0.688761007,0.265614604,0
0.353214536,0.536607268,0.48,0.5,0.400044549,0.659888627,0.303415007,0
0.306859219,0.458175505,0.48,0.5,0.386131629,0.765473485,0.178175505,0
0.355647451,0.454352549,0.48,0.5,0.3829017,0.776942352,0.182332223,0
0.32677655,0.552993486,0.48,0.5,0.378503257,0.726694138,0.222598697,0
0.331586889,0.454371248,0.48,0.5,0.383278436,0.776886256,0.174371248,0
0.3,0.51,0.48,0.5,0.42,0.61,0.34,0
0.354931389,0.513923671,0.48,0.5,0.423923671,0.555068611,0.418473413,0
0.27,0.35,0.48,0.5,0.51,0.77,0.79,0
0.286583738,0.355182418,0.48,0.5,0.517255385,0.767927033,0.788963516,0
0.281389066,0.375625399,0.48,0.5,0.507152733,0.775694533,0.7985418,0
0.269032156,0.351520898,0.48,0.5,0.510829581,0.770138263,0.790276527,0
0.280051845,0.353141202,0.48,0.5,0.514397682,0.768743519,0.78937176,0
0.273816143,0.358586323,0.48,0.5,0.509045964,0.771908072,0.792862108,0
0.71,0.4,0.48,0.5,0.71,0.7,0.74,0
0.731607772,0.394598057,0.48,0.5,0.691993523,0.701800648,0.74,0
0.700968288,0.433116279,0.48,0.5,0.71,0.715052854,0.752042283,0
0.55,0.47,0.48,0.5,0.57,0.78,0.8,0
0.515218178,0.460062337,0.48,0.5,0.584906495,0.78,0.8,0
0.533715787,0.456429822,0.48,0.5,0.559143858,0.782714036,0.802714036,0
0.529473404,0.554210106,0.48,0.5,0.591579787,0.783683511,0.808946808,0
0.559877662,0.49222474,0.48,0.5,0.565061169,0.784938831,0.804938831,0
0.541834579,0.489052649,0.48,0.5,0.583609035,0.774556386,0.797278193,0
0.544680229,0.468480065,0.48,0.5,0.572279902,0.78,0.8,0
0.543674292,0.533257078,0.48,0.5,0.563674292,0.798977124,0.818977124,0
0,0.51,0.48,0.5,0.35,0.67,0.44,0
0.1,0.49,0.48,0.5,0.41,0.67,0.21,0
0.003322984,0.51,0.48,0.5,0.349584627,0.664184778,0.440830746,0
0.121106927,0.497035642,0.48,0.5,0.38185743,0.571501005,0.304981174,0
0.068686564,0.503755767,0.48,0.5,0.493617361,0.701221165,0.589861594,0
0.01782933,0.53971555,0.48,0.5,0.39160177,0.744288876,0.419199115,0
0.095591013,0.51,0.48,0.5,0.338051123,0.502715727,0.463897753,0
0.027770238,0.51,0.48,0.5,0.356479722,0.664445952,0.430743254,0
0.010844829,0.509014106,0.48,0.5,0.372675551,0.674929468,0.463661444,0
0.54,0.49,0.48,0.5,0.4,0.87,0.88,0
0.6,0.46,0.48,0.5,0.45,0.81,0.83,0
0.584177804,0.467911098,0.48,0.5,0.436814836,0.825822196,0.843185164,0
0.563192103,0.478403948,0.48,0.5,0.419326753,0.846807897,0.860673247,0
0.538869856,0.488417799,0.48,0.5,0.402938374,0.86819177,0.878417799,0
0.83,0.37,0.48,0.5,0.61,0.71,0.74,0
0.77704808,0.406659021,0.48,0.5,0.589633877,0.738512572,0.735926775,0
0.72,0.46,0.48,0.5,0.51,0.66,0.7,0
0.718816561,0.461380679,0.48,0.5,0.511577919,0.66,0.699211041,0
0.39,0.41,0.48,0.5,0.52,0.72,0.75,0
0.398132119,0.408644647,0.48,0.5,0.532198179,0.722710706,0.752710706,0
0.395060653,0.408734837,0.48,0.5,0.527590979,0.72379549,0.75379549,0
0.383790796,0.428627613,0.48,0.5,0.479640172,0.732418408,0.762418408,0
0.46,0.61,0.48,0.5,0.48,0.86,0.87,0
0.529583871,0.633194624,0.48,0.5,0.470722151,0.864638925,0.874638925,0
0.485721188,0.597139406,0.48,0.5,0.505721188,0.843924257,0.857139406,0
0.471888448,0.62486056,0.48,0.5,0.429474096,0.877832672,0.88486056,0
0.560357119,0.66,0.48,0.5,0.392305162,0.892564946,0.898051957,0
0.47,0.59,0.48,0.5,0.52,0.76,0.79,0
0.47,0.58619116,0.48,0.5,0.525713261,0.755238949,0.78619116,0
0.476607425,0.588112164,0.48,0.5,0.523775671,0.764719589,0.793775671,0
0.493873223,0.583179079,0.48,0.5,0.533641842,0.777052302,0.803641842,0
0.120427855,0.495674404,0.48,0.5,0.407162798,0.675106964,0.211134881,0
0.132735156,0.499093099,0.48,0.5,0.40545345,0.678183789,0.21181862,0
0.7,0.46,0.48,0.5,0.56,0.78,0.73,0
0.7,0.449144261,0.48,0.5,0.56,0.794474318,0.748092898,0
0.682958915,0.49408217,0.48,0.5,0.537278553,0.78,0.73,0
0.696586398,0.468534006,0.48,0.5,0.585602017,0.774879597,0.738534006,0
0.698703501,0.462592998,0.48,0.5,0.558271335,0.78,0.73,0
0.697338468,0.441369275,0.48,0.5,0.562661532,0.774676936,0.745969193,0
0.699916054,0.459412377,0.48,0.5,0.560083946,0.779832108,0.730503677,0
0.694630508,0.422413559,0.48,0.5,0.565369492,0.769261017,0.762216949,0
0.45,0.4,0.48,0.5,0.61,0.74,0.77,0
0.448636477,0.4,0.48,0.5,0.607954715,0.740681762,0.770681762,0
0.444637433,0.4,0.48,0.5,0.578170321,0.726214172,0.75987353,0
0.465420724,0.396064364,0.48,0.5,0.607549452,0.734257456,0.76032182,0
0.44934856,0.39170776,0.48,0.5,0.60211264,0.71959512,0.75512328,0
0.464870384,0.4,0.48,0.5,0.600086411,0.710259233,0.745216027,0
0.48,0.49,0.48,0.5,0.52,0.77,0.71,0
0.48,0.483374054,0.48,0.5,0.533251891,0.771656486,0.724908378,0
0.473020796,0.491994058,0.48,0.5,0.520997029,0.768005942,0.716979204,0
0.480856028,0.484007805,0.48,0.5,0.520856028,0.771712056,0.718560278,0
0.33,0.56,0.48,0.5,0.33,0.78,0.8,0
0.37,0.47,0.48,0.5,0.39,0.76,0.79,0
0.356796683,0.499707463,0.48,0.5,0.370195025,0.766601658,0.793300829,0
0.36867003,0.469335015,0.48,0.5,0.391994955,0.763989909,0.793324924,0
0.346667001,0.549583125,0.48,0.5,0.371667502,0.773749875,0.79583325,0
0.48,0.41,0.48,0.5,0.51,0.9,0.88,0
0.450807425,0.417784687,0.48,0.5,0.49832297,0.896107657,0.881946172,0
0.506123983,0.442573576,0.48,0.5,0.488077644,0.815798373,0.832573576,0
0.5,0.37,0.48,0.5,0.66,0.64,0.69,0
0.517586441,0.392413559,0.48,0.5,0.630691525,0.688277965,0.715518643,0
0.515283027,0.394716973,0.48,0.5,0.612264216,0.667547243,0.701698162,0
0.508590504,0.395771512,0.48,0.5,0.582685463,0.622818992,0.672818992,0
0.89,0.55,0.48,0.5,0.51,0.72,0.76,0
0.836380905,0.556434291,0.48,0.5,0.503565709,0.732868583,0.753565709,0
0.883033293,0.529099878,0.48,0.5,0.521611179,0.718838882,0.757677764,0
0.51,0.4,0.48,0.5,0.57,0.62,0.67,0
0.490585236,0.433282452,0.48,0.5,0.531170473,0.578396935,0.633944011,0
0.06,0.61,0.48,0.5,0.49,0.92,0.37,0
0.051834227,0.596390379,0.48,0.5,0.47094653,0.885975947,0.379526735,0
0.111115417,0.582738444,0.48,0.5,0.47125768,0.897849986,0.335923055,0
0.162602264,0.555278793,0.48,0.5,0.45237917,0.875539019,0.301598491,0
0.33,0.37,0.48,0.5,0.46,0.65,0.69,0
0.36,0.47,0.48,0.5,0.51,0.69,0.72,0
0.333813543,0.379533857,0.48,0.5,0.4533263,0.660487242,0.699533857,0
0.336897397,0.387243494,0.48,0.5,0.447929554,0.668967843,0.707243494,0
0.341189659,0.385258627,0.48,0.5,0.456948275,0.631689648,0.674741373,0
0.71,0.52,0.48,0.5,0.64,1,0.99,0
0.711608391,0.507132875,0.48,0.5,0.631153851,0.992762242,0.984370633,0
0.5,0.66,0.48,0.5,0.31,0.92,0.92,0
0.510617832,0.66,0.48,0.5,0.324478862,0.915173713,0.91613897,0
0.54,0.57,0.48,0.5,0.56,0.81,0.83,0
0.540947665,0.569810467,0.48,0.5,0.559810467,0.809810467,0.829810467,0
0.16,0.51,0.48,0.5,0.33,0.39,0.48,0
0.141628617,0.51,0.48,0.5,0.332296423,0.42214992,0.475407154,0
0.32,0.39,0.48,0.5,0.53,0.28,0.38,1
0.29,0.39,0.48,0.5,0.52,0.4,0.48,1
0.56,0.54,0.48,0.5,0.43,0.37,0.3,1
0.61,0.6,0.48,0.5,0.44,0.39,0.38,1
0.59,0.61,0.48,0.5,0.42,0.42,0.37,1
0.64,0.57,0.48,0.5,0.7,0.33,0.26,1
0.49,0.29,0.48,0.5,0.56,0.24,0.35,1
0.56,0.4,0.48,0.5,0.49,0.37,0.46,1
0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
0.23,0.32,0.48,0.5,0.55,0.25,0.35,1
0.29,0.28,0.48,0.5,0.44,0.23,0.34,1
0.21,0.34,0.48,0.5,0.51,0.28,0.39,1
0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
0.51,0.5,0.48,0.5,0.46,0.32,0.35,1
0.22,0.43,0.48,0.5,0.48,0.16,0.28,1
0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
0.4,0.45,0.48,0.5,0.38,0.22,0,1
0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
0.36,0.39,0.48,0.5,0.48,0.22,0.23,1
0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
0.25,0.4,0.48,0.5,0.47,0.33,0.42,1
0.21,0.51,0.48,0.5,0.5,0.32,0.41,1
0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
0.56,0.51,0.48,0.5,0.34,0.37,0.46,1
0.4,0.29,0.48,0.5,0.42,0.35,0.44,1
0.36,0.54,0.48,0.5,0.41,0.38,0.46,1
0.29,0.52,0.48,0.5,0.42,0.29,0.39,1
0.65,0.47,0.48,0.5,0.59,0.3,0.4,1
0.32,0.42,0.48,0.5,0.35,0.28,0.38,1
0.38,0.46,0.48,0.5,0.48,0.22,0.29,1
0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
0.4,0.5,0.48,0.5,0.45,0.39,0.47,1
0.28,0.38,0.48,0.5,0.5,0.33,0.42,1
0.61,0.45,0.48,0.5,0.48,0.35,0.41,1
0.43,0.4,0.48,0.5,0.39,0.28,0.39,1
0.42,0.35,0.48,0.5,0.58,0.15,0.27,1
0.23,0.33,0.48,0.5,0.43,0.33,0.43,1
0.37,0.52,0.48,0.5,0.42,0.42,0.36,1
0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
0.47,0.47,0.48,0.5,0.22,0.16,0.26,1
0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
0.52,0.36,0.48,0.5,0.41,0.28,0.38,1
0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
0.47,0.29,0.48,0.5,0.51,0.33,0.43,1
0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
0.25,0.37,0.48,0.5,0.43,0.26,0.36,1
0.35,0.48,0.48,0.5,0.56,0.4,0.48,1
0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
0.24,0.43,0.48,0.5,0.37,0.28,0.38,1
0.42,0.3,0.48,0.5,0.48,0.26,0.36,1
0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
0.34,0.28,0.48,0.5,0.41,0.35,0.44,1
0.41,0.43,0.48,0.5,0.45,0.31,0.41,1
0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
0.5,0.49,0.48,0.5,0.49,0.46,0.53,1
0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
0.5,0.51,0.48,0.5,0.27,0.23,0.34,1
0.34,0.46,0.48,0.5,0.52,0.35,0.44,1
0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
0.41,0.43,0.48,0.5,0.5,0.24,0.25,1
0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
0.35,0.37,0.48,0.5,0.3,0.34,0.43,1
0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
0.24,0.57,0.48,0.5,0.63,0.34,0.43,1
0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
0.24,0.34,0.48,0.5,0.38,0.3,0.4,1
0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
0.49,0.43,0.48,0.5,0.49,0.3,0.4,1
0.47,0.28,0.48,0.5,0.56,0.2,0.25,1
0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
0.38,0.44,0.48,0.5,0.43,0.2,0.31,1
0.41,0.51,0.48,0.5,0.58,0.2,0.31,1
0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
0.51,0.49,0.48,0.5,0.53,0.14,0.26,1
0.24,0.41,0.48,0.5,0.49,0.23,0.34,1
0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
0.61,0.36,0.48,0.5,0.49,0.35,0.44,1
0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
0.28,0.33,0.48,0.5,0.45,0.22,0.33,1
0.4,0.46,0.48,0.5,0.42,0.35,0.44,1
0.23,0.34,0.48,0.5,0.43,0.26,0.37,1
0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
0.17,0.52,0.48,0.5,0.49,0.37,0.46,1
0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
0.3,0.37,0.48,0.5,0.43,0.18,0.3,1
0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
0.22,0.34,0.48,0.5,0.42,0.29,0.39,1
0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
0.16,0.43,0.48,0.5,0.54,0.27,0.37,1
0.74,0.49,0.48,0.5,0.42,0.54,0.36,1
0.7,0.61,0.48,0.5,0.56,0.52,0.43,1
0.66,0.86,0.48,0.5,0.34,0.41,0.36,1
0.73,0.78,0.48,0.5,0.58,0.51,0.31,1
0.72,0.86,0.48,0.5,0.17,0.55,0.21,1
0.67,0.7,0.48,0.5,0.46,0.45,0.33,1
0.67,0.81,0.48,0.5,0.54,0.49,0.23,1
0.67,0.61,0.48,0.5,0.51,0.37,0.38,1
0.57,0.59,0.48,0.5,0.39,0.47,0.33,1
0.71,0.71,0.48,0.5,0.4,0.54,0.39,1
0.67,0.81,0.48,0.5,0.25,0.42,0.25,1
0.64,0.72,0.48,0.5,0.49,0.42,0.19,1
0.7,0.64,0.48,0.5,0.47,0.51,0.47,1
0.63,0.57,0.48,0.5,0.49,0.7,0.2,1
0.74,0.82,0.48,0.5,0.49,0.49,0.41,1
0.63,0.86,0.48,0.5,0.39,0.47,0.34,1
0.63,0.83,0.48,0.5,0.4,0.39,0.19,1
0.63,0.71,0.48,0.5,0.6,0.4,0.39,1
0.71,0.86,0.48,0.5,0.4,0.54,0.32,1
0.68,0.78,0.48,0.5,0.43,0.44,0.42,1
0.64,0.84,0.48,0.5,0.37,0.45,0.4,1
0.74,0.47,0.48,0.5,0.5,0.57,0.42,1
0.75,0.84,0.48,0.5,0.35,0.52,0.33,1
0.63,0.65,0.48,0.5,0.39,0.44,0.35,1
0.69,0.67,0.48,0.5,0.3,0.39,0.24,1
0.69,0.8,0.48,0.5,0.46,0.57,0.26,1
0.64,0.66,0.48,0.5,0.41,0.39,0.2,1
0.63,0.8,0.48,0.5,0.46,0.31,0.29,1
0.66,0.71,0.48,0.5,0.41,0.5,0.35,1
0.68,0.67,0.48,0.5,0.49,0.4,0.34,1
0.64,0.78,0.48,0.5,0.5,0.36,0.38,1
0.76,0.73,0.48,0.5,0.44,0.39,0.39,1
0.69,0.66,0.48,0.5,0.41,0.5,0.25,1
0.69,0.65,0.48,0.5,0.63,0.48,0.41,1
0.74,0.56,0.48,0.5,0.47,0.68,0.3,1
0.71,0.57,0.48,0.5,0.48,0.35,0.32,1
0.74,0.74,0.48,0.5,0.31,0.53,0.52,1
0.77,0.57,1,0.5,0.37,0.54,0.01,1
0.66,0.49,1,0.5,0.54,0.56,0.36,1
0.71,0.46,1,0.5,0.52,0.59,0.3,1
0.67,0.55,1,0.5,0.66,0.58,0.16,1
0.68,0.49,1,0.5,0.62,0.55,0.28,1
0.78,0.68,0.48,0.5,0.83,0.4,0.29,1
0.63,0.69,0.48,0.5,0.65,0.41,0.28,1
0.67,0.88,0.48,0.5,0.73,0.5,0.25,1
0.61,0.75,0.48,0.5,0.51,0.33,0.33,1
0.74,0.9,0.48,0.5,0.57,0.53,0.29,1
