1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
234.7648551,172.7378458,9,0,0,1.027027706,0.549717495,2.302704499,1.705886758,14.86766907,12.13723868,13.19249333,19.2732757,-8.191293588,-5.025527173,13.21682014,19.2732757,0.373110551,2.247745845,0
218.8825903,192.218623,9,0.049482693,0,1.881916071,1.098129127,2.426225943,1.608752323,20.05323117,16.30814178,17.54251016,26.30904102,-11.23526795,-7.532163816,18.76743232,26.30904102,0.386110016,2.215486783,0
222.5679905,186.7280381,9,0,0,0.644003029,0.632974226,1.788875762,1.697062252,14.83500454,12.85158356,11.64981911,20.00360866,-5.95026025,-9.555555,15.50581651,20.00360866,0.430298652,1.934579986,0
236.0042402,181.5966079,9,0.066760892,0,0.533380577,0.235778624,1.345245321,1.312596066,12.89777181,10.57890851,11.09058507,17.02382484,-6.956592227,-5.421562618,12.3781543,17.02382484,0.38794899,2.179268709,0
233.6963931,176.6963931,9,0,0,1.119544578,0.496773419,1.184062241,0.806605801,16.12432342,12.53868812,15.15770496,20.67657634,-10.75690297,-2.899854831,13.65675736,20.67657634,0.395034624,2.428733388,0
234.1806917,186.0662105,9,0,0,0.647586608,0.146651439,0.990958176,0.851872211,10.51810693,8.465898273,8.577009332,14.51141521,-6.156628291,-5.823294932,11.97992316,14.51141521,0.444006001,2.12680878,0
216.0946748,189.8436179,9,0.093735319,0,1.302009976,1.036064082,2.359162482,1.74120402,19.48345482,15.77411463,16.6419638,26.03428117,-11.1280174,-8.524466664,19.65248437,26.03428117,0.404600745,2.18189457,0
230.0720285,184.2927971,9,0,0,0.500000141,0.157367455,1.249506378,1.164530263,12.17718143,10.29830604,9.856356016,16.37688405,-5.636628002,-6.962478351,12.59910635,16.37688405,0.41722717,2.043794257,0
227.7190381,184.5280962,9,0,0,0.500000094,0.221327701,1.628599233,1.469381517,12.43862502,10.71661527,9.830211704,16.76904897,-5.166029914,-7.825241356,12.9912715,16.76904897,0.426606774,1.975605536,0
231.6740979,172.8816363,9,0,0,1.248142378,0.697158812,2.525536829,1.908235283,15.69023705,12.66171302,13.93577424,20.47322374,-9.085574455,-5.263387958,14.34896175,20.47322374,0.386615428,2.259822493,0
223.0288146,195.6086444,9,0.022542384,0,1.177137455,1.150163786,2.572495287,1.46612156,14.9586507,11.82446373,12.80512299,20.24636478,-9.402561096,-6.460583662,15.86314402,20.24636478,0.427674397,2.220367373,0
221.2165817,193.5523324,9,0.012435212,0,2.178295762,1.132037687,2.315083376,1.467993239,20.15202369,16.493379,17.80184327,26.16085091,-10.97593551,-7.050546702,18.0264831,26.16085091,0.375642938,2.222146594,0
227.5928287,184.5407171,9,0,0,0.500000092,0.224758392,1.648932968,1.48573309,12.4526483,10.73905248,9.828809379,16.79008386,-5.140788033,-7.871518129,13.0123064,16.79008386,0.427109876,1.971948038,0
223,185,9,0,0,0.5,0.34960312,2.3888886,2.0807757,12.962963,11.555555,9.777778,17.555555,-4.2222223,-9.555555,13.777778,17.555555,0.44541803,1.8388497,0
231.3599101,181.8132134,9,0.060744071,0,0.834092533,0.318729137,1.415590416,1.046384247,12.94524429,9.717033989,11.65046696,17.46823547,-9.684634036,-3.884334618,13.5689689,17.46823547,0.450016967,2.325058333,0
236.6973925,190.4704368,9,0,0,0.962174075,0.293458957,1.445362525,0.994019181,7.675167848,5.669564086,5.780675271,11.57526414,-6.016811535,-5.68347805,11.70029002,11.57526414,0.525964972,2.122893297,0
224.9854032,184.8014597,9,0,0,0.50000004,0.295634827,2.069018124,1.823548706,12.74236247,11.20259458,9.799838014,17.2246546,-4.619302942,-8.827573955,13.4468774,17.2246546,0.43750372,1.896385891,0
235.3007081,177.75059,9,0.061124223,0,0.83048359,0.467998385,2.222091074,1.890147087,14.39238231,11.71095395,12.63869202,18.8275026,-8.04428734,-5.261071829,13.30535847,18.8275026,0.381273221,2.226078718,0
221.2194637,193.5539792,9,0.012389465,0,2.178661732,1.132079557,2.314946137,1.467819429,20.15214568,16.49360774,17.8021635,26.16066792,-10.97561528,-7.049951999,18.02556817,26.16066792,0.375630013,2.222154818,0
237.2425783,187.939537,9,0,0,0.449493203,0.06767639,0.727270806,0.566321906,10.07849844,8.060543838,8.104312393,14.07064117,-6.053865945,-5.922560222,11.97642611,14.07064117,0.469649974,2.112375715,0
228.3193678,184.4680632,9,0,0,0.500000106,0.205009217,1.531879461,1.391603359,12.37192166,10.60989003,9.836882027,16.66899406,-5.286095854,-7.605120506,12.89121653,16.66899406,0.424213711,1.99300285,0
234.1561157,183.0751074,9,0.025691461,0,0.512845904,0.13858092,0.99615513,0.988147546,12.25435061,10.08607545,10.3513353,16.32564409,-6.504828411,-5.709048723,12.21387674,16.32564409,0.398780053,2.148126851,0
231.2783865,181.7045153,9,0.063763462,0,0.850699183,0.330706051,1.447294023,1.059367617,12.99959333,9.714014601,11.7380293,17.54673968,-9.856739328,-3.784694701,13.6414343,17.54673968,0.452227,2.33482137,0
234.5442827,176.9505198,9,0,0,1.10561323,0.476167537,0.894386648,0.562706607,16.3692161,12.68200455,15.52141425,20.9042285,-11.06163075,-2.543404915,13.60503525,20.9042285,0.394205398,2.455692133,0
221.6703535,190.9778788,9,0,0,0.961528981,1.138528154,1.640979714,1.30258703,16.45386701,13.6032433,13.56170045,22.19665427,-8.55186846,-8.676497993,17.22836746,22.19665427,0.418354141,2.104391726,0
235.6652393,178.2489295,9,0.046256648,0,0.879827839,0.418565694,1.235813715,1.020903971,15.14909988,11.95421875,13.96423206,19.52884949,-9.584641751,-3.554603937,13.13924516,19.52884949,0.38801178,2.358365621,0
223.8815525,186.8048554,9,0.034843564,0,0.850754777,0.906128555,0.930313195,1.024136821,17.13369386,14.555555,13.69298833,23.15253425,-7.734412111,-10.3221136,18.05652693,23.15253425,0.421062906,2.015278039,0
233.6095997,185.0667994,9,0,0,0.576200128,0.113337741,0.887844319,0.819616089,11.1632293,9.100445024,9.211556055,15.17768933,-6.18835564,-5.855022309,12.04337777,15.17768933,0.425407796,2.127697285,0
215.253824,190.1450423,9,0.107082158,0,1.421120595,1.045409891,2.599024532,1.827597105,19.89963379,16.02014474,17.13931274,26.53943917,-11.63846433,-8.280956645,19.91942101,26.53943917,0.402383675,2.205132461,0
228.5511873,181.0354222,9,0.095800351,0,0.927165518,0.679584649,1.06102658,0.863877516,16.5838425,14.26465073,12.88495321,22.60192011,-6.95757098,-11.09666524,18.05423569,22.60192011,0.436511215,1.961310098,0
236.0352246,189.311643,9,0,0,0.87940312,0.254832503,1.325804418,0.956618961,8.42317216,6.405306208,6.516417359,12.34779341,-6.053598653,-5.720265202,11.77386416,12.34779341,0.504400787,2.123923498,0
234.3706639,173.0603659,9,0,0,1.04693636,0.560252439,2.378357364,1.771763973,14.9393402,12.18103773,13.24425579,19.3927275,-8.274909906,-5.085253127,13.3601624,19.3927275,0.375149587,2.246954563,0
237.3958736,186.6453903,9,0.043985956,0,0.824056206,0.322840716,1.587971905,1.269161865,9.811208764,7.620603142,7.995630136,13.81739402,-6.571817539,-5.446736738,12.0185543,13.81739402,0.472651336,2.158239482,0
231.671395,175.8215126,9,0.018255834,0,1.157538959,0.606342785,2.687286605,2.01925758,15.12087352,11.9880491,13.48253173,19.89204037,-9.398476248,-4.915025468,14.31350125,19.89204037,0.403755611,2.282568476,0
227.4881555,182.3071067,9,0.099736787,0,0.849078446,0.653834929,0.942705179,0.801369354,16.38726046,14.24844828,12.47067128,22.44265813,-6.416431424,-11.74976484,18.16619589,22.44265813,0.444466667,1.908478405,0
225.6237502,184.7722914,9,0.067106485,0,0.866886234,0.814079613,0.865787098,0.868178706,16.98313371,14.555555,13.30583337,23.08800877,-7.282731232,-11.03189802,18.31462975,23.08800877,0.430917337,1.973458441,0
229.5161276,196.5161276,9,0.092791698,0,0.972520576,0.27713821,1.092791705,1.223519527,16.05907392,12.79251365,14.20390261,21.18080567,-9.799680972,-5.565512351,15.3651939,21.18080567,0.402472361,2.281289411,0
233.9359165,176.9359165,9,0,0,1.112891108,0.478864703,0.951192244,0.614389954,16.23077841,12.55199484,15.38392166,20.75641776,-11.03634693,-2.540569661,13.57691618,20.75641776,0.396110858,2.455071695,0
233,184,9,0,0,0.5000002,0.077777766,0.7777777,0.785185,11.851851,9.777778,9.888889,15.888889,-6.2222223,-5.888889,12.111111,15.888889,0.40555555,2.1286457,0
225.2115534,183.6730679,9,0.049145631,0,0.672009557,0.499514349,1.676276943,1.450343998,14.65029688,12.88248706,11.10471006,19.96369121,-5.303426092,-10.63675915,15.94018541,19.96369121,0.444949243,1.873159475,0
221.6280813,196.6034312,9,0.041324304,0,1.967845204,1.137962955,2.339764281,1.202689527,19.79949088,15.85304216,17.80624147,25.73919126,-11.83934817,-5.979754357,17.81910326,25.73919126,0.388729126,2.285884342,0
230.90086,184.209914,9,0,0,0.500000158,0.134837713,1.115972429,1.057147623,12.08508896,10.15095828,9.865565246,16.23874552,-5.802394305,-6.658573517,12.46096773,16.23874552,0.413923243,2.067813463,0
225.8186259,184.7181374,9,0,0,0.500000056,0.272985722,1.934776713,1.715597153,12.6497821,11.05446617,9.809096034,17.08578421,-4.785947475,-8.522059033,13.30800693,17.08578421,0.434182288,1.92053235,0
216.5764878,189.7747875,9,0.086087494,0,1.263770821,1.03357366,2.248269041,1.696441179,19.30500554,15.67469287,16.4354726,25.80484638,-10.89093478,-8.608592724,19.49952796,25.80484638,0.405075555,2.171985364,0
230.8714744,184.2128526,9,0,0,0.500000157,0.135636487,1.120706773,1.060954792,12.08835403,10.15618238,9.86523874,16.24364312,-5.796517187,-6.669348231,12.46586533,16.24364312,0.414040381,2.066961881,0
232,175,9,0,0,1.1666669,0.62360954,2.8333333,2.1679492,15.37037,12.444445,13.555555,20.11111,-8.777778,-5.4444447,14.222222,20.11111,0.38741234,2.2421958,0
231.1624345,179.1281742,9,0.078821264,0,1.111111142,0.5056022,1.637690792,1.059536591,14.55146479,10.50620273,13.78919796,19.35899623,-12.13578713,-2.286801956,14.42258947,19.35899623,0.460587477,2.480419988,0
239.0942377,180.8206783,9,0.080715618,0,0.813917277,0.503825242,1.843804186,1.699943713,14.07891994,11.53664802,12.04086658,18.65924795,-7.626817556,-6.114162349,13.74097967,18.65924795,0.388286946,2.175413901,0
234.473394,185.3681516,9,0,0,0.482459756,0.074269685,0.760237292,0.709176605,11.235988,9.18140421,9.269128027,15.25743444,-6.163754259,-5.900582591,12.06433663,15.25743444,0.427814736,2.122995339,0
236.1271085,178.4392571,9,0.076427935,0,0.746313149,0.429037916,2.069053947,1.820593585,14.14752287,11.52730931,12.40913642,18.50612495,-7.86064279,-5.21516064,13.07580273,18.50612495,0.379736166,2.222043473,0
237.0047204,180.7962237,9,0.088993785,0,0.544497001,0.288396498,1.534224927,1.488235928,13.24608719,10.84570317,11.49077715,17.40178425,-7.20115409,-5.265932319,12.46708579,17.40178425,0.382085606,2.196127321,0
215.7252395,191.3296058,9,0.11111111,0,1.39560415,1.05224144,2.590965853,1.72100881,19.7993541,15.8388357,17.1782621,26.38096023,-11.88155282,-7.863270405,19.74482326,26.38096023,0.405122312,2.226810704,0
232,175,9,0,0,1.1666669,0.62360954,2.8333333,2.1679492,15.37037,12.444445,13.555555,20.11111,-8.777778,-5.4444447,14.222222,20.11111,0.38741234,2.2421958,0
222.6853291,186.2586837,9,0,0,0.604890202,0.556007476,1.951845935,1.8012831,14.3265372,12.49956776,11.14135188,19.33869001,-5.480905888,-9.555555,15.036462,19.33869001,0.434405243,1.908578573,0
239.3512829,181.0134622,9,0.073575473,0,0.874608496,0.54213507,1.872364768,1.708630826,14.19316227,11.63661007,12.07656734,18.86631207,-7.669658401,-6.349787147,14.01944542,18.86631207,0.391113887,2.166608515,0
232.310737,175.310737,9,0,0,1.158035263,0.600376319,2.53122789,1.918584971,15.5084755,12.46170799,13.849029,20.21468936,-9.140304437,-4.978339167,14.11864295,20.21468936,0.388808553,2.276364843,0
229.5051043,179.3660674,9,0.069302656,0,0.993409894,0.664102333,1.551233991,1.224574452,16.24820465,13.76119479,13.07043689,21.91297978,-7.461027272,-9.533301311,16.99432801,21.91297978,0.422930816,2.039001082,0
234,176.1050226,9,0,0,1.069039432,0.455969827,1.034227062,1.078022,16.08077444,12.49436002,15.41384744,20.33411486,-10.75923953,-2.000780368,12.76001953,20.5100507,0.389703758,2.490551255,0
223.1942152,187.6067489,9,0.022115097,0,0.844390545,0.942443989,0.955770231,1.0856659,17.19309332,14.555555,13.8457299,23.17799105,-7.91261065,-10.04208725,17.9546994,23.17799105,0.417175106,2.031776837,0
235.1579998,187.7764997,9,0,0,0.76975007,0.203661068,1.167416599,0.907072013,9.414111005,7.380000385,7.491111493,13.37122236,-6.102333379,-5.768999971,11.87133348,13.37122236,0.475833053,2.125288284,0
237.553412,184.9124679,9,0.061490223,0,0.754039152,0.327508547,1.622980435,1.371853572,10.79728234,8.530824971,9.010877587,14.85014599,-6.799373048,-5.359215413,12.1585883,14.85014599,0.447513405,2.172492895,0
110,189,9,0,0,1.0000004,0.66666675,1.2222223,1.1863422,12.925926,10.888889,9.222222,18.666668,-6.111111,-11.111111,17.222221,18.666668,0.50813884,1.9108642,0
86,187,9,0,0,1.1111108,0.7200825,1.4444445,0.750309,13.740741,11.666667,10.333334,19.222221,-6.2222223,-10.222222,16.444445,19.222221,0.46332908,1.9414649,0
97,186,9,0,0,1.1666671,0.6912147,1.1666671,1.0055404,15.592592,13.888889,11.777778,21.11111,-5.111111,-11.444445,16.555555,21.11111,0.44266057,1.8636538,0
90,189,9,0,0,0.88888884,0.7793635,1.0555555,0.82775915,12.888889,10.444445,9.444445,18.777779,-7.3333335,-10.333333,17.666666,18.777779,0.49709514,1.9855517,0
103,174,9,0.11111111,0,1.4444447,1.1674602,1.6666666,1.2649112,23.185184,20.666668,19.88889,29,-7.5555553,-9.888889,17.444445,29,0.32797024,2.0336978,0
106,193,9,0,0,1.0555557,0.9525794,0.888889,0.6206331,14.444445,11.666667,12.555555,19.11111,-8.333333,-5.6666665,14,19.11111,0.38886335,2.2100549,0
97,176,9,0,0,0.77777797,0.6554612,2.3888893,1.3066785,22.185184,19,19.777779,27.777779,-9.555555,-7.2222223,16.777779,27.777779,0.31604066,2.1798449,0
101,197,9,0,0,3.5555553,7.54074,4.9444447,6.418518,21.25926,17.444445,18.777779,27.555555,-11.444445,-7.4444447,18.88889,27.555555,0.39488608,2.2430942,0
86,194,9,0,0,1.777778,1.2740743,1.8888888,0.38518524,16.777779,13.222222,16.666668,20.444445,-10.666667,-0.33333334,11,20.444445,0.35213172,2.5931067,0
103,195,9,0.11111111,0,2.0555556,1.5740733,2.0555556,3.7962956,8.518518,6.3333335,6.888889,12.333333,-6.5555553,-4.888889,11.444445,12.333333,0.5016835,2.1870224,0
108.8866609,179.4960767,9,0,0,1.01084933,0.466480374,1.340065834,1.159576037,20.60547614,16.82466345,19.07856365,25.91320311,-11.34243897,-4.580742019,15.92318122,25.91320311,0.351378906,2.348340486,0
105.5194591,175.6796394,9,0.087782786,0,1.257818101,1.142177764,1.468375977,1.239403399,22.01099179,19.57023658,18.65248857,27.81025559,-7.322272162,-10.07551562,17.39778798,27.81025559,0.342977087,2.013520418,0
102.7155911,197.2752714,9,0.079510119,0,1.660543152,1.342576868,1.850149079,2.970978343,8.876662776,6.649343436,6.762485077,13.218161,-6.681959337,-6.342534558,13.0244944,13.218161,0.527320888,2.129504365,0
86,191.4440288,9,0,0,1.534351979,1.071790433,1.726604969,0.518506069,15.66883877,12.65422861,14.35412241,19.99816367,-9.043828066,-3.944149677,12.98797778,19.99816367,0.392734184,2.355167035,0
87.20833489,192.9083312,9,0,0,1.028472056,0.769174997,1.303703485,1.022771768,12.75447563,10.32037084,9.32037084,18.62268581,-7.302314974,-10.30231453,17.60462934,18.62268581,0.501938528,1.985885751,0
103.7547151,194.3531013,9,0.099131505,0,1.941749389,1.47623995,1.965708565,3.514899698,8.993709071,6.824497308,7.140460673,13.01617068,-6.507636895,-5.559746868,12.06738428,13.01617068,0.502379492,2.157248004,0
86,188.0503817,9,0,0,1.211147231,0.803211477,1.511135379,0.695520527,14.1964623,11.90008507,11.28367943,19.40562124,-6.889131342,-8.738349501,15.62748139,19.40562124,0.446643413,2.039246701,0
107.187876,191.410392,9,0.044636889,0,1.424050707,1.031201003,1.556998958,2.234844014,11.15532914,9.058776553,8.284847454,16.12236463,-6.2896585,-8.611445277,14.90110346,16.12236463,0.505545523,2.021805788,0
96.70860782,186.1248824,9,0,0,1.155103898,0.69488411,1.162041807,0.998139819,15.48004373,13.74550557,11.68064729,21.01397937,-5.203616464,-11.39819224,16.60180772,21.01397937,0.444926543,1.868728099,0
89.227245,188.6136225,9,0,0,0.931819623,0.767911078,1.13068448,0.812796652,13.05345722,10.68056454,9.616168354,18.86364019,-7.118679317,-10.3118676,17.43054665,18.86364019,0.490571917,1.977034626,0
100.7318276,197.6895862,9,0,0,3.538528501,7.447092486,4.816743551,6.215898854,21.10318075,17.32525723,18.60751074,27.37677346,-11.33377063,-7.487011718,18.82078264,27.37677346,0.395250247,2.237811299,0
93.67333912,187.4257118,9,0,0,1.034656519,0.733106295,1.113862727,0.921052124,14.30769157,12.25196084,10.6688912,20.00222415,-6.16719395,-10.91640317,17.08359636,20.00222415,0.468529906,1.921584225,0
85.76736404,193.6122734,9,0,0,1.842399074,1.684202956,1.97720432,0.597285845,16.81080753,13.23514621,16.6839002,20.5133741,-10.72698001,-0.380722148,11.10770184,20.5133741,0.353923841,2.590437834,0
105.7410158,193.2071874,9,0,0,1.185047795,1.293825343,1.098953996,0.920945254,14.79743093,11.96593768,12.87784658,19.54850562,-8.49447879,-5.758749804,14.25322908,19.54850562,0.389175308,2.211766232,0
103.4883178,194.6744548,9,0.093025266,0,1.892783019,1.472911124,1.865654247,3.279384767,9.483096528,7.201454045,7.811266942,13.43656937,-6.844928793,-5.015489864,11.86041932,13.43656937,0.483319471,2.19077146,0
97,176.239675,9,0,0,0.787098669,0.656318122,2.359595693,1.299460973,22.02717607,18.87749946,19.586039,27.61799563,-9.4490328,-7.323418411,16.77245285,27.61799563,0.319075422,2.172266591,0
87.55229513,192.0596311,9,0,0,1.432823422,1.082090009,1.565493995,0.556936571,15.26860275,12.14423957,13.86391261,19.79765562,-9.373087662,-4.214071029,13.58715829,19.79765562,0.408388223,2.357330533,0
84.13541022,191.9722394,9,0,0,1.197434439,0.727163233,1.59982692,0.991463606,13.32638782,11.14872529,9.918980508,18.91145604,-6.532987263,-10.222222,16.75520996,18.91145604,0.479213993,1.955537394,0
105.7761579,193.1492281,9,0.008290449,0,1.130169731,0.99895157,0.975938706,0.857582104,14.00228766,11.26872545,12.13274217,18.60539269,-8.200685826,-5.60863338,13.80931972,18.60539269,0.397281317,2.208336352,0
105.3281253,193.4479165,9,0.024884247,0,1.279513907,1.091768073,1.150173585,1.331848849,13.11728488,10.47222308,11.28645852,17.59317107,-7.935185055,-5.492476829,13.42766243,17.59317107,0.414130351,2.204896582,0
