1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0.575741723,0.652567479,0.575741723,0.652567479,0.575741723,0.654183975,0.57304524,0.654884447,0.552767516,0.64863795,0.514559103,0.638259404,0.46491193,0.624864322,0.412168208,0.624163851,0.360355242,0.623672868,0.314694758,0.622474447,0.274424207,0.62219205,0.238194896,0.625205553,0.215337378,0.630536025,0.204493861,0.63657,0.211881379,0.638677479,0.23457069,0.643101925,0.277356483,0.649341454,0.32689,0.646115429,0.380454758,0.635033379,0.439419449,0.628588297,0.49762069,0.626062744,0.543219654,0.626766247,0.583251379,0.632096719,0.616719654,0.638834198,0.634886137,0.639322148,0.639108618,0.638621677,0.633658067,0.638130694,0.610797516,0.633706247,0.567830482,0.624446247,0.509974755,0.611960223,0.448081723,0.602494669,0.388881238,0.601794198,0.334132964,0.609152272,0.286539447,0.619816247,0.243575445,0.633288173,0.215800482,0.640726123,0.205428552,0.646477701,0.212230828,0.643251677,0.238376137,0.646477701,0.288077862,0.636726719,0.344927378,0.633218297,0.405236827,0.626268297,0.468831033,0.622341801,0.527384755,0.622341801,0.575156481,0.624446247,0
0.558464192,0.752958371,0.557059282,0.752958371,0.557059282,0.752958371,0.557059282,0.753595514,0.554729596,0.752318469,0.543790089,0.744975415,0.520180403,0.732999603,0.490763475,0.71727778,0.45275121,0.6969232,0.415604282,0.675924235,0.379852264,0.662681378,0.345497914,0.653899556,0.31735325,0.654133644,0.272999372,0.668426699,0.229644192,0.68710118,0.237843319,0.681276501,0.283067735,0.65741,0.332487915,0.635612168,0.37911,0.632662267,0.429932332,0.646074089,0.489697489,0.650064188,0.539920807,0.667468867,0.585603632,0.68614059,0.620423632,0.724544235,0.628890807,0.726458422,0.626428475,0.710729358,0.611490807,0.69540059,0.581938475,0.674408867,0.539183632,0.65509,0.481493879,0.642477044,0.418196211,0.642880099,0.360506457,0.63889,0.311416524,0.634897143,0.266724439,0.655493054,0.223972354,0.687021822,0.213767264,0.729408324,0.229372668,0.712006403,0.242912668,0.691888669,0.274397758,0.663392168,0.314347264,0.650542365,0.347498789,0.643998178,0.388515717,0.640401133,0.431465404,0.636411035,0.473687915,0.64815,0.515907668,0.648384089,0
0.552056392,0.604236674,0.551694389,0.604236674,0.548807687,0.605684582,0.540606702,0.605684582,0.522375578,0.603805628,0.502204455,0.605684582,0.489059324,0.609450624,0.472396196,0.612783754,0.444729633,0.614662709,0.416927491,0.617133747,0.397713069,0.619602919,0.378994364,0.617723965,0.355909942,0.619884793,0.33693008,0.617687494,0.320343069,0.617103544,0.314508338,0.615216456,0.324649324,0.61478541,0.342158305,0.611458548,0.369339153,0.613617509,0.39396684,0.615647502,0.421970676,0.609299586,0.456630367,0.603372716,0.493715774,0.59831167,0.533478054,0.5970148,0.56770149,0.594263754,0.595269073,0.599916885,0.605669349,0.602659797,0.610286221,0.607440835,0.589654113,0.602818969,0.550042142,0.601795839,0.500869153,0.597878758,0.447196735,0.59599167,0.400054593,0.598462709,0.365133745,0.593248758,0.334444902,0.59136167,0.312679186,0.583829586,0.298390447,0.585716674,0.2882,0.586580632,0.289483975,0.587877502,0.311920505,0.580063544,0.357820058,0.566606456,0.411105741,0.553580414,0.457626588,0.555187494,0.511552029,0.559543754,0.556301319,0.571274793,0
0.513193695,0.660129242,0.513193695,0.659741498,0.513193695,0.660129242,0.512544098,0.661274332,0.498354502,0.65509,0.477065711,0.651613412,0.440948197,0.644275668,0.397081892,0.641965668,0.347739546,0.637736588,0.298090352,0.626534512,0.251679142,0.618848664,0.201046393,0.634357311,0.176273365,0.638967491,0.169551613,0.638513755,0.185996847,0.638079837,0.221140807,0.641899675,0.274336041,0.637593104,0.329810667,0.628268789,0.385928248,0.617421461,0.440746635,0.614312796,0.497179384,0.615847309,0.537842397,0.624382959,0.577497631,0.643368194,0.608096092,0.656502526,0.619994149,0.659556696,0.613211803,0.650639945,0.594476708,0.638640883,0.558657251,0.628603717,0.507050946,0.621675215,0.445484905,0.617855378,0.384884098,0.620218194,0.326564362,0.626455343,0.273712346,0.633463014,0.224395902,0.652014332,0.1805914,0.673222256,0.172877302,0.68361417,0.181599648,0.677806083,0.19871159,0.670423844,0.232573468,0.659545197,0.280601187,0.637896713,0.334759509,0.622051461,0.389253936,0.612382219,0.445037089,0.610459962,0.492764604,0.617454457,0.53788541,0.638383447,0
0.562228284,0.570594131,0.562817779,0.569889168,0.563404236,0.569187243,0.559289923,0.566581615,0.538376216,0.556733397,0.505105423,0.551105844,0.469964389,0.553627031,0.436006269,0.564995844,0.3964855,0.57595836,0.359149043,0.588324726,0.327612587,0.601093466,0.302127404,0.612874653,0.279748173,0.625858503,0.263835159,0.627382137,0.252381639,0.625471472,0.252113178,0.621868291,0.261098889,0.6088,0.276478019,0.595929857,0.293371322,0.586585416,0.314892596,0.579550975,0.339774134,0.564455274,0.375497702,0.553086461,0.42065088,0.545233349,0.469764928,0.543917863,0.520641384,0.554763634,0.563362014,0.572147031,0.59869175,0.581692659,0.620579317,0.590868218,0.63825474,0.601440665,0.629439659,0.587170595,0.607594313,0.570583565,0.579948966,0.560117863,0.542710341,0.554584751,0.488892486,0.558597268,0.432038437,0.569355559,0.385450846,0.584535701,0.34718275,0.600420807,0.317234149,0.6165071,0.292335423,0.624945391,0.274834553,0.619821615,0.264135082,0.612787173,0.267150163,0.606658882,0.27941638,0.593178218,0.299248043,0.585851187,0.330519077,0.571372969,0
0.532360359,0.665838329,0.532360359,0.664636512,0.532360359,0.664725349,0.529421041,0.660095349,0.510154475,0.648426512,0.476422025,0.639166512,0.432015459,0.631019492,0.376694475,0.625375349,0.317503491,0.629084841,0.267904275,0.614913532,0.228371825,0.623154186,0.181319555,0.653731034,0.175989754,0.653449725,0.191930359,0.628159535,0.212284475,0.61111,0.249034475,0.600178794,0.301494777,0.577109767,0.360994295,0.548208923,0.421586566,0.525416408,0.480934418,0.515781059,0.53749982,0.516800404,0.592282091,0.539494082,0.633058959,0.582660275,0.650155223,0.59683199,0.648058354,0.588398458,0.636992271,0.566718923,0.60456755,0.546345245,0.553885582,0.53578459,0.492681164,0.533755899,0.433647048,0.542465943,0.377635279,0.561731438,0.331445582,0.585913445,0.292839016,0.614725857,0.254844598,0.634179027,0.230792148,0.644646047,0.233114116,0.643251352,0.24890265,0.632320146,0.272583255,0.612768139,0.306624239,0.583491946,0.351197673,0.554867614,0.401639338,0.53226757,0.460908959,0.519115202,0.519174059,0.519115202,0.571477493,0.545232265,0.610157493,0.596644315,0
0.533493763,0.630727472,0.533493763,0.630727472,0.533493763,0.632293841,0.530869586,0.633037472,0.517329586,0.629980622,0.500606983,0.630803361,0.484156225,0.631705551,0.463207385,0.63410144,0.431216971,0.63343048,0.397289776,0.63358904,0.369916416,0.633003969,0.343858534,0.632928079,0.319468807,0.63516219,0.301995931,0.63343048,0.292546416,0.63410144,0.295883066,0.63550925,0.316633279,0.63699973,0.342628284,0.633866991,0.375177124,0.632376511,0.403793088,0.63550925,0.434342271,0.633120142,0.463913916,0.630727472,0.497352342,0.629822062,0.534789739,0.633549872,0.564689325,0.634210832,0.583117882,0.638179872,0.585322947,0.637508912,0.581916639,0.639233841,0.558476154,0.633120142,0.517566013,0.628566031,0.467478202,0.622369662,0.412138475,0.620052881,0.362602309,0.622445551,0.325426416,0.622211102,0.291499221,0.628090352,0.272023469,0.626282753,0.260776486,0.627112273,0.253329847,0.627112273,0.258669374,0.627112273,0.282106639,0.617181313,0.325769929,0.604038162,0.374063834,0.592382273,0.420351302,0.594778162,0.473331574,0.599490832,0.521067053,0.611143503,0
0.576471297,0.652507903,0.576471297,0.652507903,0.576471297,0.654144286,0.573741639,0.654824956,0.553381023,0.648558572,0.514940477,0.638080761,0.465110889,0.624606387,0.412218012,0.623925717,0.360338698,0.623514198,0.314711302,0.622414956,0.274540273,0.622271428,0.238460204,0.625265044,0.215702122,0.630575714,0.204891779,0.63657,0.212179861,0.638617903,0.23471993,0.642982859,0.277389657,0.649242189,0.32689,0.645976475,0.380471302,0.634815047,0.439518971,0.628290673,0.49776993,0.625705629,0.543501505,0.626389245,0.583549861,0.631699915,0.617001505,0.638377818,0.635201163,0.63878639,0.639523081,0.63810572,0.634172052,0.637694201,0.611411023,0.633329245,0.568510338,0.624069245,0.510704243,0.611543532,0.448811297,0.602018488,0.3896439,0.601337818,0.334912256,0.608814959,0.287351913,0.619439245,0.244454174,0.632792104,0.216480338,0.640150676,0.205909448,0.646001434,0.212628832,0.64273572,0.238691163,0.646001434,0.288409518,0.636329915,0.345292122,0.632920673,0.405701093,0.625970673,0.469411366,0.622024289,0.528114243,0.622024289,0.575902598,0.624069245,0
0.572452609,0.650019782,0.572452609,0.650019782,0.572452609,0.647946654,0.570521545,0.643809336,0.550888782,0.635534698,0.516196763,0.627014252,0.470805754,0.62105855,0.420515754,0.612291231,0.366974,0.609981231,0.323796818,0.604016594,0.281040381,0.608153913,0.249679636,0.597569275,0.232278572,0.603523913,0.235727827,0.603770785,0.254047772,0.60716855,0.288739791,0.608995869,0.333718991,0.613378996,0.380345427,0.613871678,0.4250408,0.61179855,0.474918991,0.612538104,0.518997182,0.617660785,0.55706,0.622783467,0.5923692,0.626673913,0.615666591,0.633368104,0.616774037,0.633368104,0.613480628,0.633122296,0.591876209,0.630565423,0.549610037,0.623615423,0.494831791,0.614364359,0.436596419,0.607415423,0.379398973,0.604459336,0.328199028,0.602887825,0.288814455,0.605691571,0.260951428,0.602292742,0.239438191,0.611552742,0.236637772,0.61642855,0.249111981,0.619979721,0.266063372,0.626428104,0.298161409,0.63494855,0.342161144,0.629230785,0.388992954,0.624014638,0.439566781,0.622443127,0.488091563,0.622935809,0.533235545,0.631694191,0.567388836,0.640707319,0
0.578123226,0.681744071,0.572022187,0.679312066,0.565921147,0.675254051,0.558463932,0.67270004,0.532725357,0.659148015,0.497794591,0.64953499,0.448063664,0.644207495,0.395921425,0.648387515,0.352210273,0.64630503,0.309961312,0.648402566,0.267022512,0.653054112,0.234253278,0.657684112,0.218900541,0.654892586,0.21756262,0.65198555,0.235068636,0.648387515,0.269885131,0.648721985,0.322108636,0.641997954,0.375691307,0.637939939,0.428591147,0.634932444,0.479458476,0.640612964,0.528870108,0.649412985,0.56572262,0.66146451,0.601693772,0.66759501,0.631089068,0.695396556,0.639781693,0.700717556,0.636598029,0.687859521,0.622381693,0.671987495,0.588719341,0.659482485,0.539683006,0.64535497,0.479145677,0.633662964,0.416572846,0.631468474,0.355355677,0.634831985,0.301291693,0.63900551,0.256426397,0.65289551,0.213497596,0.67685501,0.197819068,0.695612525,0.200910221,0.695734531,0.215126557,0.688431506,0.245304205,0.68194499,0.289589181,0.65924497,0.345105357,0.635507934,0.400714045,0.622067914,0.459618909,0.620567414,0.514178955,0.632737954,0.560598955,0.64535497,0
0.60147352,0.650106973,0.60147352,0.650106973,0.60147352,0.652413869,0.597614422,0.652413869,0.574502761,0.645503125,0.528246622,0.631678534,0.472255919,0.615583087,0.414279581,0.615556934,0.360152399,0.617850782,0.315640539,0.620160782,0.278846821,0.62476463,0.247875018,0.627048534,0.228545919,0.631639277,0.218930539,0.63625623,0.2228333,0.636216973,0.2402433,0.638510821,0.278890539,0.645424668,0.327250539,0.640846973,0.381356877,0.62703543,0.443169439,0.617876934,0.503020199,0.613325391,0.553211859,0.613377696,0.59373352,0.617968439,0.626471519,0.622598439,0.645669517,0.620291543,0.653190979,0.620278495,0.651042441,0.622559239,0.631494861,0.620213087,0.590765564,0.610953087,0.534643761,0.597102343,0.472819283,0.585440782,0.414876721,0.585466934,0.360858779,0.597010839,0.314690021,0.606257734,0.274441519,0.615517734,0.240046622,0.620160782,0.223029979,0.629446934,0.227227701,0.624856191,0.250634379,0.629473087,0.30095714,0.622598439,0.358933478,0.622650743,0.422610518,0.615766152,0.490026459,0.611188457,0.553506821,0.611214609,0.601571859,0.611253809,0
0.594316335,0.617069745,0.594316335,0.617069745,0.594316335,0.618150299,0.591477426,0.618150299,0.577568616,0.614913295,0.546647037,0.607209841,0.50088466,0.600898699,0.446994366,0.598425149,0.395938324,0.598271599,0.3493808,0.600581599,0.308495751,0.602738049,0.275483568,0.602579841,0.25717466,0.603496845,0.2526708,0.606892741,0.259639415,0.603179745,0.277049415,0.603026195,0.3126308,0.607492645,0.3609908,0.607809745,0.411011093,0.601340395,0.464640995,0.600745149,0.514268714,0.6035358,0.555257525,0.6084829,0.586576335,0.609399903,0.606025439,0.614029903,0.611934543,0.61294935,0.599004639,0.611715246,0.576404736,0.610322249,0.537431266,0.605528699,0.486473643,0.596268699,0.42831146,0.586091696,0.372618692,0.565861599,0.32285879,0.568335149,0.282135029,0.577436942,0.259478206,0.585457495,0.253995439,0.594717495,0.258447037,0.600581599,0.278241794,0.612315149,0.313108636,0.611398146,0.354921015,0.614788699,0.408309631,0.614029903,0.462199924,0.618977004,0.511562594,0.61821355,0.552395459,0.61853065,0.583155751,0.6210042,0.603617525,0.624711854,0
0.583356907,0.606521592,0.583356907,0.606521592,0.583356907,0.605901536,0.58141958,0.604664096,0.571482309,0.602189217,0.548903394,0.598021722,0.509568936,0.597859516,0.459278936,0.591992076,0.409376123,0.589682076,0.362566263,0.589517197,0.318594758,0.590754637,0.284816403,0.585969758,0.267409076,0.586124637,0.268440721,0.587824581,0.280697851,0.583969516,0.303276767,0.582896955,0.339775542,0.585827011,0.387617047,0.589219572,0.433521225,0.588599516,0.480975542,0.59369202,0.52262986,0.601714581,0.55706,0.609737141,0.583888775,0.609274637,0.596281868,0.61452202,0.592547831,0.61452202,0.569869699,0.612829403,0.53493711,0.60881946,0.482981708,0.60186946,0.424564521,0.592612132,0.365120343,0.58566946,0.312764381,0.565314096,0.26762725,0.568089273,0.235514297,0.573799161,0.225820924,0.577646899,0.237014318,0.586906899,0.263287851,0.593229516,0.303627208,0.604027253,0.352076424,0.60758202,0.402350378,0.611749516,0.454824275,0.613284581,0.504079957,0.618214879,0.544964555,0.620990056,0.571680741,0.624382617,0.586535703,0.630247383,0.594045179,0.637807439,0
0.577505415,0.679101257,0.577505415,0.679101257,0.577072571,0.67781428,0.576006027,0.674217303,0.559041074,0.66702335,0.530059945,0.659829396,0.494860407,0.654437816,0.455358025,0.647243862,0.413281943,0.645449258,0.380217725,0.640049909,0.347161275,0.643646886,0.32311669,0.634658328,0.310031737,0.640049909,0.312597669,0.640049909,0.327630391,0.643646886,0.356613751,0.645449258,0.392676745,0.649046235,0.428739739,0.649046235,0.463303345,0.647243862,0.501940039,0.647243862,0.536503645,0.651358466,0.566553551,0.654437816,0.595536911,0.658034793,0.614642721,0.663426373,0.617438408,0.663426373,0.616574953,0.662910977,0.60155,0.661116373,0.570423551,0.655717024,0.527484013,0.648530839,0.483264842,0.643131489,0.438189984,0.643131489,0.397182677,0.641336886,0.365625615,0.643131489,0.34158103,0.639534513,0.320117914,0.646728466,0.314537669,0.650325443,0.32098137,0.652127816,0.329993234,0.657519396,0.352100051,0.66471335,0.385594881,0.659314,0.422090718,0.653404793,0.462226801,0.652127816,0.502803495,0.652127816,0.542305877,0.659314,0.572786394,0.666507954,0
0.599138304,0.584104077,0.59792934,0.584104077,0.588288786,0.583538766,0.56995484,0.583538766,0.537104287,0.580919849,0.494298716,0.575685782,0.450257197,0.569581255,0.404283215,0.568135483,0.35977,0.569009712,0.323717821,0.565555322,0.292993946,0.562968928,0.260841214,0.563839389,0.234266125,0.572800471,0.219772732,0.586086404,0.223642732,0.590411255,0.242255465,0.591285483,0.274915571,0.592461093,0.314831519,0.592155944,0.362961626,0.594132039,0.421240965,0.584875807,0.484821626,0.574481417,0.545961143,0.567265023,0.601045089,0.564684861,0.641153946,0.562098468,0.662905642,0.558338928,0.679083463,0.558338928,0.686794017,0.562098468,0.668656749,0.558338928,0.615984499,0.551964239,0.546629517,0.549615483,0.479916125,0.551026267,0.420683393,0.551026267,0.368935089,0.551061255,0.318894429,0.555990172,0.27466,0.55947955,0.25190225,0.561224239,0.250158928,0.564713617,0.264878445,0.565854239,0.298937963,0.571930011,0.361280212,0.562098468,0.431358694,0.554888306,0.507240943,0.546498766,0.572529247,0.537543916,0.624306997,0.533212833,0.660608516,0.534658605,0
0.578080147,0.637777825,0.578080147,0.637777825,0.578080147,0.64009391,0.574210147,0.64009391,0.554785229,0.634960123,0.520475923,0.627411211,0.483309158,0.619364597,0.4434552,0.621176896,0.400654358,0.623492981,0.36297907,0.626711088,0.333799233,0.631341088,0.308908495,0.631842703,0.28880913,0.634660405,0.275354048,0.634757701,0.269379706,0.633853509,0.275430547,0.634357297,0.301244402,0.638580806,0.335974978,0.63395472,0.378014283,0.625501616,0.422499778,0.621680683,0.466560088,0.617054597,0.50776511,0.615242299,0.544600028,0.616247701,0.579750294,0.619065403,0.605905007,0.616745403,0.62197062,0.619465808,0.624585066,0.621781894,0.61660031,0.623086491,0.587335554,0.615642703,0.541079897,0.606281493,0.486004609,0.596523791,0.430244875,0.595615685,0.379114506,0.604469194,0.338749853,0.607388106,0.30342975,0.612115403,0.273160281,0.611308507,0.254994831,0.617852017,0.250535303,0.615034315,0.261630695,0.617852017,0.296780369,0.610908103,0.347230207,0.605471207,0.404249409,0.595804716,0.462105066,0.594799313,0.522905435,0.597519718,0.571265435,0.602956614,0
