  0, 82, 75, 56,100, 12, 22,  0, 22, 41, 92, 73, 84,100,  2, 80, 8
 80,100, 36,100, 58, 80, 65, 82, 82, 47,100, 14, 53,  0,  0,  7, 9
 35, 76,  0, 42, 11,  0, 65,  5,100, 41, 97, 85, 49,100,  9, 69, 0
 34,100, 21, 76,  0, 35, 43, 30, 91, 29,100, 41, 74, 46, 67,  0, 4
  0, 75, 31, 72, 67, 84,100,100, 94, 82, 80, 54, 68, 27, 56,  0, 1
 90, 71,100,100, 25, 85, 10, 50, 80, 62, 99, 53, 64, 17,  0,  0, 9
  0, 97, 42,100, 67, 71, 53, 35, 34,  0, 16, 23, 40, 42,100, 42, 7
 38, 94,  4, 63,  0, 20, 41,  0, 84, 19,100, 60, 77, 98, 32,100, 0
 72,100, 38, 88,  2, 57,  0, 19, 51,  0,100, 20, 55, 34, 12,  7, 6
 26, 79, 69,100, 92, 85, 56, 56, 90, 42,100, 15, 51,  0,  0,  2, 3
  8, 77, 47,100,100, 96, 71, 66,100, 46, 99, 13, 46,  0,  0, 13, 3
 31, 73, 55,100, 55, 53, 33, 14,  0,  0, 30, 11, 65,  1,100,  1, 2
 46,100, 21, 85,  0, 60, 24, 42, 68, 44,100, 49, 76, 25, 58,  0, 4
 41, 69, 76,100, 73, 81, 57, 39, 46,  0,  0, 10, 50,  9,100, 10, 1
 32,100, 12, 76,  0, 48,  1, 21, 39,  0,100,  9, 64, 21, 18,  3, 6
 16, 90,  9, 61, 50, 35, 23,  0,  5, 35,  0, 81, 48, 97,100,100, 5
 21, 88,  0, 57, 88, 58, 88, 18, 15,  0,  8, 42, 12, 83,100,100, 5
  0,100, 54, 98, 91, 85, 71, 52, 62, 17, 74,  0,100, 32, 42, 37, 7
 47, 93,  1, 67,  0, 16, 53,  0,100, 32, 95, 81, 42,100,  7, 62, 0
 38, 51,  8, 66,  0, 19, 42,  0, 87, 26,100, 71, 61,100, 16, 84, 0
 95, 92, 50,100, 21, 77, 74, 87,100, 86, 69, 56, 37, 26,  0,  0, 9
 18, 88,  2, 54, 40, 25,  2,  0,  0, 30, 20, 70, 45,100,100, 93, 5
 39,100, 23, 82,  0, 52,  1, 21, 48,  0,100, 16, 70, 42,  6, 55, 6
 22,100,  1, 66,  0, 33, 50, 32,100, 36, 82, 63, 77, 30, 71,  0, 4
  3, 96, 53,100, 81, 68, 83, 28, 72,  0,100, 34, 51, 41,  0, 43, 7
  0, 65, 38, 79, 62,100, 72, 86, 77, 65, 79, 43, 83, 21,100,  0, 1
 19, 81,  0, 41, 12,  0, 54,  1, 88, 29,100, 71, 72,100, 31, 91, 0
  0, 60, 38, 80, 80,100,100, 92, 80, 69, 65, 46, 55, 23, 55,  0, 1
 40, 72, 16, 50, 96, 69, 70,100,  0, 73, 65, 57,100, 47, 94,  0, 9
100,100, 63, 78, 28, 53,  0, 27,  4,  0, 60,  1, 78, 22, 24, 21, 6
 33, 58, 19, 90, 78,100, 91, 62, 51, 28,  0,  2, 37,  1,100,  0, 2
 14, 91,  9, 52, 28, 10, 74,  0,100, 38, 86, 81, 43,100,  0, 80, 0
 20, 85, 62,100, 71, 72, 45, 52, 98, 47,100, 17, 53,  0,  0,  0, 3
  9,100,  0, 66, 20, 25, 61,  0,100, 21, 93, 64, 54, 91,  9, 76, 0
 42, 83, 60, 53, 89, 11, 13,  0,  0, 33, 77, 57,100, 92, 18,100, 8
  4, 63, 12, 15, 52,  0, 92, 15,100, 63, 72,100, 28, 97,  0, 62, 0
 38, 94, 90,100, 94, 79, 59, 57, 68, 33,100, 12, 54,  0,  0,  1, 3
 22, 55, 10, 60,  0, 18, 46,  0, 89, 28,100, 70, 68,100, 29, 69, 0
 27,100,  0, 58, 12,  5, 62,  0,100, 39, 97, 91, 48, 97, 18, 53, 0
 43, 94, 15, 66, 52, 38, 20,  0,  5, 35,  0, 83, 42,100,100, 98, 5
  0, 87, 37,100, 19, 70,  5, 42, 88, 49,100, 58, 84, 28, 88,  0, 4
 73, 98, 35,100,  0, 59,  0, 13, 71,  8,100, 45, 29, 41,  9,  0, 6
 15, 73,  0, 34, 30,  0, 81,  1,100, 38, 87, 78, 44,100, 16, 68, 0
 85,100, 30, 84,  5, 54,  0, 22, 48,  0,100, 21, 66, 47,  0, 37, 6
  0, 88, 24, 68, 76, 33, 43,  0, 29, 32, 84, 66,100,100,  8, 89, 8
 50, 97, 72, 68,100,100, 42, 86, 93, 72, 89, 48, 70,  7,  0,  0, 9
